,Date,Day,Day_Timeframe,Timestamp,Timeframe,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
1,2019.11.21,,,07.59.06,,5,5G,-102,-13,3.0,11,-85,37,13,D
2,2019.11.21,,,07.59.07,,0,5G,-102,-13,3.0,11,-85,37,13,D
5,2019.11.21,,,07.59.10,,0,5G,-101,-11,6.0,11,-85,46,14,D
6,2019.11.21,,,07.59.11,,0,5G,-101,-11,6.0,11,-85,247,121,D
7,2019.11.21,,,07.59.12,,0,5G,-101,-11,8.0,12,-87,639,152,D
8,2019.11.21,,,07.59.13,,0,5G,-101,-11,8.0,12,-87,22038,1074,D
9,2019.11.21,,,07.59.14,,0,5G,-100,-12,3.0,12,-87,62,18,D
12,2019.11.21,,,07.59.17,,0,5G,-103,-12,-2.0,11,-89,13137,687,D
13,2019.11.21,,,07.59.18,,0,5G,-102,-14,9.0,11,-89,4781,190,D
15,2019.11.21,,,07.59.20,,0,5G,-103,-16,-3.0,11,-87,11661,402,D
16,2019.11.21,,,07.59.21,,0,5G,-103,-16,-3.0,11,-87,627,5,D
17,2019.11.21,,,07.59.23,,0,5G,-103,-15,4.0,14,-85,8284,174,D
18,2019.11.21,,,07.59.24,,0,5G,-103,-15,4.0,14,-85,19237,278,D
19,2019.11.21,,,07.59.25,,0,5G,-102,-15,1.0,14,-85,14415,207,D
20,2019.11.21,,,07.59.26,,0,5G,-102,-15,1.0,14,-85,29339,419,D
21,2019.11.21,,,07.59.27,,0,5G,-102,-15,-2.0,14,-85,20756,255,D
22,2019.11.21,,,07.59.28,,0,5G,-102,-15,-2.0,14,-85,18687,207,D
23,2019.11.21,,,07.59.29,,0,5G,-101,-16,4.0,13,-87,2930,25,D
72,2019.11.21,,,08.00.21,,0,5G,-91,-14,8.0,9,-,14,0,D
93,2019.11.21,,,08.00.41,,37,5G,-75,-12,22.0,13,-66,5709,130,D
94,2019.11.21,,,08.00.42,,37,5G,-75,-12,22.0,13,-66,12593,274,D
122,2019.11.21,,,08.01.10,,35,5G,-94,-13,4.0,8,-70,17,50,D
133,2019.11.21,,,08.01.21,,36,5G,-92,-12,-4.0,15,-74,18,32,D
139,2019.11.21,,,08.01.28,,36,5G,-92,-14,6.0,12,-74,2395,25,D
140,2019.11.21,,,08.01.29,,36,5G,-91,-14,-4.0,12,-74,8627,113,D
141,2019.11.21,,,08.01.29,,28,5G,-91,-14,-4.0,12,-74,8627,113,D
142,2019.11.21,,,08.01.30,,28,5G,-91,-14,-4.0,12,-74,7924,118,D
149,2019.11.21,,,08.01.37,,28,5G,-89,-13,7.0,10,-72,30,65,D
150,2019.11.21,,,08.01.38,,28,5G,-89,-13,7.0,10,-72,50,169,D
151,2019.11.21,,,08.01.40,,28,5G,-89,-13,11.0,11,-74,60,47,D
188,2019.11.21,,,08.02.15,,49,5G,-94,-10,12.0,15,-,7293,113,D
189,2019.11.21,,,08.02.15,,44,5G,-94,-10,12.0,15,-,7293,113,D
190,2019.11.21,,,08.02.16,,44,5G,-94,-9,14.0,15,-,3571,71,D
194,2019.11.21,,,08.02.21,,44,5G,-89,-8,8.0,15,-72,51,38,D
195,2019.11.21,,,08.02.22,,44,5G,-89,-8,8.0,15,-72,12,7,D
197,2019.11.21,,,08.02.24,,44,5G,-89,-13,12.0,13,-,8358,418,D
198,2019.11.21,,,08.02.25,,44,5G,-89,-9,11.0,14,-71,13283,499,D
202,2019.11.21,,,08.02.29,,44,5G,-85,-8,16.0,12,-69,16793,658,D
203,2019.11.21,,,08.02.30,,44,5G,-85,-8,16.0,12,-69,1986,65,D
234,2019.11.21,,,08.03.01,,30,5G,-94,-10,8.0,15,-75,10431,132,D
235,2019.11.21,,,08.03.02,,30,5G,-94,-10,8.0,10,-71,13827,167,D
236,2019.11.21,,,08.03.04,,30,5G,-87,-11,7.0,10,-71,1401,6,D
253,2019.11.21,,,08.03.21,,38,5G,-90,-10,0.0,13,-71,15,32,D
281,2019.11.21,,,08.03.48,,46,5G,-89,-9,9.0,14,-78,855,14,D
282,2019.11.21,,,08.03.48,,42,5G,-89,-9,9.0,14,-78,855,14,D
283,2019.11.21,,,08.03.49,,42,5G,-90,-9,1.0,14,-78,28205,248,D
284,2019.11.21,,,08.03.50,,42,5G,-90,-9,1.0,14,-78,11442,132,D
308,2019.11.21,,,08.04.12,,53,5G,-79,-7,15.0,13,-,22,38,D
317,2019.11.21,,,08.04.21,,57,5G,-86,-8,6.0,12,-76,15,26,D
323,2019.11.21,,,08.04.27,,48,5G,-90,-10,14.0,12,-67,17,31,D
332,2019.11.21,,,08.04.35,,45,5G,-74,-9,0.0,15,-61,32,16,D
362,2019.11.21,,,08.05.04,,37,5G,-73,-9,16.0,15,-59,2449,55,D
363,2019.11.21,,,08.05.05,,37,5G,-73,-9,16.0,15,-63,16171,267,D
368,2019.11.21,,,08.05.11,,37,5G,-95,-10,7.0,13,-73,15,24,D
378,2019.11.21,,,08.05.20,,20,5G,-98,-10,9.0,15,-,15,27,D
407,2019.11.21,,,08.05.51,,41,5G,-84,-8,8.0,15,-64,4375,99,D
408,2019.11.21,,,08.05.52,,41,5G,-80,-8,7.0,15,-66,1278,19,D
409,2019.11.21,,,08.05.53,,41,5G,-80,-8,7.0,15,-61,802,20,D
410,2019.11.21,,,08.05.53,,45,5G,-80,-8,7.0,15,-61,802,20,D
411,2019.11.21,,,08.05.54,,45,5G,-79,-8,15.0,15,-57,35,21,D
412,2019.11.21,,,08.05.55,,45,5G,-79,-8,15.0,15,-57,1592,64,D
413,2019.11.21,,,08.05.56,,45,5G,-73,-8,19.0,15,-57,4923,109,D
414,2019.11.21,,,08.05.57,,45,5G,-73,-8,19.0,15,-63,10409,90,D
437,2019.11.21,,,08.06.21,,36,5G,-78,-7,11.0,15,-58,15,27,D
459,2019.11.21,,,08.06.42,,46,5G,-90,-7,9.0,15,-77,13896,148,D
460,2019.11.21,,,08.06.43,,46,5G,-91,-7,10.0,15,-75,8841,87,D
500,2019.11.21,,,08.07.21,,57,LTE,-113,-16,-6.0,7,-90,15,27,D
508,2019.11.21,,,08.07.28,,57,LTE,-115,-17,-10.0,4,-92,1716,31,D
509,2019.11.21,,,08.07.30,,57,LTE,-115,-17,-10.0,5,-94,1395,24,D
510,2019.11.21,,,08.07.31,,57,LTE,-111,-19,-11.0,5,-94,76,37,D
