,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
6,2019.11.22,,07.30.10,0,5G,-102,-11,-6.0,12,-85,104,19,D
7,2019.11.22,,07.30.11,0,5G,-102,-11,-6.0,11,-83,11,1,D
12,2019.11.22,,07.30.16,0,5G,-103,-12,4.0,10,-81,80,20,D
14,2019.11.22,,07.30.18,0,5G,-102,-14,4.0,10,-81,285,166,D
15,2019.11.22,,07.30.19,0,5G,-102,-14,4.0,10,-81,275,178,D
18,2019.11.22,,07.30.22,0,5G,-101,-16,4.0,10,-81,553,130,D
19,2019.11.22,,07.30.23,0,5G,-101,-16,4.0,10,-83,10736,176,D
20,2019.11.22,,07.30.24,0,5G,-101,-14,4.0,10,-83,24549,306,D
21,2019.11.22,,07.30.26,0,5G,-101,-14,4.0,10,-83,24575,266,D
22,2019.11.22,,07.30.27,0,5G,-103,-15,6.0,10,-83,17676,124,D
23,2019.11.22,,07.30.28,0,5G,-103,-15,6.0,10,-83,24607,201,D
24,2019.11.22,,07.30.29,0,5G,-101,-16,2.0,10,-83,22311,362,D
25,2019.11.22,,07.30.30,0,5G,-101,-16,2.0,10,-83,16390,215,D
26,2019.11.22,,07.30.31,0,5G,-101,-13,5.0,10,-83,6313,50,D
32,2019.11.22,,07.30.37,0,5G,-101,-11,10.0,10,-83,17,31,D
62,2019.11.22,,07.31.10,0,5G,-102,-14,-2.0,8,-87,45,192,D
68,2019.11.22,,07.31.16,0,5G,-101,-10,10.0,5,-110,18,47,D
74,2019.11.22,,07.31.23,0,5G,-101,-10,9.0,10,-87,6272,124,D
75,2019.11.22,,07.31.24,0,5G,-101,-10,9.0,11,-80,2645,22,D
82,2019.11.22,,07.31.31,0,5G,-85,-11,20.0,15,-67,15,16,D
119,2019.11.22,,07.32.08,37,5G,-86,-10,23.0,15,-67,105,10,D
120,2019.11.22,,07.32.09,37,5G,-86,-10,23.0,14,-72,14789,144,D
121,2019.11.22,,07.32.10,37,5G,-88,-9,17.0,14,-72,14213,125,D
122,2019.11.22,,07.32.11,37,5G,-88,-9,17.0,14,-68,5141,41,D
134,2019.11.22,,07.32.23,36,5G,-93,-10,10.0,13,-76,18,33,D
135,2019.11.22,,07.32.24,36,5G,-93,-10,10.0,14,-72,11,2,D
