,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
4,2019.11.26,,07.29.27,0,5G,-84,-9,20.0,15,-74,60,32,D,
6,2019.11.26,,07.29.29,0,5G,-88,-9,19.0,15,-77,22929,472,D,
7,2019.11.26,,07.29.30,0,5G,-88,-9,19.0,15,-81,24182,828,D,
8,2019.11.26,,07.29.31,0,5G,-86,-10,8.0,15,-77,727,38,D,
9,2019.11.26,,07.29.32,0,5G,-86,-10,8.0,15,-77,12,128,D,
10,2019.11.26,,07.29.33,0,5G,-94,-11,19.0,15,-77,17552,468,D,
11,2019.11.26,,07.29.34,0,5G,-94,-11,19.0,14,-72,30139,378,D,
12,2019.11.26,,07.29.35,0,5G,-87,-10,23.0,15,-74,41939,715,D,
13,2019.11.26,,07.29.36,0,5G,-87,-10,23.0,15,-72,23309,297,D,
14,2019.11.26,,07.29.37,0,5G,-89,-12,21.0,15,-110,23361,273,D,
15,2019.11.26,,07.29.38,0,5G,-89,-12,21.0,13,-65,49124,437,D,
16,2019.11.26,,07.29.39,0,5G,-83,-11,25.0,13,-65,27897,288,D,
17,2019.11.26,,07.29.41,0,5G,-83,-11,25.0,15,-67,23411,236,D,
18,2019.11.26,,07.29.42,0,5G,-89,-10,24.0,15,-67,30554,259,D,
19,2019.11.26,,07.29.43,0,5G,-89,-10,24.0,15,-71,23969,221,D,
20,2019.11.26,,07.29.44,0,5G,-86,-11,20.0,15,-69,18268,194,D,
22,2019.11.26,,07.29.46,0,5G,-85,-10,17.0,15,-65,41,19,D,
24,2019.11.26,,07.29.48,0,5G,-82,-11,17.0,15,-65,233,129,D,
34,2019.11.26,,07.29.58,35,5G,-83,-12,26.0,15,-70,55,67,D,
37,2019.11.26,,07.30.01,35,5G,-85,-12,22.0,15,-66,40,22,D,
65,2019.11.26,,07.30.29,36,5G,-92,-13,5.0,14,-76,1490,35,D,
66,2019.11.26,,07.30.30,36,5G,-92,-13,5.0,14,-76,15433,221,D,
67,2019.11.26,,07.30.31,36,5G,-91,-12,9.0,12,-73,11463,129,D,
68,2019.11.26,,07.30.31,35,5G,-91,-12,9.0,11,-75,11463,129,D,
70,2019.11.26,,07.30.33,35,5G,-91,-12,9.0,13,-72,14,26,D,
79,2019.11.26,,07.30.43,35,5G,-89,-10,16.0,14,-71,108,71,D,
80,2019.11.26,,07.30.44,35,5G,-86,-10,11.0,14,-71,1117,126,D,
81,2019.11.26,,07.30.44,22,5G,-86,-10,11.0,14,-71,1117,126,D,
83,2019.11.26,,07.30.46,22,5G,-83,-10,12.0,14,-71,495,11,D,
86,2019.11.26,,07.30.49,22,5G,-83,-9,20.0,15,-75,62,53,D,
87,2019.11.26,,07.30.50,22,5G,-83,-11,15.0,12,-71,65,107,D,
88,2019.11.26,,07.30.51,22,5G,-83,-11,15.0,15,-75,196,82,D,
90,2019.11.26,,07.30.53,22,5G,-87,-11,18.0,14,-73,396,19,D,
91,2019.11.26,,07.30.55,22,5G,-87,-11,8.0,14,-73,53,131,D,
128,2019.11.26,,07.31.31,43,5G,-90,-10,0.0,12,-77,2331,62,D,
129,2019.11.26,,07.31.32,43,5G,-90,-10,0.0,12,-72,23246,272,D,
130,2019.11.26,,07.31.33,43,5G,-87,-13,-3.0,15,-69,19447,209,D,
132,2019.11.26,,07.31.36,43,5G,-91,-15,6.0,12,-71,6097,235,D,
133,2019.11.26,,07.31.37,43,5G,-91,-15,6.0,15,-110,14178,483,D,
138,2019.11.26,,07.31.41,42,5G,-89,-14,8.0,9,-76,12725,435,D,
139,2019.11.26,,07.31.42,42,5G,-96,-12,-2.0,14,-73,8319,302,D,
143,2019.11.26,,07.31.46,42,5G,-95,-11,11.0,11,-110,498,14,D,
152,2019.11.26,,07.31.55,31,5G,-92,-8,12.0,14,-73,137,86,D,
175,2019.11.26,,07.32.19,43,5G,-85,-8,5.0,11,-68,6758,49,D,
176,2019.11.26,,07.32.20,43,5G,-85,-8,5.0,11,-68,5677,63,D,
