,Date,Day,Day_Timeframe,Timestamp,Timeframe,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,2019.11.24,,,13.06.36,,0,LTE,-84,-8,10.0,11,-66,70,12,D
1,2019.11.24,,,13.06.36,,1,LTE,-84,-8,10.0,11,-66,70,12,D
6,2019.11.24,,,13.06.41,,1,LTE,-86,-8,12.0,14,-66,43,5,D
7,2019.11.24,,,13.06.42,,1,LTE,-83,-10,10.0,14,-66,155,155,D
8,2019.11.24,,,13.06.43,,1,LTE,-83,-10,10.0,14,-66,10214,666,D
9,2019.11.24,,,13.06.44,,1,LTE,-83,-10,10.0,14,-66,16389,564,D
10,2019.11.24,,,13.06.45,,1,LTE,-83,-10,10.0,14,-66,12297,531,D
11,2019.11.24,,,13.06.46,,1,LTE,-82,-11,9.0,14,-66,9228,407,D
12,2019.11.24,,,13.06.47,,1,LTE,-82,-11,9.0,12,-64,9223,355,D
13,2019.11.24,,,13.06.48,,1,LTE,-81,-11,9.0,12,-64,6386,212,D
14,2019.11.24,,,13.06.49,,1,LTE,-81,-11,9.0,12,-64,7477,262,D
15,2019.11.24,,,13.06.50,,1,LTE,-81,-11,9.0,12,-64,7091,236,D
16,2019.11.24,,,13.06.51,,1,LTE,-81,-11,9.0,12,-64,9126,252,D
17,2019.11.24,,,13.06.53,,1,LTE,-82,-11,10.0,12,-64,12664,359,D
18,2019.11.24,,,13.06.54,,1,LTE,-82,-11,10.0,12,-64,6057,188,D
19,2019.11.24,,,13.06.55,,1,LTE,-82,-11,11.0,12,-64,8377,130,D
20,2019.11.24,,,13.06.56,,1,LTE,-82,-11,11.0,12,-64,5930,118,D
21,2019.11.24,,,13.06.57,,1,LTE,-82,-11,11.0,12,-64,6393,136,D
22,2019.11.24,,,13.06.58,,1,LTE,-82,-11,11.0,12,-66,6904,183,D
23,2019.11.24,,,13.06.59,,1,LTE,-82,-11,13.0,12,-66,6097,113,D
24,2019.11.24,,,13.07.00,,1,LTE,-82,-11,13.0,9,-64,5379,133,D
25,2019.11.24,,,13.07.01,,1,LTE,-82,-12,13.0,9,-64,5821,99,D
26,2019.11.24,,,13.07.02,,1,LTE,-82,-12,13.0,15,-62,8246,159,D
27,2019.11.24,,,13.07.03,,1,LTE,-85,-12,14.0,11,-64,8954,168,D
28,2019.11.24,,,13.07.04,,1,LTE,-85,-12,14.0,11,-64,5152,97,D
29,2019.11.24,,,13.07.05,,1,LTE,-82,-11,14.0,11,-64,2473,83,D
30,2019.11.24,,,13.07.07,,1,LTE,-82,-11,14.0,10,-69,4550,103,D
31,2019.11.24,,,13.07.08,,1,LTE,-86,-11,12.0,11,-67,3239,90,D
32,2019.11.24,,,13.07.09,,1,LTE,-86,-11,12.0,11,-67,6901,144,D
33,2019.11.24,,,13.07.10,,1,LTE,-83,-11,11.0,11,-67,4205,115,D
34,2019.11.24,,,13.07.11,,1,LTE,-83,-11,11.0,15,-69,8130,156,D
35,2019.11.24,,,13.07.12,,1,LTE,-83,-12,15.0,10,-66,8207,155,D
36,2019.11.24,,,13.07.13,,1,LTE,-83,-12,15.0,11,-63,9061,211,D
37,2019.11.24,,,13.07.14,,1,LTE,-79,-11,17.0,11,-63,6649,172,D
38,2019.11.24,,,13.07.15,,1,LTE,-79,-11,17.0,11,-63,3615,95,D
39,2019.11.24,,,13.07.16,,1,LTE,-78,-12,15.0,12,-61,3726,85,D
40,2019.11.24,,,13.07.17,,1,LTE,-78,-12,15.0,12,-61,5282,124,D
41,2019.11.24,,,13.07.18,,1,LTE,-82,-10,13.0,10,-65,5256,127,D
42,2019.11.24,,,13.07.19,,1,LTE,-82,-10,13.0,11,-62,3163,86,D
43,2019.11.24,,,13.07.20,,1,LTE,-79,-11,13.0,11,-59,4534,103,D
44,2019.11.24,,,13.07.21,,1,LTE,-79,-11,13.0,12,-61,4960,139,D
45,2019.11.24,,,13.07.23,,1,LTE,-78,-12,13.0,12,-61,5440,115,D
46,2019.11.24,,,13.07.24,,1,LTE,-78,-12,13.0,11,-63,7988,172,D
47,2019.11.24,,,13.07.25,,1,LTE,-79,-9,11.0,11,-63,9329,186,D
48,2019.11.24,,,13.07.26,,21,LTE,-79,-9,11.0,11,-63,9329,186,D
49,2019.11.24,,,13.07.26,,21,LTE,-79,-9,11.0,11,-63,7861,151,D
50,2019.11.24,,,13.07.27,,21,LTE,-79,-10,15.0,11,-63,11317,198,D
64,2019.11.24,,,13.07.42,,21,LTE,-85,-9,8.0,11,-70,17,71,D
68,2019.11.24,,,13.07.46,,21,LTE,-87,-9,12.0,11,-70,14,26,D
92,2019.11.24,,,13.08.12,,21,LTE,-84,-11,11.0,12,-66,1078,23,D
93,2019.11.24,,,13.08.13,,21,LTE,-84,-11,11.0,12,-72,11348,216,D
94,2019.11.24,,,13.08.14,,21,LTE,-89,-11,11.0,12,-72,6381,134,D
95,2019.11.24,,,13.08.15,,21,LTE,-89,-11,11.0,12,-72,9320,186,D
96,2019.11.24,,,13.08.16,,21,LTE,-88,-11,10.0,10,-64,2242,37,D
126,2019.11.24,,,13.08.46,,47,LTE,-96,-13,6.0,9,-77,16,28,D
142,2019.11.24,,,13.09.01,,35,LTE,-106,-13,0.0,5,-88,2668,57,D
143,2019.11.24,,,13.09.03,,35,LTE,-106,-13,0.0,5,-88,2193,58,D
144,2019.11.24,,,13.09.04,,35,LTE,-104,-14,-1.0,5,-88,2790,56,D
145,2019.11.24,,,13.09.05,,35,LTE,-104,-14,-1.0,9,-,3459,69,D
146,2019.11.24,,,13.09.06,,35,LTE,-106,-14,1.0,9,-,1924,58,D
147,2019.11.24,,,13.09.07,,35,LTE,-106,-14,1.0,6,-86,2035,40,D
148,2019.11.24,,,13.09.08,,47,LTE,-106,-14,1.0,8,-88,2035,40,D
149,2019.11.24,,,13.09.08,,47,LTE,-103,-13,0.0,8,-88,1971,52,D
150,2019.11.24,,,13.09.09,,47,LTE,-103,-13,0.0,7,-82,4652,106,D
151,2019.11.24,,,13.09.10,,47,LTE,-99,-13,0.0,10,-85,7810,130,D
152,2019.11.24,,,13.09.11,,47,LTE,-99,-13,0.0,11,-83,5883,147,D
153,2019.11.24,,,13.09.12,,47,LTE,-100,-12,2.0,6,-86,3058,57,D
188,2019.11.24,,,13.09.48,,51,LTE,-109,-8,1.0,2,-92,15,27,D
198,2019.11.24,,,13.09.57,,49,LTE,-103,-11,0.0,8,-86,4079,83,D
199,2019.11.24,,,13.09.58,,49,LTE,-103,-11,0.0,9,-88,6623,146,D
200,2019.11.24,,,13.10.00,,49,LTE,-107,-13,0.0,8,-90,6106,116,D
201,2019.11.24,,,13.10.00,,42,LTE,-107,-13,0.0,8,-90,6106,116,D
202,2019.11.24,,,13.10.01,,42,LTE,-107,-13,0.0,8,-90,2294,72,D
203,2019.11.24,,,13.10.02,,42,LTE,-107,-14,0.0,8,-88,2217,40,D
204,2019.11.24,,,13.10.03,,42,LTE,-107,-14,0.0,8,-88,2708,68,D
205,2019.11.24,,,13.10.04,,42,LTE,-106,-14,-1.0,8,-88,2051,48,D
206,2019.11.24,,,13.10.05,,42,LTE,-106,-14,-1.0,7,-91,4020,82,D
207,2019.11.24,,,13.10.06,,42,LTE,-108,-14,0.0,7,-91,4727,98,D
208,2019.11.24,,,13.10.07,,42,LTE,-108,-14,0.0,6,-94,4909,99,D
250,2019.11.24,,,13.10.47,,43,LTE,-111,-13,-1.0,4,-94,15,27,D
255,2019.11.24,,,13.10.52,,43,LTE,-107,-13,-7.0,5,-92,160,8,D
256,2019.11.24,,,13.10.53,,37,LTE,-107,-13,-7.0,5,-92,160,8,D
257,2019.11.24,,,13.10.53,,37,LTE,-109,-20,-8.0,5,-92,2023,50,D
258,2019.11.24,,,13.10.54,,37,LTE,-109,-20,-8.0,5,-92,2576,74,D
259,2019.11.24,,,13.10.55,,37,LTE,-109,-14,-6.0,8,-89,2413,54,D
260,2019.11.24,,,13.10.56,,37,LTE,-109,-14,-6.0,7,-87,2294,52,D
261,2019.11.24,,,13.10.57,,37,LTE,-104,-16,-4.0,11,-91,3237,66,D
262,2019.11.24,,,13.10.58,,37,LTE,-104,-16,-4.0,11,-91,3373,86,D
263,2019.11.24,,,13.11.00,,37,LTE,-108,-13,-1.0,11,-91,3811,100,D
264,2019.11.24,,,13.11.01,,37,LTE,-108,-13,-1.0,9,-85,4113,83,D
265,2019.11.24,,,13.11.02,,37,LTE,-104,-14,-2.0,8,-87,4497,98,D
266,2019.11.24,,,13.11.03,,24,LTE,-104,-14,-2.0,8,-87,4497,98,D
267,2019.11.24,,,13.11.03,,24,LTE,-104,-14,-2.0,8,-87,5187,117,D
268,2019.11.24,,,13.11.04,,24,LTE,-102,-11,8.0,9,-85,2895,51,D
311,2019.11.24,,,13.11.47,,48,LTE,-88,-8,8.0,15,-73,15,27,D
313,2019.11.24,,,13.11.49,,48,LTE,-86,-6,12.0,15,-70,8678,160,D
