,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
0,2019.11.26,,13.20.43,0,5G,-76,-10,22.0,15,-110,56,19,D,
3,2019.11.26,,13.20.46,0,5G,-75,-8,24.0,15,-110,117,43,D,
4,2019.11.26,,13.20.47,0,5G,-75,-9,27.0,15,-110,18082,1039,D,
5,2019.11.26,,13.20.48,0,5G,-75,-9,27.0,15,-110,33135,1016,D,
6,2019.11.26,,13.20.49,0,5G,-76,-8,21.0,15,-110,38209,1168,D,
7,2019.11.26,,13.20.50,0,5G,-76,-8,21.0,15,-56,31630,393,D,
8,2019.11.26,,13.20.51,0,5G,-76,-10,24.0,15,-56,7942,105,D,
9,2019.11.26,,13.20.52,0,5G,-76,-10,24.0,15,-56,19703,231,D,
10,2019.11.26,,13.20.54,0,5G,-77,-7,20.0,15,-56,18435,265,D,
11,2019.11.26,,13.20.55,0,5G,-77,-7,20.0,15,-56,20617,280,D,
12,2019.11.26,,13.20.56,0,5G,-76,-8,18.0,15,-56,20971,283,D,
13,2019.11.26,,13.20.57,0,5G,-76,-8,18.0,15,-56,16708,210,D,
14,2019.11.26,,13.20.58,0,5G,-74,-7,27.0,15,-58,14948,186,D,
15,2019.11.26,,13.20.59,0,5G,-74,-7,27.0,15,-56,9483,151,D,
16,2019.11.26,,13.21.00,0,5G,-76,-7,24.0,15,-56,11699,172,D,
17,2019.11.26,,13.21.01,0,5G,-76,-7,24.0,15,-59,11949,194,D,
18,2019.11.26,,13.21.02,0,5G,-80,-6,-3.0,15,-59,10529,179,D,
19,2019.11.26,,13.21.03,0,5G,-80,-6,-3.0,15,-59,10351,121,D,
21,2019.11.26,,13.21.05,0,5G,-80,-7,21.0,15,-59,19,8,D,
23,2019.11.26,,13.21.07,0,5G,-79,-7,21.0,15,-61,49,14,D,
45,2019.11.26,,13.21.31,81,5G,-95,-8,1.0,8,-82,22632,663,D,
46,2019.11.26,,13.21.32,86,5G,-95,-8,1.0,8,-86,22632,663,D,
47,2019.11.26,,13.21.32,86,5G,-100,-8,9.0,8,-86,16,5,D,
63,2019.11.26,,13.21.46,89,5G,-93,-10,6.0,14,-110,17,50,D,
66,2019.11.26,,13.21.49,89,5G,-86,-9,10.0,13,-65,43,10,D,
67,2019.11.26,,13.21.50,89,5G,-86,-9,10.0,15,-110,2028,80,D,
68,2019.11.26,,13.21.51,87,5G,-86,-9,10.0,12,-110,2028,80,D,
69,2019.11.26,,13.21.51,87,5G,-78,-11,18.0,12,-110,9797,92,D,
70,2019.11.26,,13.21.53,87,5G,-78,-11,18.0,14,-58,12269,165,D,
71,2019.11.26,,13.21.54,87,5G,-81,-9,13.0,14,-65,8438,87,D,
95,2019.11.26,,13.22.16,90,5G,-96,-12,-2.0,7,-110,31,4,D,
114,2019.11.26,,13.22.34,88,5G,-88,-8,16.0,15,-68,35,11,D,
116,2019.11.26,,13.22.38,88,5G,-94,-9,19.0,15,-77,3226,42,D,
117,2019.11.26,,13.22.39,88,5G,-96,-9,17.0,14,-81,25375,233,D,
118,2019.11.26,,13.22.40,88,5G,-96,-9,17.0,14,-84,1499,9,D,
120,2019.11.26,,13.22.43,90,5G,-98,-9,-1.0,12,-110,26,4,D,
127,2019.11.26,,13.22.49,92,5G,-102,-9,16.0,12,-85,16,27,D,
128,2019.11.26,,13.22.50,93,5G,-102,-9,16.0,12,-85,16,27,D,
155,2019.11.26,,13.23.15,87,5G,-101,-12,-7.0,6,-87,14,6,D,
156,2019.11.26,,13.23.16,86,5G,-101,-12,-7.0,6,-87,14,6,D,
163,2019.11.26,,13.23.24,91,5G,-100,-14,-3.0,10,-83,5300,89,D,
