,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,09.53.40,12,5G,-88,-18,-9.0,9,-55,8,0,D
1,09.53.41,9,5G,-88,-18,-9.0,9,-55,8,0,D
2,09.53.41,9,5G,-88,-18,-9.0,9,-57,44,10,D
3,09.53.42,9,5G,-93,-18,-7.0,6,-54,10,0,D
4,09.53.43,9,5G,-93,-18,-7.0,11,-58,3,0,D
5,09.53.44,9,5G,-93,-17,-1.0,9,-60,11,1,D
6,09.53.45,9,5G,-93,-17,-1.0,9,-60,166,59,D
7,09.53.46,9,5G,-91,-18,-6.0,9,-60,587,317,D
8,09.53.47,9,5G,-91,-18,-6.0,9,-60,3,7,D
9,09.53.48,9,5G,-89,-16,-12.0,9,-60,0,0,D
10,09.53.50,9,5G,-89,-16,-12.0,4,-58,5863,250,D
11,09.53.51,9,5G,-89,-21,-7.0,4,-58,111617,492,D
12,09.53.52,9,5G,-89,-21,-7.0,3,-,61611,159,D
13,09.53.53,9,5G,-92,-20,-12.0,3,-,0,0,D
15,09.53.55,9,5G,-89,-21,-11.0,2,-53,7418,96,D
16,09.53.56,18,5G,-89,-21,-11.0,2,-53,7418,96,D
17,09.53.56,18,5G,-89,-21,-11.0,1,-56,7044,68,D
18,09.53.57,18,5G,-91,-21,-13.0,8,-60,0,0,D
19,09.53.58,18,5G,-91,-21,-13.0,8,-60,0,0,D
21,09.54.00,18,5G,-91,-21,-9.0,3,-58,2,1,D
23,09.54.02,18,5G,-91,-20,-11.0,3,-58,0,0,D
26,09.54.06,18,5G,-90,-21,-14.0,1,-62,18,37,D
27,09.54.07,18,5G,-90,-21,-14.0,1,-62,3,7,D
28,09.54.08,18,5G,-90,-21,-9.0,1,-62,0,0,D
29,09.54.09,18,5G,-90,-21,-9.0,1,-62,5,7,D
30,09.54.10,18,5G,-91,-21,-11.0,1,-62,0,0,D
31,09.54.11,18,5G,-91,-21,-11.0,6,-59,2,5,D
32,09.54.12,18,LTE,-77,-10,-1.0,8,-62,0,0,D
35,09.54.15,18,5G,-78,-12,-6.0,12,-66,0,0,D
36,09.54.16,18,5G,-77,-12,-3.0,12,-66,0,0,D
38,09.54.19,18,5G,-74,-16,3.0,6,-58,0,0,D
42,09.54.23,20,5G,-77,-14,-9.0,11,-64,0,0,D
43,09.54.23,20,5G,-79,-14,-9.0,11,-64,0,0,D
46,09.54.26,20,5G,-74,-11,-8.0,7,-62,0,0,D
47,09.54.27,20,5G,-73,-12,-2.0,6,-56,3,7,D
48,09.54.28,20,5G,-73,-12,-2.0,8,-71,0,0,D
49,09.54.29,20,5G,-71,-11,6.0,13,-54,2,4,D
51,09.54.32,20,5G,-74,-13,12.0,11,-56,8,4,D
52,09.54.33,20,5G,-74,-13,12.0,11,-56,1,0,D
55,09.54.36,20,5G,-78,-12,2.0,6,-61,12,0,D
56,09.54.37,20,5G,-78,-12,2.0,6,-63,1,0,D
58,09.54.39,20,5G,-80,-15,0.0,6,-63,0,2,D
59,09.54.40,20,5G,-80,-16,-1.0,6,-63,5,2,D
61,09.54.42,20,5G,-80,-13,0.0,6,-63,19,0,D
62,09.54.44,20,5G,-80,-13,0.0,6,-63,23,4,D
63,09.54.45,20,5G,-80,-17,1.0,6,-63,7723,67,D
64,09.54.46,20,5G,-80,-17,1.0,6,-63,20334,524,D
65,09.54.47,20,5G,-79,-14,-7.0,6,-63,260,255,D
66,09.54.48,20,5G,-79,-14,-7.0,6,-63,69,69,D
67,09.54.49,20,5G,-80,-13,1.0,7,-65,217,211,D
68,09.54.50,20,5G,-80,-13,1.0,7,-65,99,110,D
69,09.54.51,20,5G,-80,-12,-3.0,7,-65,94,93,D
70,09.54.52,20,5G,-80,-12,-3.0,7,-65,44,42,D
71,09.54.53,20,5G,-81,-15,-7.0,7,-65,42,42,D
72,09.54.54,20,5G,-81,-15,-7.0,7,-65,39,40,D
73,09.54.55,20,5G,-81,-15,-7.0,7,-65,632,624,D
74,09.54.57,20,5G,-81,-15,-7.0,7,-65,1720,1720,D
75,09.54.58,20,5G,-80,-17,-2.0,7,-65,912,912,D
76,09.54.59,20,5G,-80,-17,-2.0,7,-65,802,804,D
77,09.55.00,20,5G,-81,-14,0.0,7,-65,328,328,D
78,09.55.01,20,5G,-81,-14,0.0,7,-65,1521,1522,D
79,09.55.02,20,5G,-80,-14,0.0,7,-65,6271,6169,D
80,09.55.03,20,5G,-80,-14,0.0,11,-63,6862,6862,D
81,09.55.04,20,5G,-80,-14,1.0,11,-63,3,3,D
82,09.55.05,20,5G,-80,-14,1.0,11,-63,1,1,D
83,09.55.06,20,5G,-80,-14,-2.0,11,-63,0,1,D
84,09.55.07,20,5G,-80,-14,-2.0,11,-63,0,1,D
86,09.55.09,20,5G,-80,-15,2.0,11,-63,2,4,D
88,09.55.13,1,5G,-75,-14,4.0,11,-58,0,0,D
89,09.55.14,1,5G,-75,-14,4.0,11,-68,2,4,D
90,09.55.15,1,5G,-73,-15,8.0,11,-68,1,1,D
91,09.55.16,1,5G,-73,-15,8.0,11,-68,51,51,D
92,09.55.17,1,5G,-70,-13,12.0,15,-65,0,0,D
93,09.55.18,1,5G,-70,-13,12.0,15,-65,63,63,D
94,09.55.19,1,5G,-69,-15,6.0,15,-65,0,0,D
101,09.55.26,43,5G,-79,-16,3.0,8,-58,7,7,D
102,09.55.27,43,5G,-79,-16,3.0,8,-58,2,3,D
106,09.55.31,43,5G,-85,-15,-6.0,6,-62,34521,219,D
107,09.55.32,47,5G,-85,-15,-6.0,6,-62,34521,219,D
108,09.55.32,47,5G,-82,-14,-1.0,6,-62,0,0,D
109,09.55.33,47,5G,-82,-14,-1.0,6,-62,2,5,D
110,09.55.34,47,5G,-84,-14,-10.0,6,-62,0,0,D
111,09.55.35,47,5G,-84,-14,-10.0,6,-62,0,0,D
112,09.55.36,47,5G,-80,-14,-3.0,7,-60,2,2,D
113,09.55.37,47,5G,-80,-14,-3.0,4,-62,2,2,D
114,09.55.39,47,5G,-81,-15,-6.0,4,-62,3,3,D
115,09.55.40,47,5G,-81,-15,-6.0,4,-62,5,5,D
116,09.55.41,44,5G,-81,-15,-6.0,4,-62,5,5,D
117,09.55.41,44,5G,-83,-17,-11.0,4,-62,3,3,D
118,09.55.42,44,5G,-83,-17,-11.0,4,-62,3,3,D
120,09.55.44,44,5G,-80,-13,2.0,15,-63,0,0,D
121,09.55.45,44,5G,-68,-12,13.0,11,-65,2,2,D
122,09.55.46,44,5G,-68,-12,13.0,11,-65,1,1,D
123,09.55.47,44,5G,-72,-11,4.0,7,-63,2,3,D
124,09.55.48,44,5G,-72,-11,4.0,15,-61,0,0,D
125,09.55.49,45,5G,-72,-11,4.0,15,-61,0,0,D
126,09.55.49,45,5G,-72,-12,1.0,15,-61,0,0,D
127,09.55.50,45,5G,-72,-12,1.0,7,-64,18,30,D
128,09.55.51,45,5G,-73,-11,-3.0,7,-64,5,7,D
129,09.55.53,45,5G,-73,-11,-3.0,15,-69,4,4,D
130,09.55.54,45,5G,-78,-12,1.0,15,-69,3,5,D
131,09.55.55,45,5G,-78,-12,1.0,15,-69,3,3,D
132,09.55.56,45,5G,-76,-11,2.0,12,-64,3,6,D
133,09.55.57,45,5G,-76,-11,2.0,12,-64,0,0,D
134,09.55.58,45,5G,-74,-12,9.0,11,-62,4,5,D
135,09.55.59,25,5G,-74,-12,9.0,11,-60,4,5,D
136,09.55.59,25,5G,-74,-12,9.0,11,-60,18,7,D
137,09.56.00,25,5G,-70,-13,4.0,10,-56,126,106,D
138,09.56.01,25,5G,-70,-13,4.0,3,-60,10,4,D
139,09.56.02,25,5G,-79,-14,-3.0,11,-69,56,47,D
140,09.56.03,25,5G,-79,-14,-3.0,8,-71,6,4,D
141,09.56.04,25,5G,-82,-16,-7.0,8,-71,0,0,D
143,09.56.07,25,5G,-82,-16,-7.0,8,-68,8,0,D
145,09.56.09,25,5G,-83,-17,-6.0,8,-68,2,2,D
146,09.56.10,25,5G,-83,-17,-6.0,8,-68,54,31,D
147,09.56.11,25,5G,-84,-15,-6.0,6,-70,0,0,D
149,09.56.13,25,5G,-84,-15,-6.0,6,-70,2,4,D
150,09.56.14,25,5G,-84,-15,-6.0,6,-70,1,1,D
151,09.56.15,25,5G,-83,-15,2.0,6,-70,224,209,D
152,09.56.16,25,5G,-83,-15,2.0,6,-70,29705,1503,D
153,09.56.17,25,5G,-84,-14,-2.0,6,-70,36,30,D
154,09.56.18,25,5G,-84,-14,-2.0,6,-70,103,94,D
155,09.56.20,25,5G,-84,-16,-5.0,6,-70,2,2,D
156,09.56.21,25,5G,-84,-16,-5.0,6,-70,0,0,D
157,09.56.22,25,5G,-84,-16,1.0,6,-70,8,0,D
159,09.56.24,25,5G,-84,-17,-2.0,6,-70,3,3,D
160,09.56.25,25,5G,-84,-17,-2.0,6,-70,0,0,D
161,09.56.26,25,5G,-84,-16,1.0,9,-68,0,0,D
162,09.56.27,25,5G,-84,-16,1.0,9,-68,4,2,D
163,09.56.28,25,5G,-84,-15,-3.0,9,-68,1,1,D
168,09.56.34,25,5G,-84,-14,0.0,7,-70,2,4,D
169,09.56.35,25,5G,-84,-19,-7.0,7,-70,0,0,D
170,09.56.36,25,5G,-84,-19,-7.0,7,-70,2,4,D
171,09.56.37,25,5G,-84,-16,-2.0,7,-70,0,0,D
172,09.56.38,25,5G,-84,-16,-2.0,7,-70,2,4,D
173,09.56.39,25,5G,-84,-15,0.0,7,-70,1,1,D
174,09.56.40,25,5G,-84,-15,0.0,7,-70,1,2,D
175,09.56.41,25,5G,-84,-14,0.0,7,-70,1,1,D
176,09.56.42,25,5G,-84,-14,0.0,7,-70,0,0,D
181,09.56.48,25,5G,-84,-14,-4.0,7,-70,0,1,D
183,09.56.50,25,5G,-84,-16,-2.0,7,-72,15,27,D
184,09.56.51,25,5G,-84,-16,-2.0,10,-69,0,0,D
188,09.56.55,25,5G,-84,-15,0.0,8,-71,2,4,D
190,09.56.57,25,5G,-85,-17,-7.0,8,-71,4,6,D
191,09.56.58,25,5G,-84,-16,-6.0,8,-71,0,0,D
192,09.56.59,25,5G,-84,-16,-6.0,8,-71,0,1,D
193,09.57.00,25,5G,-84,-15,2.0,8,-71,1,1,D
194,09.57.02,25,5G,-84,-15,2.0,8,-71,22753,158,D
195,09.57.03,25,5G,-85,-18,-7.0,8,-71,7898,33,D
196,09.57.04,25,5G,-85,-18,-7.0,8,-71,33,18,D
198,09.57.06,25,5G,-83,-17,-5.0,8,-71,0,0,D
199,09.57.07,25,5G,-83,-17,-3.0,8,-71,0,1,D
201,09.57.09,25,5G,-83,-16,-4.0,8,-71,0,0,D
204,09.57.12,25,5G,-81,-15,-4.0,9,-69,10,3,D
205,09.57.13,25,5G,-82,-17,-7.0,9,-69,27,3,D
206,09.57.15,25,5G,-82,-17,-7.0,9,-69,47,41,D
207,09.57.16,25,5G,-80,-16,-5.0,9,-69,14,12,D
208,09.57.17,25,5G,-80,-16,-5.0,9,-69,11,2,D
209,09.57.18,25,5G,-81,-16,-1.0,9,-69,2,4,D
210,09.57.19,25,5G,-81,-16,-1.0,10,-72,0,0,D
211,09.57.20,25,5G,-84,-16,-3.0,8,-70,2,4,D
212,09.57.21,25,5G,-84,-16,-3.0,8,-70,0,0,D
216,09.57.24,41,5G,-78,-18,-2.0,15,-65,0,0,D
217,09.57.25,41,5G,-78,-18,-2.0,15,-65,3,0,D
218,09.57.26,41,5G,-78,-11,7.0,15,-65,0,0,D
219,09.57.27,41,5G,-78,-11,7.0,12,-61,0,1,D
