,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,2019.12.16,,14.23.32,0,5G,-92,-19,-11.0,8,-85,100,66,D
1,2019.12.16,,14.23.32,0,5G,-93,-19,-11.0,5,-75,98,36,D
2,2019.12.16,,14.23.33,1,5G,-93,-19,-11.0,5,-75,98,36,D
3,2019.12.16,,14.23.33,1,5G,-93,-19,-11.0,5,-75,56,20,D
5,2019.12.16,,14.23.35,1,5G,-95,-17,-8.0,11,-78,36,11,D
8,2019.12.16,,14.23.38,1,5G,-93,-20,-12.0,9,-83,118778,1228,D
9,2019.12.16,,14.23.39,1,5G,-93,-18,-8.0,8,-85,221234,258,D
10,2019.12.16,,14.23.40,1,5G,-93,-18,-8.0,8,-85,206757,325,D
11,2019.12.16,,14.23.41,1,5G,-90,-15,-8.0,12,-83,248354,230,D
12,2019.12.16,,14.23.42,1,5G,-90,-15,-8.0,12,-83,237666,254,D
13,2019.12.16,,14.23.43,1,5G,-90,-12,-1.0,11,-85,220148,303,D
14,2019.12.16,,14.23.44,1,5G,-90,-12,-1.0,10,-110,224147,263,D
15,2019.12.16,,14.23.45,1,5G,-91,-12,1.0,10,-110,198879,303,D
16,2019.12.16,,14.23.47,1,5G,-91,-12,1.0,10,-110,210793,276,D
17,2019.12.16,,14.23.48,1,5G,-92,-11,-1.0,13,-110,167216,250,D
18,2019.12.16,,14.23.49,1,5G,-92,-11,-1.0,13,-110,167216,250,D
21,2019.12.16,,14.23.51,1,5G,-91,-11,0.0,13,-110,19015,195,D
22,2019.12.16,,14.23.52,1,5G,-91,-10,-1.0,9,-87,111854,217,D
23,2019.12.16,,14.23.53,1,5G,-91,-10,-1.0,4,-85,90027,227,D
24,2019.12.16,,14.23.54,1,5G,-91,-18,-1.0,7,-87,107597,230,D
25,2019.12.16,,14.23.55,1,5G,-91,-18,-1.0,7,-84,146130,422,D
26,2019.12.16,,14.23.56,1,5G,-92,-16,-3.0,9,-78,104690,165,D
27,2019.12.16,,14.23.58,1,5G,-92,-16,-3.0,9,-78,132619,441,D
28,2019.12.16,,14.23.59,1,5G,-91,-19,-7.0,8,-83,132536,195,D
29,2019.12.16,,14.24.00,1,5G,-91,-19,-7.0,8,-83,138136,207,D
30,2019.12.16,,14.24.01,1,5G,-89,-17,-8.0,13,-110,192803,328,D
31,2019.12.16,,14.24.03,1,5G,-91,-14,-2.0,11,-81,49514,97,D
34,2019.12.16,,14.24.06,1,5G,-91,-17,-3.0,6,-86,57460,346,D
35,2019.12.16,,14.24.07,1,5G,-91,-17,-3.0,12,-88,68831,191,D
36,2019.12.16,,14.24.08,1,5G,-94,-18,-3.0,12,-88,77250,215,D
37,2019.12.16,,14.24.09,1,5G,-94,-18,-3.0,9,-110,67354,230,D
38,2019.12.16,,14.24.10,1,5G,-95,-17,-4.0,11,-110,68716,234,D
39,2019.12.16,,14.24.11,1,5G,-95,-17,-4.0,11,-110,61517,150,D
40,2019.12.16,,14.24.12,1,5G,-93,-17,-3.0,9,-88,95256,564,D
41,2019.12.16,,14.24.13,1,5G,-93,-17,-3.0,10,-90,85727,227,D
42,2019.12.16,,14.24.15,1,5G,-91,-17,-1.0,10,-90,88889,237,D
43,2019.12.16,,14.24.17,1,5G,-92,-16,-2.0,10,-90,68963,308,D
46,2019.12.16,,14.24.19,1,5G,-88,-14,-1.0,10,-90,9902,137,D
47,2019.12.16,,14.24.20,1,5G,-88,-14,-1.0,7,-110,29694,133,D
48,2019.12.16,,14.24.21,1,5G,-92,-15,-1.0,7,-110,84286,224,D
49,2019.12.16,,14.24.22,1,5G,-92,-15,-1.0,11,-93,63702,178,D
50,2019.12.16,,14.24.24,1,5G,-95,-16,-3.0,11,-93,17500,208,D
51,2019.12.16,,14.24.24,23,5G,-95,-16,-3.0,8,-94,17500,208,D
52,2019.12.16,,14.24.25,23,5G,-95,-16,-3.0,8,-94,25509,144,D
53,2019.12.16,,14.24.26,23,5G,-92,-16,1.0,10,-110,51660,190,D
54,2019.12.16,,14.24.27,23,5G,-92,-16,1.0,10,-110,61714,196,D
55,2019.12.16,,14.24.28,23,5G,-94,-17,-1.0,10,-110,72345,235,D
56,2019.12.16,,14.24.29,23,5G,-94,-17,-1.0,13,-110,88389,235,D
57,2019.12.16,,14.24.31,23,5G,-94,-18,0.0,9,-94,7878,79,D
58,2019.12.16,,14.24.32,23,5G,-94,-18,0.0,9,-94,7878,79,D
59,2019.12.16,,14.24.32,23,5G,-90,-10,5.0,9,-94,905,23,D
60,2019.12.16,,14.24.34,23,5G,-90,-10,5.0,8,-110,14493,193,D
61,2019.12.16,,14.24.35,23,5G,-89,-10,5.0,11,-94,12134,87,D
62,2019.12.16,,14.24.36,23,5G,-89,-10,5.0,9,-94,4209,39,D
63,2019.12.16,,14.24.37,23,5G,-89,-10,6.0,9,-94,2339,32,D
64,2019.12.16,,14.24.38,23,5G,-89,-10,6.0,9,-94,1689,27,D
65,2019.12.16,,14.24.39,23,5G,-90,-8,3.0,9,-94,31082,166,D
66,2019.12.16,,14.24.40,23,5G,-90,-8,3.0,9,-94,48697,126,D
67,2019.12.16,,14.24.41,23,5G,-88,-9,6.0,9,-94,40565,177,D
68,2019.12.16,,14.24.42,23,5G,-88,-9,6.0,7,-94,12464,229,D
69,2019.12.16,,14.24.43,23,5G,-91,-13,2.0,7,-94,1172,29,D
70,2019.12.16,,14.24.45,23,5G,-91,-13,2.0,7,-94,8800,145,D
73,2019.12.16,,14.24.47,23,5G,-88,-14,8.0,7,-94,21529,256,D
74,2019.12.16,,14.24.48,23,5G,-81,-15,7.0,12,-90,64331,187,D
75,2019.12.16,,14.24.49,23,5G,-81,-15,7.0,12,-93,91381,248,D
76,2019.12.16,,14.24.50,23,5G,-87,-15,3.0,13,-89,55062,699,D
77,2019.12.16,,14.24.51,23,5G,-87,-15,3.0,12,-110,72963,231,D
78,2019.12.16,,14.24.52,23,5G,-93,-20,1.0,12,-110,71265,162,D
79,2019.12.16,,14.24.54,23,5G,-93,-20,1.0,11,-83,98050,204,D
80,2019.12.16,,14.24.55,23,5G,-90,-17,-1.0,11,-83,67675,141,D
81,2019.12.16,,14.24.56,23,5G,-90,-17,-1.0,11,-83,113929,325,D
82,2019.12.16,,14.24.57,23,5G,-90,-18,1.0,11,-83,126688,211,D
83,2019.12.16,,14.24.57,20,5G,-90,-18,1.0,11,-83,126688,211,D
86,2019.12.16,,14.25.00,20,5G,-86,-12,-4.0,9,-81,2060,37,D
87,2019.12.16,,14.25.01,20,5G,-88,-15,-12.0,7,-79,10062,158,D
88,2019.12.16,,14.25.03,20,5G,-88,-15,-12.0,10,-77,17574,87,D
89,2019.12.16,,14.25.04,20,5G,-89,-12,-5.0,10,-77,18737,89,D
90,2019.12.16,,14.25.05,20,5G,-89,-12,-5.0,8,-75,20441,89,D
91,2019.12.16,,14.25.06,20,5G,-84,-11,1.0,14,-73,19095,73,D
92,2019.12.16,,14.25.07,20,5G,-84,-11,1.0,14,-73,56660,208,D
93,2019.12.16,,14.25.08,20,5G,-82,-13,-4.0,10,-70,137289,209,D
94,2019.12.16,,14.25.09,20,5G,-82,-13,-4.0,14,-110,286411,725,D
