,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,2019.12.17,,07.32.39,0,5G,-103,-11,0.0,11,-87,199,51,D
5,2019.12.17,,07.32.42,4,5G,-103,-11,8.0,11,-87,35,11,D
9,2019.12.17,,07.32.46,4,5G,-102,-12,13.0,11,-87,16549,214,D
10,2019.12.17,,07.32.47,4,5G,-102,-12,13.0,11,-87,19279,69,D
11,2019.12.17,,07.32.48,4,5G,-102,-10,9.0,11,-87,17878,72,D
12,2019.12.17,,07.32.49,4,5G,-102,-10,9.0,11,-87,18342,75,D
13,2019.12.17,,07.32.50,4,5G,-101,-13,1.0,11,-87,10497,94,D
14,2019.12.17,,07.32.51,4,5G,-101,-13,1.0,11,-87,9725,61,D
15,2019.12.17,,07.32.52,4,5G,-100,-10,5.0,12,-110,14416,78,D
16,2019.12.17,,07.32.53,4,5G,-100,-10,5.0,12,-90,17250,74,D
17,2019.12.17,,07.32.55,4,5G,-99,-10,16.0,12,-90,17115,69,D
18,2019.12.17,,07.32.57,4,5G,-100,-10,6.0,12,-89,10668,44,D
21,2019.12.17,,07.32.59,4,5G,-100,-9,8.0,12,-89,10364,171,D
22,2019.12.17,,07.33.00,4,5G,-100,-9,8.0,12,-89,16479,93,D
23,2019.12.17,,07.33.01,4,5G,-100,-10,7.0,12,-93,15156,96,D
24,2019.12.17,,07.33.03,4,5G,-100,-10,7.0,12,-93,10556,74,D
25,2019.12.17,,07.33.04,4,5G,-100,-11,15.0,12,-93,10109,72,D
26,2019.12.17,,07.33.05,4,5G,-100,-11,15.0,10,-89,9674,73,D
27,2019.12.17,,07.33.06,4,5G,-98,-11,11.0,10,-89,9269,83,D
28,2019.12.17,,07.33.07,4,5G,-98,-11,11.0,13,-87,7114,82,D
29,2019.12.17,,07.33.08,4,5G,-99,-8,-7.0,4,-90,8764,90,D
30,2019.12.17,,07.33.09,4,5G,-99,-8,-7.0,4,-90,12080,81,D
31,2019.12.17,,07.33.11,4,5G,-98,-11,17.0,12,-85,12360,85,D
34,2019.12.17,,07.33.13,4,5G,-96,-10,15.0,12,-85,5778,115,D
35,2019.12.17,,07.33.14,4,5G,-96,-10,15.0,11,-79,12425,163,D
36,2019.12.17,,07.33.15,4,5G,-94,-6,20.0,8,-81,13345,91,D
37,2019.12.17,,07.33.16,4,5G,-94,-6,20.0,14,-110,10852,87,D
38,2019.12.17,,07.33.17,4,5G,-94,-8,14.0,15,-83,12182,99,D
39,2019.12.17,,07.33.19,4,5G,-94,-8,14.0,15,-79,16841,67,D
40,2019.12.17,,07.33.20,4,5G,-90,-7,17.0,15,-76,17177,66,D
41,2019.12.17,,07.33.21,4,5G,-90,-7,17.0,15,-70,16309,89,D
42,2019.12.17,,07.33.22,4,5G,-84,-8,23.0,9,-110,21743,158,D
43,2019.12.17,,07.33.23,4,5G,-84,-8,23.0,15,-72,26738,180,D
44,2019.12.17,,07.33.24,4,5G,-83,-9,19.0,15,-68,20695,190,D
45,2019.12.17,,07.33.24,4,5G,-83,-9,19.0,15,-110,20695,190,D
48,2019.12.17,,07.33.26,4,5G,-83,-7,-4.0,14,-71,5842,104,D
49,2019.12.17,,07.33.28,4,5G,-83,-7,-4.0,15,-74,20516,163,D
50,2019.12.17,,07.33.29,4,5G,-83,-7,32.0,15,-69,28001,191,D
51,2019.12.17,,07.33.29,34,5G,-83,-7,32.0,15,-69,28001,191,D
52,2019.12.17,,07.33.30,34,5G,-83,-7,32.0,15,-69,30943,203,D
53,2019.12.17,,07.33.31,34,5G,-79,-8,25.0,15,-69,22762,157,D
54,2019.12.17,,07.33.32,34,5G,-79,-8,25.0,15,-71,24395,148,D
55,2019.12.17,,07.33.33,34,5G,-79,-7,-3.0,15,-69,28006,170,D
56,2019.12.17,,07.33.34,34,5G,-79,-7,-3.0,15,-71,26317,156,D
57,2019.12.17,,07.33.35,34,5G,-78,-9,23.0,14,-69,33219,171,D
58,2019.12.17,,07.33.36,34,5G,-78,-9,23.0,15,-71,23606,145,D
59,2019.12.17,,07.33.39,34,5G,-74,-12,11.0,15,-71,5599,44,D
63,2019.12.17,,07.33.41,22,5G,-82,-8,17.0,15,-74,13114,244,D
64,2019.12.17,,07.33.42,22,5G,-84,-8,28.0,15,-70,15409,92,D
65,2019.12.17,,07.33.43,22,5G,-84,-8,28.0,15,-70,16474,72,D
66,2019.12.17,,07.33.44,22,5G,-83,-12,13.0,15,-66,14233,79,D
67,2019.12.17,,07.33.46,22,5G,-83,-12,13.0,14,-72,14351,105,D
68,2019.12.17,,07.33.47,22,5G,-85,-12,23.0,14,-69,10874,79,D
69,2019.12.17,,07.33.48,22,5G,-85,-12,23.0,14,-69,15460,97,D
70,2019.12.17,,07.33.49,22,5G,-80,-7,25.0,14,-69,14661,102,D
71,2019.12.17,,07.33.50,22,5G,-80,-7,25.0,14,-69,16303,94,D
72,2019.12.17,,07.33.51,22,5G,-79,-8,26.0,14,-69,12128,97,D
73,2019.12.17,,07.33.52,22,5G,-79,-8,26.0,15,-71,9916,74,D
76,2019.12.17,,07.33.55,22,5G,-84,-8,18.0,15,-68,9016,164,D
77,2019.12.17,,07.33.56,22,5G,-85,-15,16.0,14,-65,12407,127,D
78,2019.12.17,,07.33.57,22,5G,-85,-15,16.0,15,-67,11229,114,D
79,2019.12.17,,07.33.57,20,5G,-85,-15,16.0,15,-67,11229,114,D
80,2019.12.17,,07.33.58,20,5G,-85,-12,6.0,14,-69,11093,117,D
81,2019.12.17,,07.33.59,20,5G,-85,-12,6.0,14,-69,9592,116,D
82,2019.12.17,,07.34.00,20,5G,-85,-11,12.0,15,-72,10109,86,D
83,2019.12.17,,07.34.01,20,5G,-85,-11,12.0,15,-72,8739,112,D
84,2019.12.17,,07.34.02,20,5G,-89,-8,14.0,15,-74,10462,112,D
85,2019.12.17,,07.34.04,20,5G,-89,-8,14.0,14,-77,10132,128,D
86,2019.12.17,,07.34.05,20,5G,-87,-9,10.0,14,-77,8968,85,D
87,2019.12.17,,07.34.07,20,5G,-86,-8,5.0,14,-74,187,1,D
88,2019.12.17,,07.34.08,20,5G,-86,-8,5.0,14,-74,187,1,D
89,2019.12.17,,07.34.08,20,5G,-86,-8,5.0,14,-74,423,15,D
90,2019.12.17,,07.34.09,20,5G,-92,-9,5.0,14,-110,16165,195,D
91,2019.12.17,,07.34.12,32,5G,-92,-10,2.0,14,-79,14401,76,D
92,2019.12.17,,07.34.13,32,5G,-92,-10,2.0,11,-83,17158,64,D
93,2019.12.17,,07.34.14,32,5G,-96,-10,1.0,15,-78,16087,59,D
94,2019.12.17,,07.34.15,32,5G,-96,-10,1.0,15,-78,14840,75,D
95,2019.12.17,,07.34.16,32,5G,-93,-11,14.0,14,-82,15746,81,D
96,2019.12.17,,07.34.17,32,5G,-93,-11,14.0,15,-110,9996,93,D
97,2019.12.17,,07.34.18,32,5G,-91,-11,-3.0,14,-78,9236,86,D
98,2019.12.17,,07.34.19,32,5G,-91,-11,-3.0,14,-78,7940,73,D
99,2019.12.17,,07.34.21,32,5G,-90,-9,0.0,15,-75,3950,27,D
100,2019.12.17,,07.34.21,31,5G,-90,-9,0.0,15,-75,3950,27,D
103,2019.12.17,,07.34.23,31,5G,-92,-9,10.0,14,-110,16904,217,D
