,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
10,2020.01.16,,07.26.53,1,5G,-103,-15,8.0,8,-103,8254,200,D
11,2020.01.16,,07.26.54,1,5G,-103,-15,8.0,8,-103,8958,155,D
12,2020.01.16,,07.26.55,1,5G,-101,-10,13.0,12,-107,4082,30,D
13,2020.01.16,,07.26.56,1,5G,-101,-10,13.0,12,-107,15492,70,D
14,2020.01.16,,07.26.57,1,5G,-101,-9,14.0,15,-107,10893,79,D
15,2020.01.16,,07.26.59,1,5G,-101,-9,14.0,15,-107,11688,77,D
16,2020.01.16,,07.27.00,1,5G,-100,-10,15.0,12,-107,15580,74,D
17,2020.01.16,,07.27.01,1,5G,-100,-10,15.0,12,-107,13716,81,D
18,2020.01.16,,07.27.02,1,5G,-101,-12,12.0,13,-107,11360,54,D
21,2020.01.16,,07.27.05,1,5G,-99,-10,4.0,15,-107,10740,167,D
22,2020.01.16,,07.27.06,1,5G,-99,-10,4.0,15,-107,13040,82,D
23,2020.01.16,,07.27.07,1,5G,-102,-11,12.0,12,-109,9122,76,D
24,2020.01.16,,07.27.08,1,5G,-102,-11,12.0,12,-107,12277,76,D
25,2020.01.16,,07.27.09,1,5G,-100,-11,-1.0,13,-107,14753,83,D
26,2020.01.16,,07.27.10,1,5G,-100,-11,-1.0,13,-109,12684,85,D
27,2020.01.16,,07.27.12,1,5G,-99,-11,19.0,15,-107,10039,85,D
28,2020.01.16,,07.27.13,1,5G,-99,-11,19.0,15,-105,9083,71,D
29,2020.01.16,,07.27.14,1,5G,-101,-11,3.0,15,-111,11357,77,D
30,2020.01.16,,07.27.16,1,5G,-100,-10,14.0,14,-107,3271,21,D
33,2020.01.16,,07.27.19,1,5G,-99,-10,5.0,9,-107,16725,183,D
34,2020.01.16,,07.27.20,1,5G,-99,-10,5.0,9,-107,15860,82,D
35,2020.01.16,,07.27.21,1,5G,-100,-10,11.0,15,-107,17785,71,D
36,2020.01.16,,07.27.22,1,5G,-100,-10,11.0,15,-107,14486,112,D
37,2020.01.16,,07.27.23,1,5G,-99,-15,12.0,10,-103,9183,87,D
38,2020.01.16,,07.27.25,1,5G,-99,-15,12.0,10,-103,10339,66,D
39,2020.01.16,,07.27.26,1,5G,-94,-9,14.0,15,-99,15572,85,D
40,2020.01.16,,07.27.27,1,5G,-94,-9,14.0,15,-99,15988,72,D
41,2020.01.16,,07.27.28,1,5G,-93,-9,23.0,15,-101,17507,68,D
42,2020.01.16,,07.27.30,1,5G,-92,-10,23.0,15,-89,1205,5,D
43,2020.01.16,,07.27.31,1,5G,-92,-10,23.0,15,-89,1205,5,D
44,2020.01.16,,07.27.32,1,5G,-92,-10,23.0,15,-89,3955,83,D
45,2020.01.16,,07.27.33,1,5G,-86,-15,23.0,15,-91,14387,153,D
46,2020.01.16,,07.27.34,1,5G,-86,-15,23.0,15,-91,10294,70,D
47,2020.01.16,,07.27.35,1,5G,-83,-7,26.0,15,-87,9299,60,D
48,2020.01.16,,07.27.36,1,5G,-83,-7,26.0,15,-93,11204,74,D
49,2020.01.16,,07.27.38,1,5G,-79,-7,27.0,15,-91,7303,86,D
50,2020.01.16,,07.27.39,1,5G,-79,-7,27.0,15,-91,10251,79,D
51,2020.01.16,,07.27.40,1,5G,-79,-8,-4.0,10,-87,9823,92,D
52,2020.01.16,,07.27.40,35,5G,-79,-8,-4.0,10,-87,9823,92,D
53,2020.01.16,,07.27.41,35,5G,-79,-8,-4.0,10,-89,10936,77,D
54,2020.01.16,,07.27.42,35,5G,-83,-10,24.0,15,-85,12719,96,D
55,2020.01.16,,07.27.43,35,5G,-83,-10,24.0,15,-87,15249,82,D
56,2020.01.16,,07.27.43,35,5G,-83,-10,24.0,15,-91,15249,82,D
59,2020.01.16,,07.27.46,35,5G,-83,-9,23.0,15,-91,6356,93,D
60,2020.01.16,,07.27.47,35,5G,-80,-7,27.0,15,-89,17558,84,D
61,2020.01.16,,07.27.48,35,5G,-80,-7,27.0,15,-89,18665,85,D
62,2020.01.16,,07.27.49,35,5G,-82,-8,30.0,15,-89,14246,116,D
63,2020.01.16,,07.27.50,35,5G,-82,-8,30.0,15,-91,11502,76,D
64,2020.01.16,,07.27.51,20,5G,-82,-8,30.0,15,-91,11502,76,D
65,2020.01.16,,07.27.52,20,5G,-86,-7,27.0,15,-89,17819,93,D
66,2020.01.16,,07.27.53,20,5G,-86,-7,27.0,15,-89,17791,66,D
67,2020.01.16,,07.27.54,20,5G,-81,-9,25.0,15,-89,18363,65,D
68,2020.01.16,,07.27.55,20,5G,-81,-9,25.0,15,-87,13015,88,D
69,2020.01.16,,07.27.56,20,5G,-81,-8,20.0,15,-89,9324,102,D
70,2020.01.16,,07.27.58,20,5G,-81,-8,20.0,15,-87,7016,69,D
73,2020.01.16,,07.28.00,20,5G,-83,-11,25.0,15,-87,9418,148,D
74,2020.01.16,,07.28.01,20,5G,-82,-9,24.0,15,-85,17970,82,D
75,2020.01.16,,07.28.02,39,5G,-82,-9,24.0,15,-85,17970,82,D
76,2020.01.16,,07.28.02,39,5G,-82,-9,24.0,15,-85,15384,80,D
77,2020.01.16,,07.28.03,39,5G,-84,-8,22.0,15,-85,11637,75,D
78,2020.01.16,,07.28.05,39,5G,-84,-8,22.0,15,-87,13009,98,D
79,2020.01.16,,07.28.06,39,5G,-84,-12,22.0,15,-93,8610,79,D
80,2020.01.16,,07.28.07,39,5G,-84,-12,22.0,15,-93,10522,79,D
81,2020.01.16,,07.28.08,39,5G,-86,-11,7.0,15,-93,10097,60,D
82,2020.01.16,,07.28.09,39,5G,-86,-11,7.0,15,-87,12476,82,D
83,2020.01.16,,07.28.10,39,5G,-87,-9,13.0,15,-91,7262,76,D
84,2020.01.16,,07.28.12,39,5G,-87,-9,13.0,15,-97,6640,41,D
85,2020.01.16,,07.28.12,36,5G,-87,-9,13.0,15,-97,6640,41,D
86,2020.01.16,,07.28.13,36,5G,-91,-8,11.0,15,-97,35,3,D
87,2020.01.16,,07.28.13,36,5G,-91,-8,11.0,15,-97,35,3,D
88,2020.01.16,,07.28.14,36,5G,-91,-8,11.0,15,-97,8049,157,D
89,2020.01.16,,07.28.15,36,5G,-97,-9,7.0,15,-97,17184,98,D
90,2020.01.16,,07.28.16,36,5G,-97,-9,7.0,15,-97,14234,74,D
91,2020.01.16,,07.28.18,36,5G,-93,-10,19.0,15,-99,6460,42,D
92,2020.01.16,,07.28.19,36,5G,-93,-10,19.0,15,-99,17614,68,D
93,2020.01.16,,07.28.20,36,5G,-92,-9,13.0,13,-99,14320,65,D
94,2020.01.16,,07.28.21,36,5G,-92,-9,13.0,13,-95,17780,67,D
95,2020.01.16,,07.28.21,36,5G,-92,-9,13.0,13,-95,17780,67,D
96,2020.01.16,,07.28.22,36,5G,-91,-12,23.0,15,-95,10224,49,D
97,2020.01.16,,07.28.23,36,5G,-91,-12,23.0,15,-89,19208,78,D
98,2020.01.16,,07.28.24,36,5G,-93,-10,0.0,15,-93,17833,74,D
99,2020.01.16,,07.28.26,36,5G,-93,-10,0.0,15,-93,12747,47,D
102,2020.01.16,,07.28.28,36,5G,-94,-10,-5.0,5,-87,13092,202,D
103,2020.01.16,,07.28.29,36,5G,-94,-14,-1.0,11,-101,15440,65,D
104,2020.01.16,,07.28.30,36,5G,-94,-14,-1.0,11,-97,17152,71,D
105,2020.01.16,,07.28.31,36,5G,-92,-11,12.0,12,-93,16440,84,D
