,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,2020.02.27,,17.30.15,0,5G,-99,-12,-1.0,14,-105,214,94,D
1,2020.02.27,,17.30.15,0,5G,-99,-13,-2.0,14,-105,86,313,D
2,2020.02.27,,17.30.16,2,5G,-99,-13,-2.0,14,-105,86,313,D
3,2020.02.27,,17.30.16,2,5G,-99,-13,-2.0,14,-105,37,105,D
4,2020.02.27,,17.30.17,2,5G,-99,-12,0.0,9,-105,30,11,D
10,2020.02.27,,17.30.23,2,5G,-99,-12,-1.0,10,-105,773,20,D
11,2020.02.27,,17.30.24,2,5G,-107,-15,-2.0,14,-107,12607,221,D
12,2020.02.27,,17.30.26,2,5G,-107,-15,-2.0,14,-103,12600,82,D
13,2020.02.27,,17.30.27,2,5G,-96,-15,0.0,14,-101,9284,88,D
14,2020.02.27,,17.30.28,2,5G,-96,-15,0.0,14,-101,6386,88,D
15,2020.02.27,,17.30.29,2,5G,-98,-15,-1.0,14,-101,4457,75,D
16,2020.02.27,,17.30.30,2,5G,-98,-15,-1.0,14,-99,4454,62,D
17,2020.02.27,,17.30.32,2,5G,-94,-15,2.0,14,-99,3021,50,D
18,2020.02.27,,17.30.33,2,5G,-94,-15,2.0,14,-99,3736,56,D
19,2020.02.27,,17.30.34,2,5G,-95,-13,4.0,14,-99,4927,67,D
20,2020.02.27,,17.30.35,2,5G,-95,-13,4.0,14,-97,2075,38,D
23,2020.02.27,,17.30.37,2,5G,-95,-15,3.0,15,-97,5988,150,D
24,2020.02.27,,17.30.39,2,5G,-94,-12,3.0,14,-97,8998,183,D
25,2020.02.27,,17.30.40,2,5G,-94,-12,3.0,14,-101,5564,79,D
26,2020.02.27,,17.30.41,2,5G,-98,-16,-2.0,12,-99,4871,76,D
27,2020.02.27,,17.30.42,2,5G,-98,-16,-2.0,12,-99,6197,58,D
28,2020.02.27,,17.30.43,2,5G,-95,-16,-1.0,14,-99,4847,71,D
29,2020.02.27,,17.30.45,2,5G,-95,-16,-1.0,14,-99,5150,61,D
30,2020.02.27,,17.30.46,2,5G,-95,-18,-1.0,14,-99,3090,50,D
31,2020.02.27,,17.30.47,2,5G,-95,-18,-1.0,14,-99,5622,79,D
32,2020.02.27,,17.30.48,2,5G,-95,-16,0.0,13,-99,3719,60,D
33,2020.02.27,,17.30.49,2,5G,-95,-16,0.0,13,-99,3990,49,D
36,2020.02.27,,17.30.52,2,5G,-95,-17,-2.0,12,-99,6419,169,D
37,2020.02.27,,17.30.53,2,5G,-95,-14,0.0,14,-99,2074,62,D
38,2020.02.27,,17.30.54,2,5G,-95,-14,0.0,14,-99,1995,71,D
39,2020.02.27,,17.30.55,2,5G,-95,-16,-2.0,13,-99,4481,79,D
40,2020.02.27,,17.30.56,2,5G,-95,-16,-2.0,13,-99,3608,61,D
41,2020.02.27,,17.30.57,2,5G,-94,-14,-2.0,14,-99,2957,61,D
42,2020.02.27,,17.30.59,2,5G,-94,-14,-2.0,14,-99,1466,29,D
43,2020.02.27,,17.31.00,2,5G,-94,-16,-1.0,11,-99,3292,50,D
44,2020.02.27,,17.31.01,2,5G,-94,-16,-1.0,11,-99,3434,57,D
45,2020.02.27,,17.31.02,2,5G,-94,-17,-2.0,12,-99,4776,68,D
46,2020.02.27,,17.31.03,2,5G,-94,-17,-2.0,12,-99,2002,24,D
49,2020.02.27,,17.31.06,2,5G,-94,-17,-2.0,12,-99,5627,147,D
50,2020.02.27,,17.31.07,2,5G,-94,-13,0.0,13,-99,9593,168,D
51,2020.02.27,,17.31.08,2,5G,-94,-13,0.0,13,-99,6680,83,D
52,2020.02.27,,17.31.09,2,5G,-94,-13,-1.0,12,-99,1692,39,D
53,2020.02.27,,17.31.11,2,5G,-94,-13,-1.0,12,-99,5745,67,D
54,2020.02.27,,17.31.12,2,5G,-95,-12,1.0,12,-99,3880,58,D
55,2020.02.27,,17.31.13,2,5G,-95,-12,1.0,12,-99,3819,56,D
56,2020.02.27,,17.31.14,2,5G,-94,-14,-2.0,13,-99,7824,85,D
57,2020.02.27,,17.31.15,2,5G,-94,-14,-2.0,13,-99,6179,90,D
58,2020.02.27,,17.31.18,2,5G,-94,-12,-1.0,14,-99,1265,7,D
59,2020.02.27,,17.31.18,2,5G,-94,-12,-1.0,14,-99,1265,7,D
60,2020.02.27,,17.31.19,2,5G,-94,-12,2.0,7,-99,1704,43,D
61,2020.02.27,,17.31.20,2,5G,-94,-12,2.0,7,-99,9109,196,D
62,2020.02.27,,17.31.21,2,5G,-94,-15,0.0,13,-99,7163,86,D
63,2020.02.27,,17.31.22,2,5G,-94,-15,0.0,13,-99,5143,74,D
64,2020.02.27,,17.31.24,2,5G,-95,-12,-4.0,14,-99,7473,79,D
65,2020.02.27,,17.31.25,2,5G,-95,-12,-4.0,14,-99,8110,73,D
66,2020.02.27,,17.31.26,2,5G,-92,-15,-1.0,13,-99,8013,81,D
67,2020.02.27,,17.31.27,2,5G,-92,-15,-1.0,13,-93,9555,96,D
68,2020.02.27,,17.31.28,2,5G,-88,-15,-6.0,11,-95,14294,162,D
69,2020.02.27,,17.31.30,2,5G,-88,-15,-6.0,11,-87,6952,75,D
70,2020.02.27,,17.31.30,2,5G,-88,-15,-6.0,11,-93,6952,75,D
71,2020.02.27,,17.31.31,2,5G,-88,-15,-6.0,11,-93,6952,75,D
72,2020.02.27,,17.31.31,2,5G,-76,-14,0.0,11,-93,7952,74,D
73,2020.02.27,,17.31.32,2,5G,-76,-14,0.0,11,-93,307,1,D
74,2020.02.27,,17.31.32,2,5G,-76,-14,0.0,11,-93,307,1,D
75,2020.02.27,,17.31.33,2,5G,-83,-14,4.0,13,-85,4714,126,D
76,2020.02.27,,17.31.34,2,5G,-83,-14,4.0,13,-93,7382,178,D
77,2020.02.27,,17.31.35,42,5G,-83,-14,4.0,13,-97,7382,178,D
78,2020.02.27,,17.31.35,42,5G,-93,-16,-3.0,12,-97,5412,65,D
79,2020.02.27,,17.31.37,42,5G,-93,-16,-3.0,12,-101,7307,97,D
80,2020.02.27,,17.31.38,42,5G,-94,-13,-6.0,12,-101,8259,74,D
81,2020.02.27,,17.31.39,42,5G,-94,-13,-6.0,12,-101,8990,100,D
82,2020.02.27,,17.31.40,42,5G,-93,-14,-4.0,12,-101,3629,61,D
83,2020.02.27,,17.31.41,42,5G,-93,-14,-4.0,12,-105,4400,47,D
84,2020.02.27,,17.31.43,42,5G,-96,-13,5.0,13,-105,10064,87,D
85,2020.02.27,,17.31.43,56,5G,-96,-13,5.0,13,-105,10064,87,D
86,2020.02.27,,17.31.45,56,5G,-89,-11,2.0,10,-101,3079,45,D
89,2020.02.27,,17.31.47,56,5G,-91,-13,3.0,15,-107,9937,189,D
90,2020.02.27,,17.31.48,56,5G,-91,-13,3.0,15,-111,8912,120,D
