,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
0,2019.11.28,,17.18.56,0,5G,-101,-11,5.0,12,-85,177,42,D,
1,2019.11.28,,17.18.57,0,5G,-102,-13,3.0,12,-85,32,7,D,
5,2019.11.28,,17.19.00,3,5G,-102,-11,7.0,12,-85,678,67,D,
6,2019.11.28,,17.19.01,3,5G,-102,-12,8.0,12,-85,2774,263,D,
9,2019.11.28,,17.19.04,3,5G,-102,-12,8.0,12,-85,257,63,D,
12,2019.11.28,,17.19.07,3,5G,-102,-13,7.0,12,-85,8729,337,D,
13,2019.11.28,,17.19.08,3,5G,-102,-13,7.0,12,-85,10370,303,D,
14,2019.11.28,,17.19.10,3,5G,-101,-15,4.0,12,-85,15417,487,D,
15,2019.11.28,,17.19.11,3,5G,-101,-15,4.0,12,-85,12603,306,D,
16,2019.11.28,,17.19.12,3,5G,-101,-14,3.0,12,-85,4960,163,D,
17,2019.11.28,,17.19.13,3,5G,-101,-14,3.0,12,-85,12678,2019,D,
18,2019.11.28,,17.19.14,3,5G,-103,-14,4.0,12,-85,14308,331,D,
19,2019.11.28,,17.19.15,3,5G,-103,-14,4.0,12,-85,15289,294,D,
20,2019.11.28,,17.19.16,3,5G,-101,-15,3.0,12,-85,7708,144,D,
21,2019.11.28,,17.19.17,3,5G,-101,-15,3.0,12,-85,1418,64,D,
23,2019.11.28,,17.19.20,3,5G,-101,-14,7.0,12,-110,281,12,D,
24,2019.11.28,,17.19.21,3,5G,-100,-12,11.0,12,-110,2393,66,D,
26,2019.11.28,,17.19.23,3,5G,-101,-12,13.0,12,-110,289,13,D,
28,2019.11.28,,17.19.25,3,5G,-100,-14,13.0,11,-82,2358,50,D,
33,2019.11.28,,17.19.31,3,5G,-102,-13,0.0,12,-83,277,7,D,
34,2019.11.28,,17.19.32,3,5G,-99,-13,4.0,12,-83,834,24,D,
35,2019.11.28,,17.19.33,3,5G,-99,-13,4.0,10,-80,23,3,D,
36,2019.11.28,,17.19.34,3,5G,-100,-16,9.0,12,-82,281,10,D,
38,2019.11.28,,17.19.36,3,5G,-101,-14,7.0,14,-84,2559,88,D,
40,2019.11.28,,17.19.39,3,5G,-99,-16,17.0,11,-82,1783,44,D,
42,2019.11.28,,17.19.41,3,5G,-99,-12,-1.0,11,-82,281,13,D,
44,2019.11.28,,17.19.43,3,5G,-98,-16,12.0,11,-82,3313,83,D,
45,2019.11.28,,17.19.44,3,5G,-98,-16,12.0,11,-82,283,15,D,
47,2019.11.28,,17.19.47,3,5G,-100,-15,5.0,15,-84,283,11,D,
49,2019.11.28,,17.19.49,3,5G,-100,-14,9.0,15,-84,2860,51,D,
51,2019.11.28,,17.19.51,3,5G,-99,-15,6.0,10,-82,282,7,D,
52,2019.11.28,,17.19.52,3,5G,-99,-12,13.0,10,-82,1715,32,D,
53,2019.11.28,,17.19.53,3,5G,-99,-12,13.0,10,-82,32,16,D,
54,2019.11.28,,17.19.54,3,5G,-96,-13,11.0,10,-82,281,10,D,
55,2019.11.28,,17.19.55,3,5G,-96,-13,11.0,13,-79,2424,54,D,
56,2019.11.28,,17.19.57,3,5G,-93,-14,16.0,15,-76,279,11,D,
58,2019.11.28,,17.19.59,3,5G,-93,-14,16.0,15,-76,278,10,D,
59,2019.11.28,,17.20.00,3,5G,-93,-14,16.0,15,-76,1698,49,D,
60,2019.11.28,,17.20.01,3,5G,-88,-12,22.0,15,-72,285,14,D,
62,2019.11.28,,17.20.03,3,5G,-82,-13,1.0,15,-110,284,15,D,
63,2019.11.28,,17.20.04,3,5G,-82,-13,1.0,15,-70,2495,49,D,
64,2019.11.28,,17.20.06,3,5G,-85,-11,18.0,15,-66,279,15,D,
66,2019.11.28,,17.20.08,3,5G,-78,-14,19.0,15,-66,282,10,D,
67,2019.11.28,,17.20.09,3,5G,-78,-14,19.0,15,-58,493,12,D,
69,2019.11.28,,17.20.11,3,5G,-87,-14,21.0,15,-66,50,1668,D,
70,2019.11.28,,17.20.12,3,5G,-79,-13,6.0,15,-62,284,4,D,
71,2019.11.28,,17.20.13,3,5G,-79,-13,6.0,15,-69,1631,28,D,
72,2019.11.28,,17.20.14,22,5G,-79,-13,6.0,15,-65,280,10,D,
73,2019.11.28,,17.20.15,22,5G,-85,-14,19.0,15,-65,280,10,D,
76,2019.11.28,,17.20.18,22,5G,-84,-15,15.0,15,-66,1585,57,D,
77,2019.11.28,,17.20.19,22,5G,-77,-11,21.0,15,-61,11,0,D,
78,2019.11.28,,17.20.20,22,5G,-77,-11,21.0,15,-63,276,10,D,
80,2019.11.28,,17.20.22,22,5G,-78,-9,27.0,15,-56,285,15,D,
81,2019.11.28,,17.20.24,22,5G,-79,-10,27.0,15,-66,813,16,D,
82,2019.11.28,,17.20.25,22,5G,-79,-10,27.0,15,-66,283,15,D,
83,2019.11.28,,17.20.26,22,5G,-81,-11,16.0,15,-64,939,58,D,
84,2019.11.28,,17.20.27,22,5G,-81,-11,16.0,15,-64,465,35,D,
86,2019.11.28,,17.20.29,22,5G,-85,-13,17.0,15,-63,1351,28,D,
89,2019.11.28,,17.20.34,36,5G,-82,-13,18.0,15,-66,1298,19,D,
90,2019.11.28,,17.20.35,36,5G,-83,-14,16.0,15,-68,281,11,D,
92,2019.11.28,,17.20.37,36,5G,-80,-10,10.0,14,-63,101,3,D,
93,2019.11.28,,17.20.38,36,5G,-80,-10,10.0,13,-67,1474,49,D,
95,2019.11.28,,17.20.40,36,5G,-83,-12,15.0,13,-67,278,9,D,
98,2019.11.28,,17.20.43,33,5G,-83,-10,22.0,15,-71,282,11,D,
99,2019.11.28,,17.20.44,33,5G,-83,-15,13.0,14,-67,859,30,D,
100,2019.11.28,,17.20.45,33,5G,-83,-15,13.0,14,-67,280,8,D,
101,2019.11.28,,17.20.46,33,5G,-85,-12,19.0,11,-69,282,15,D,
103,2019.11.28,,17.20.48,33,5G,-88,-10,14.0,10,-71,1022,26,D,
104,2019.11.28,,17.20.49,33,5G,-88,-10,14.0,14,-73,282,10,D,
105,2019.11.28,,17.20.51,33,5G,-92,-11,6.0,11,-75,284,10,D,
107,2019.11.28,,17.20.53,33,5G,-90,-11,14.0,15,-77,3013,62,D,
108,2019.11.28,,17.20.53,38,5G,-90,-11,14.0,15,-71,3013,62,D,
110,2019.11.28,,17.20.55,38,5G,-95,-14,1.0,12,-78,1689,40,D,
111,2019.11.28,,17.20.56,38,5G,-95,-14,1.0,15,-75,276,10,D,
113,2019.11.28,,17.20.58,38,5G,-91,-13,5.0,15,-71,931,25,D,
115,2019.11.28,,17.21.01,38,5G,-89,-11,-1.0,11,-110,101,6,D,
123,2019.11.28,,17.21.09,30,5G,-89,-13,2.0,15,-72,18,37,D,
125,2019.11.28,,17.21.11,30,5G,-88,-12,9.0,15,-72,23,707,D,
142,2019.11.28,,17.21.30,30,5G,-86,-12,9.0,10,-71,42,10,D,
143,2019.11.28,,17.21.31,30,5G,-91,-12,1.0,8,-73,30,1659,D,
144,2019.11.28,,17.21.34,32,5G,-94,-15,1.0,9,-77,23,1478,D,
145,2019.11.28,,17.21.35,32,5G,-94,-15,1.0,13,-74,32,1111,D,
193,2019.11.28,,17.22.27,34,5G,-95,-10,8.0,14,-78,39,17,D,
197,2019.11.28,,17.22.31,34,5G,-97,-11,5.0,13,-80,26,14,D,
224,2019.11.28,,17.23.01,9,5G,-92,-13,0.0,14,-110,32,38,D,
226,2019.11.28,,17.23.03,9,5G,-92,-11,2.0,14,-110,45,49,D,
233,2019.11.28,,17.23.11,9,5G,-93,-13,-3.0,10,-110,49,145,D,
255,2019.11.28,,17.23.35,9,5G,-91,-13,4.0,11,-75,143,192,D,
256,2019.11.28,,17.23.37,9,5G,-91,-13,4.0,11,-75,274,73,D,
257,2019.11.28,,17.23.38,9,5G,-93,-14,1.0,11,-75,14701,387,D,
258,2019.11.28,,17.23.39,9,5G,-93,-14,1.0,11,-75,26564,620,D,
259,2019.11.28,,17.23.40,9,5G,-93,-17,1.0,11,-75,17057,331,D,
260,2019.11.28,,17.23.41,9,5G,-93,-17,1.0,11,-75,10189,1877,D,
261,2019.11.28,,17.23.42,9,5G,-92,-14,1.0,11,-75,7328,190,D,
262,2019.11.28,,17.23.43,9,5G,-92,-14,1.0,11,-75,10063,237,D,
263,2019.11.28,,17.23.44,9,5G,-92,-15,2.0,11,-75,7132,159,D,
264,2019.11.28,,17.23.46,9,5G,-92,-15,2.0,11,-75,7196,150,D,
266,2019.11.28,,17.23.48,9,5G,-91,-12,-1.0,15,-72,651,18,D,
267,2019.11.28,,17.23.49,9,5G,-89,-12,-6.0,14,-74,228,9,D,
268,2019.11.28,,17.23.50,9,5G,-89,-12,-6.0,15,-79,305,16,D,
269,2019.11.28,,17.23.51,9,5G,-92,-11,0.0,12,-73,317,5,D,
270,2019.11.28,,17.23.52,9,5G,-92,-11,0.0,12,-110,280,10,D,
271,2019.11.28,,17.23.53,9,5G,-91,-11,1.0,12,-110,541,16,D,
272,2019.11.28,,17.23.54,9,5G,-91,-11,1.0,12,-110,280,15,D,
274,2019.11.28,,17.23.57,9,5G,-91,-11,3.0,12,-110,1704,48,D,
276,2019.11.28,,17.23.59,9,5G,-92,-10,3.0,14,-110,285,16,D,
278,2019.11.28,,17.24.01,9,5G,-91,-10,8.0,15,-110,2171,59,D,
279,2019.11.28,,17.24.02,9,5G,-91,-9,14.0,11,-110,426,27,D,
281,2019.11.28,,17.24.05,9,5G,-95,-10,8.0,13,-110,282,10,D,
282,2019.11.28,,17.24.06,9,5G,-95,-10,8.0,13,-110,1552,33,D,
