,Unnamed: 0,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,0,2019.11.28,Day1,07:28:01,1,5G,-103,-11.0,6.0,14,-110,926,93,D
1,1,2019.11.28,Day1,07:28:02,1,5G,-103,-11.0,6.0,14,-110,2814,146,D
2,2,2019.11.28,Day1,07:28:04,1,5G,-100,-11.0,1.0,14,-110,1872,165,D
3,3,2019.11.28,Day1,07:28:05,1,5G,-100,-9.0,8.0,14,-110,23,4,D
4,4,2019.11.28,Day1,07:28:06,1,5G,-100,-9.0,8.0,14,-110,168,17,D
5,5,2019.11.28,Day1,07:28:07,1,5G,-101,-9.0,11.0,14,-110,2719,167,D
6,6,2019.11.28,Day1,07:28:08,1,5G,-101,-9.0,11.0,13,-110,13321,318,D
7,7,2019.11.28,Day1,07:28:10,1,5G,-100,-10.0,12.0,13,-110,4755,118,D
8,8,2019.11.28,Day1,07:28:12,1,5G,-100,-9.0,9.0,13,-110,39982,628,D
9,9,2019.11.28,Day1,07:28:13,1,5G,-100,-9.0,9.0,13,-110,38234,1949,D
10,10,2019.11.28,Day1,07:28:14,1,5G,-101,-9.0,9.0,12,-110,7677,74,D
11,11,2019.11.28,Day1,07:28:21,1,5G,-99,-10.0,7.0,12,-110,2914,30,D
12,12,2019.11.28,Day1,07:28:22,1,5G,-99,-10.0,7.0,14,-80,278,6,D
13,13,2019.11.28,Day1,07:28:24,1,5G,-99,-10.0,10.0,13,-82,279,8,D
14,14,2019.11.28,Day1,07:28:26,1,5G,-99,-13.0,10.0,13,-82,1048,9,D
15,15,2019.11.28,Day1,07:28:27,1,5G,-99,-10.0,5.0,10,-84,948,25,D
16,16,2019.11.28,Day1,07:28:30,1,5G,-99,-9.0,10.0,12,-81,280,8,D
17,17,2019.11.28,Day1,07:28:31,1,5G,-99,-9.0,10.0,12,-81,1906,42,D
18,18,2019.11.28,Day1,07:28:32,1,5G,-99,-10.0,9.0,12,-81,278,8,D
19,19,2019.11.28,Day1,07:28:34,1,5G,-98,-10.0,15.0,12,-81,3337,49,D
20,20,2019.11.28,Day1,07:28:35,1,5G,-98,-10.0,15.0,12,-81,277,9,D
21,21,2019.11.28,Day1,07:28:37,1,5G,-101,-11.0,5.0,12,-87,279,9,D
22,22,2019.11.28,Day1,07:28:39,1,5G,-101,-12.0,8.0,12,-87,1290,29,D
23,23,2019.11.28,Day1,07:28:40,1,5G,-101,-12.0,8.0,14,-85,281,9,D
24,24,2019.11.28,Day1,07:28:42,1,5G,-99,-10.0,15.0,12,-110,1134,24,D
25,25,2019.11.28,Day1,07:28:44,1,5G,-96,-9.0,14.0,14,-87,276,9,D
26,26,2019.11.28,Day1,07:28:46,1,5G,-98,-9.0,11.0,13,-90,1053,23,D
27,27,2019.11.28,Day1,07:28:48,1,5G,-99,-9.0,13.0,13,-90,280,8,D
28,28,2019.11.28,Day1,07:28:50,1,5G,-99,-9.0,13.0,13,-88,278,8,D
29,29,2019.11.28,Day1,07:28:51,1,5G,-99,-9.0,13.0,13,-88,1137,18,D
30,30,2019.11.28,Day1,07:28:52,1,5G,-100,-10.0,13.0,13,-88,277,7,D
31,31,2019.11.28,Day1,07:28:53,1,5G,-100,-10.0,13.0,13,-90,1050,24,D
32,32,2019.11.28,Day1,07:28:56,1,5G,-98,-9.0,13.0,15,-88,283,9,D
33,33,2019.11.28,Day1,07:28:57,1,5G,-97,-9.0,12.0,14,-86,759,869,D
34,34,2019.11.28,Day1,07:28:58,1,5G,-97,-9.0,12.0,11,-90,311,349,D
35,35,2019.11.28,Day1,07:28:59,1,5G,-102,-10.0,12.0,11,-90,860,18,D
36,36,2019.11.28,Day1,07:29:00,1,5G,-102,-10.0,12.0,12,-88,277,9,D
37,37,2019.11.28,Day1,07:29:02,1,5G,-101,-9.0,9.0,12,-88,855,23,D
38,38,2019.11.28,Day1,07:29:05,1,5G,-100,-10.0,8.0,14,-87,280,10,D
39,39,2019.11.28,Day1,07:29:06,1,5G,-99,-10.0,12.0,14,-87,684,6,D
40,40,2019.11.28,Day1,07:29:08,1,5G,-101,-11.0,8.0,14,-87,275,9,D
41,41,2019.11.28,Day1,07:29:10,1,5G,-99,-9.0,19.0,14,-85,1156,23,D
42,42,2019.11.28,Day1,07:29:11,1,5G,-99,-9.0,19.0,14,-87,280,10,D
43,43,2019.11.28,Day1,07:29:13,1,5G,-97,-10.0,13.0,15,-84,863,33,D
44,44,2019.11.28,Day1,07:29:14,1,5G,-97,-10.0,13.0,15,-79,280,10,D
45,45,2019.11.28,Day1,07:29:16,1,5G,-92,-8.0,22.0,14,-110,1860,33,D
46,46,2019.11.28,Day1,07:29:18,1,5G,-93,-9.0,20.0,15,-79,276,7,D
47,47,2019.11.28,Day1,07:29:19,1,5G,-90,-8.0,10.0,15,-70,1331,24,D
48,48,2019.11.28,Day1,07:29:22,1,5G,-84,-7.0,16.0,14,-65,279,9,D
49,49,2019.11.28,Day1,07:29:23,1,5G,-84,-7.0,16.0,15,-110,1023,20,D
50,50,2019.11.28,Day1,07:29:24,1,5G,-83,-7.0,19.0,15,-66,277,7,D
51,51,2019.11.28,Day1,07:29:26,1,5G,-78,-13.0,7.0,14,-65,280,7,D
52,52,2019.11.28,Day1,07:29:27,1,5G,-78,-13.0,7.0,15,-70,1061,18,D
53,53,2019.11.28,Day1,07:29:28,1,5G,-82,-7.0,10.0,15,-68,280,9,D
54,54,2019.11.28,Day1,07:29:30,1,5G,-82,-7.0,10.0,15,-66,1550,18,D
55,55,2019.11.28,Day1,07:29:31,1,5G,-86,-9.0,21.0,15,-64,281,9,D
56,56,2019.11.28,Day1,07:29:31,34,5G,-86,-9.0,21.0,15,-64,281,9,D
57,57,2019.11.28,Day1,07:29:35,34,5G,-81,-9.0,26.0,15,-65,1038,15,D
58,58,2019.11.28,Day1,07:29:36,34,5G,-81,-9.0,26.0,15,-68,278,8,D
59,59,2019.11.28,Day1,07:29:37,34,5G,-75,-9.0,19.0,15,-62,279,8,D
60,60,2019.11.28,Day1,07:29:39,34,5G,-75,-9.0,19.0,14,-67,596,11,D
61,61,2019.11.28,Day1,07:29:40,34,5G,-84,-7.0,26.0,15,-70,278,10,D
62,62,2019.11.28,Day1,07:29:42,34,5G,-81,-8.0,28.0,15,-68,1136,22,D
63,63,2019.11.28,Day1,07:29:45,34,5G,-83,-8.0,20.0,15,-67,1225,20,D
64,64,2019.11.28,Day1,07:29:46,33,5G,-83,-8.0,20.0,15,-67,1225,20,D
65,65,2019.11.28,Day1,07:29:46,33,5G,-81,-10.0,26.0,15,-67,280,10,D
66,66,2019.11.28,Day1,07:29:48,33,5G,-81,-10.0,26.0,15,-67,277,9,D
67,67,2019.11.28,Day1,07:29:50,33,5G,-78,-9.0,27.0,15,-67,1558,34,D
68,68,2019.11.28,Day1,07:29:52,33,5G,-83,-7.0,14.0,15,-65,279,8,D
69,69,2019.11.28,Day1,07:29:54,33,5G,-83,-8.0,11.0,15,-65,2270,42,D
70,70,2019.11.28,Day1,07:29:56,33,5G,-88,-10.0,21.0,15,-68,279,10,D
71,71,2019.11.28,Day1,07:29:56,40,5G,-88,-10.0,21.0,15,-68,279,10,D
72,72,2019.11.28,Day1,07:29:58,40,5G,-85,-7.0,6.0,14,-69,279,10,D
73,73,2019.11.28,Day1,07:30:00,40,5G,-84,-8.0,7.0,15,-69,1725,33,D
74,74,2019.11.28,Day1,07:30:01,40,5G,-84,-8.0,7.0,14,-73,282,10,D
75,75,2019.11.28,Day1,07:30:03,40,5G,-94,-9.0,-4.0,14,-76,276,10,D
76,76,2019.11.28,Day1,07:30:05,40,5G,-95,-8.0,8.0,14,-81,1004,20,D
77,77,2019.11.28,Day1,07:30:06,40,5G,-95,-8.0,8.0,13,-78,280,9,D
78,78,2019.11.28,Day1,07:30:06,38,5G,-95,-8.0,8.0,13,-78,280,9,D
79,79,2019.11.28,Day1,07:30:08,38,5G,-91,-9.0,3.0,12,-80,1323,33,D
80,80,2019.11.28,Day1,07:30:10,38,5G,-92,-11.0,10.0,13,-110,281,10,D
81,81,2019.11.28,Day1,07:30:11,38,5G,-91,-14.0,8.0,13,-110,739,19,D
82,82,2019.11.28,Day1,07:30:12,38,5G,-91,-14.0,8.0,9,-73,275,9,D
83,83,2019.11.28,Day1,07:30:15,38,5G,-90,-9.0,13.0,13,-110,285,10,D
84,84,2019.11.28,Day1,07:30:16,38,5G,-92,-12.0,3.0,13,-110,2189,48,D
85,85,2019.11.28,Day1,07:30:18,38,5G,-91,-13.0,12.0,15,-110,169,4,D
86,86,2019.11.28,Day1,07:30:19,19,5G,-91,-13.0,12.0,14,-74,169,4,D
87,87,2019.11.28,Day1,07:30:19,19,5G,-91,-13.0,12.0,14,-74,309,25,D
88,88,2019.11.28,Day1,07:30:20,19,5G,-96,-15.0,-1.0,14,-74,726,16,D
89,89,2019.11.28,Day1,07:30:22,19,5G,-96,-15.0,-1.0,13,-110,278,8,D
90,90,2019.11.28,Day1,07:30:23,19,5G,-94,-11.0,2.0,13,-110,1208,24,D
91,91,2019.11.28,Day1,07:30:24,19,5G,-94,-11.0,2.0,14,-110,281,10,D
92,92,2019.11.28,Day1,07:30:26,19,5G,-95,-10.0,4.0,14,-110,2263,44,D
93,93,2019.11.28,Day1,07:30:28,19,5G,-91,-14.0,6.0,14,-110,279,10,D
94,94,2019.11.28,Day1,07:30:29,19,5G,-89,-10.0,13.0,14,-72,1063,24,D
95,95,2019.11.28,Day1,07:30:32,19,5G,-90,-11.0,4.0,11,-110,992,25,D
96,96,2019.11.28,Day1,07:30:34,19,5G,-84,-13.0,3.0,15,-74,277,8,D
97,97,2019.11.28,Day1,07:30:35,19,5G,-84,-13.0,3.0,15,-74,835,26,D
98,98,2019.11.28,Day1,07:30:37,19,5G,-83,-14.0,3.0,10,-74,1983,47,D
99,99,2019.11.28,Day1,07:30:40,19,5G,-88,-12.0,1.0,11,-72,283,12,D
100,100,2019.11.28,Day1,07:30:42,19,5G,-87,-9.0,12.0,11,-72,284,11,D
101,101,2019.11.28,Day1,07:30:43,21,5G,-87,-9.0,12.0,11,-72,284,11,D
102,102,2019.11.28,Day1,07:30:43,21,5G,-90,-9.0,13.0,11,-72,1172,26,D
103,103,2019.11.28,Day1,07:30:44,21,5G,-90,-9.0,13.0,11,-72,279,10,D
104,104,2019.11.28,Day1,07:30:46,21,5G,-95,-13.0,5.0,10,-77,1261,30,D
105,105,2019.11.28,Day1,07:30:48,21,5G,-94,-14.0,8.0,14,-74,281,10,D
106,106,2019.11.28,Day1,07:30:50,21,5G,-95,-12.0,11.0,9,-77,282,10,D
107,107,2019.11.28,Day1,07:30:51,21,5G,-95,-12.0,11.0,14,-110,1344,21,D
108,108,2019.11.28,Day1,07:30:53,21,5G,-93,-11.0,8.0,15,-66,409,17,D
109,109,2019.11.28,Day1,07:30:56,21,5G,-94,-11.0,-7.0,12,-79,282,10,D
110,110,2019.11.28,Day1,07:30:57,21,5G,-98,-13.0,9.0,14,-110,418,117,D
111,111,2019.11.28,Day1,07:30:57,33,5G,-98,-13.0,9.0,14,-110,418,117,D
112,112,2019.11.28,Day1,07:30:58,33,5G,-98,-13.0,9.0,14,-110,1556,892,D
113,113,2019.11.28,Day1,07:30:59,33,5G,-92,-11.0,8.0,14,-110,403,12,D
114,114,2019.11.28,Day1,07:31:00,33,5G,-92,-11.0,8.0,15,-74,277,12,D
115,115,2019.11.28,Day1,07:31:02,33,5G,-97,-11.0,5.0,12,-80,2305,49,D
116,116,2019.11.28,Day1,07:31:03,33,5G,-97,-13.0,5.0,9,-77,278,9,D
117,117,2019.11.28,Day1,07:31:06,33,5G,-95,-12.0,3.0,11,-73,281,10,D
118,118,2019.11.28,Day1,07:31:08,31,5G,-98,-12.0,6.0,14,-78,2310,58,D
119,119,2019.11.28,Day1,07:31:09,31,5G,-98,-12.0,6.0,15,-68,280,9,D
120,120,2019.11.28,Day1,07:31:11,31,5G,-97,-12.0,5.0,10,-79,323,49,D
121,121,2019.11.28,Day1,07:31:13,31,5G,-100,-13.0,7.0,10,-79,2089,68,D
122,122,2019.11.28,Day1,07:31:14,31,5G,-100,-13.0,7.0,10,-79,288,71,D
123,123,2019.11.28,Day1,07:31:16,31,5G,-97,-11.0,3.0,14,-81,277,8,D
124,124,2019.11.28,Day1,07:31:18,31,5G,-98,-9.0,3.0,12,-79,1528,33,D
125,125,2019.11.28,Day1,07:31:19,31,5G,-99,-12.0,-2.0,10,-76,277,10,D
126,126,2019.11.28,Day1,07:31:22,31,5G,-94,-10.0,-2.0,11,-74,2093,33,D
127,127,2019.11.28,Day1,07:31:24,32,5G,-95,-16.0,11.0,14,-74,277,9,D
128,128,2019.11.28,Day1,07:31:26,32,5G,-92,-12.0,6.0,11,-70,987,25,D
129,129,2019.11.28,Day1,07:31:29,32,5G,-93,-9.0,4.0,14,-71,3621,72,D
130,130,2019.11.28,Day1,07:31:30,32,5G,-93,-9.0,4.0,14,-71,282,9,D
131,131,2019.11.28,Day1,07:31:32,32,5G,-91,-11.0,11.0,15,-110,1062,19,D
132,132,2019.11.28,Day1,07:31:34,42,5G,-92,-9.0,7.0,13,-73,282,7,D
133,133,2019.11.28,Day1,07:31:35,42,5G,-90,-8.0,14.0,13,-73,1485,65,D
134,134,2019.11.28,Day1,07:31:38,42,5G,-96,-10.0,12.0,15,-76,279,10,D
135,135,2019.11.28,Day1,07:31:40,42,5G,-93,-8.0,13.0,15,-77,3163,58,D
136,136,2019.11.28,Day1,07:31:42,42,5G,-95,-8.0,16.0,15,-74,280,10,D
137,137,2019.11.28,Day1,07:31:43,42,5G,-95,-8.0,16.0,15,-76,735,24,D
138,138,2019.11.28,Day1,07:31:45,26,5G,-91,-7.0,13.0,15,-76,1421,29,D
139,139,2019.11.28,Day1,07:31:48,26,5G,-91,-8.0,17.0,15,-74,274,8,D
140,140,2019.11.28,Day1,07:31:49,26,5G,-87,-8.0,17.0,15,-72,889,16,D
141,141,2019.11.28,Day1,07:31:50,26,5G,-87,-8.0,17.0,15,-110,280,9,D
142,142,2019.11.28,Day1,07:31:52,26,5G,-89,-8.0,11.0,15,-110,837,19,D
143,143,2019.11.28,Day1,07:31:54,26,5G,-91,-12.0,7.0,15,-110,277,9,D
144,144,2019.11.28,Day1,07:31:56,26,5G,-91,-9.0,8.0,15,-74,1252,23,D
145,145,2019.11.28,Day1,07:31:57,26,5G,-91,-9.0,8.0,15,-74,276,8,D
146,146,2019.11.28,Day1,07:31:58,26,5G,-89,-7.0,22.0,12,-69,1335,23,D
147,147,2019.11.28,Day1,07:32:00,26,5G,-89,-7.0,12.0,12,-69,1277,22,D
148,148,2019.11.28,Day1,07:32:01,26,5G,-89,-7.0,12.0,12,-69,284,13,D
149,149,2019.11.28,Day1,07:32:04,26,5G,-89,-8.0,17.0,12,-69,3684,46,D
150,150,2019.11.28,Day1,07:32:06,26,5G,-89,-7.0,16.0,12,-69,283,10,D
151,151,2019.11.28,Day1,07:32:08,26,5G,-89,-7.0,19.0,15,-73,1570,21,D
152,152,2019.11.28,Day1,07:32:09,26,5G,-89,-9.0,16.0,12,-70,279,8,D
153,153,2019.11.28,Day1,07:32:10,26,5G,-89,-9.0,16.0,15,-68,96,8,D
154,154,2019.11.28,Day1,07:32:11,26,5G,-79,-8.0,13.0,15,-68,277,9,D
155,155,2019.11.28,Day1,07:32:14,26,5G,-86,-11.0,14.0,15,-70,2034,33,D
156,156,2019.11.28,Day1,07:32:16,26,5G,-85,-9.0,9.0,13,-68,279,9,D
157,157,2019.11.28,Day1,07:32:17,26,5G,-85,-9.0,9.0,12,-66,1417,27,D
158,158,2019.11.28,Day1,07:32:19,46,5G,-86,-8.0,8.0,12,-66,3137,37,D
159,159,2019.11.28,Day1,07:32:22,46,5G,-79,-9.0,8.0,12,-66,280,9,D
160,160,2019.11.28,Day1,07:32:23,46,5G,-70,-9.0,18.0,13,-63,886,17,D
161,161,2019.11.28,Day1,07:32:24,46,5G,-70,-9.0,18.0,15,-65,280,9,D
162,162,2019.11.28,Day1,07:32:26,46,5G,-82,-9.0,8.0,15,-75,281,10,D
163,163,2019.11.28,Day1,07:32:27,47,5G,-82,-9.0,8.0,15,-75,281,10,D
164,164,2019.11.28,Day1,07:32:27,47,5G,-92,-10.0,15.0,15,-72,646,15,D
165,165,2019.11.28,Day1,07:32:28,47,5G,-92,-10.0,15.0,15,-72,275,8,D
166,166,2019.11.28,Day1,07:32:31,47,5G,-84,-10.0,21.0,15,-74,1882,22,D
167,167,2019.11.28,Day1,07:32:34,47,5G,-84,-14.0,6.0,15,-68,280,10,D
168,168,2019.11.28,Day1,07:32:35,47,5G,-84,-14.0,6.0,15,-68,2005,34,D
170,170,2019.11.28,Day1,07:32:38,25,5G,-86,-13.0,9.0,15,-65,282,10,D
169,169,2019.11.28,Day1,07:32:38,47,5G,-86,-13.0,9.0,15,-65,282,10,D
171,171,2019.11.28,Day1,07:32:40,25,5G,-79,-11.0,8.0,15,-60,2023,35,D
172,172,2019.11.28,Day1,07:32:42,25,5G,-81,-14.0,8.0,15,-62,279,6,D
173,173,2019.11.28,Day1,07:32:43,25,5G,-79,-11.0,3.0,14,-64,1834,25,D
174,174,2019.11.28,Day1,07:32:44,25,5G,-79,-11.0,3.0,14,-64,276,8,D
175,175,2019.11.28,Day1,07:32:47,25,5G,-79,-10.0,14.0,12,-62,779,18,D
176,176,2019.11.28,Day1,07:32:48,25,5G,-79,-10.0,6.0,12,-62,205,3,D
177,177,2019.11.28,Day1,07:32:49,25,5G,-79,-10.0,6.0,12,-62,1027,33,D
178,178,2019.11.28,Day1,07:32:51,25,5G,-80,-12.0,10.0,12,-62,1036,24,D
179,179,2019.11.28,Day1,07:32:52,25,5G,-80,-8.0,11.0,12,-62,306,4,D
180,180,2019.11.28,Day1,07:32:53,25,5G,-80,-8.0,11.0,12,-62,282,10,D
181,181,2019.11.28,Day1,07:32:55,25,5G,-80,-9.0,14.0,12,-62,955,21,D
182,182,2019.11.28,Day1,07:32:57,25,5G,-80,-9.0,0.0,12,-62,27,875,D
183,183,2019.11.28,Day1,07:32:58,25,5G,-80,-9.0,0.0,12,-62,282,11,D
184,184,2019.11.28,Day1,07:32:59,25,5G,-84,-10.0,4.0,10,-64,1941,42,D
185,185,2019.11.28,Day1,07:33:03,25,5G,-87,-15.0,10.0,8,-71,1612,36,D
186,186,2019.11.28,Day1,07:33:04,25,5G,-94,-10.0,8.0,12,-74,281,10,D
187,187,2019.11.28,Day1,07:33:05,25,5G,-94,-10.0,8.0,12,-74,591,21,D
188,188,2019.11.28,Day1,07:33:06,25,5G,-96,-8.0,12.0,12,-76,282,10,D
189,189,2019.11.28,Day1,07:33:07,25,5G,-96,-8.0,12.0,13,-74,2379,51,D
190,190,2019.11.28,Day1,07:33:08,25,5G,-96,-11.0,2.0,13,-74,281,10,D
191,191,2019.11.28,Day1,07:33:10,25,5G,-90,-11.0,8.0,13,-71,1516,34,D
192,192,2019.11.28,Day1,07:33:11,18,5G,-90,-11.0,8.0,13,-71,1516,34,D
193,193,2019.11.28,Day1,07:33:12,18,5G,-90,-11.0,8.0,13,-71,280,10,D
194,194,2019.11.28,Day1,07:33:14,18,5G,-79,-9.0,6.0,15,-65,3068,54,D
195,195,2019.11.28,Day1,07:33:15,18,5G,-82,-12.0,9.0,15,-63,11,0,D
196,196,2019.11.28,Day1,07:33:16,18,5G,-82,-12.0,9.0,13,-66,280,10,D
197,197,2019.11.28,Day1,07:33:18,18,5G,-80,-10.0,7.0,12,-60,1253,30,D
198,198,2019.11.28,Day1,07:33:21,18,5G,-82,-9.0,6.0,12,-69,283,11,D
200,200,2019.11.28,Day1,07:33:22,43,5G,-84,-9.0,5.0,12,-69,1648,37,D
199,199,2019.11.28,Day1,07:33:22,43,5G,-82,-9.0,6.0,12,-69,1648,37,D
201,201,2019.11.28,Day1,07:33:24,43,5G,-93,-9.0,9.0,15,-71,1677,31,D
202,202,2019.11.28,Day1,07:33:25,43,5G,-93,-9.0,9.0,15,-69,280,11,D
203,203,2019.11.28,Day1,07:33:27,43,5G,-90,-17.0,15.0,15,-72,1549,42,D
204,204,2019.11.28,Day1,07:33:31,44,5G,-95,-13.0,1.0,12,-110,951,23,D
205,205,2019.11.28,Day1,07:33:32,44,5G,-95,-13.0,1.0,14,-110,279,10,D
206,206,2019.11.28,Day1,07:33:34,44,5G,-90,-11.0,5.0,15,-110,282,10,D
207,207,2019.11.28,Day1,07:33:35,44,5G,-91,-10.0,6.0,13,-74,890,21,D
208,208,2019.11.28,Day1,07:33:37,44,5G,-91,-10.0,6.0,15,-79,283,10,D
209,209,2019.11.28,Day1,07:33:39,53,5G,-93,-9.0,2.0,15,-110,2323,47,D
210,210,2019.11.28,Day1,07:33:40,53,5G,-92,-7.0,7.0,12,-110,282,11,D
211,211,2019.11.28,Day1,07:33:43,53,5G,-94,-9.0,7.0,15,-76,1813,36,D
212,212,2019.11.28,Day1,07:33:44,53,5G,-93,-8.0,6.0,15,-76,282,10,D
213,213,2019.11.28,Day1,07:33:45,57,5G,-93,-8.0,6.0,15,-76,282,10,D
214,214,2019.11.28,Day1,07:33:47,57,5G,-92,-9.0,-2.0,12,-83,2402,44,D
215,215,2019.11.28,Day1,07:33:48,57,5G,-92,-9.0,-2.0,12,-78,282,10,D
216,216,2019.11.28,Day1,07:33:50,57,5G,-89,-8.0,8.0,11,-77,248,9,D
217,217,2019.11.28,Day1,07:33:51,57,5G,-92,-10.0,-1.0,11,-77,780,17,D
218,218,2019.11.28,Day1,07:33:52,57,5G,-92,-10.0,-1.0,11,-79,780,17,D
219,219,2019.11.28,Day1,07:33:54,57,5G,-90,-10.0,-3.0,10,-81,282,10,D
220,220,2019.11.28,Day1,07:33:55,57,5G,-90,-10.0,-3.0,11,-110,2179,40,D
221,221,2019.11.28,Day1,07:33:56,57,5G,-92,-12.0,-1.0,9,-110,287,22,D
222,222,2019.11.28,Day1,07:33:57,57,5G,-92,-12.0,-1.0,9,-110,600,874,D
223,223,2019.11.28,Day1,07:33:58,57,5G,-89,-11.0,1.0,9,-110,279,8,D
224,224,2019.11.28,Day1,07:33:59,55,5G,-89,-11.0,1.0,14,-77,279,8,D
225,225,2019.11.28,Day1,07:34:01,55,5G,-97,-13.0,-9.0,12,-88,1350,26,D
226,226,2019.11.28,Day1,07:34:02,55,5G,-97,-13.0,-9.0,9,-110,285,10,D
227,227,2019.11.28,Day1,07:34:04,55,5G,-90,-11.0,2.0,14,-79,276,10,D
228,228,2019.11.28,Day1,07:34:05,55,5G,-94,-13.0,4.0,14,-81,50,9,D
229,229,2019.11.28,Day1,07:34:06,56,5G,-94,-13.0,4.0,6,-77,50,9,D
230,230,2019.11.28,Day1,07:34:07,56,5G,-91,-11.0,-7.0,14,-73,282,10,D
231,231,2019.11.28,Day1,07:34:10,56,5G,-83,-9.0,7.0,12,-66,1058,23,D
232,232,2019.11.28,Day1,07:34:12,56,5G,-81,-8.0,15.0,12,-62,277,9,D
233,233,2019.11.28,Day1,07:34:13,58,5G,-81,-8.0,15.0,12,-71,277,9,D
234,234,2019.11.28,Day1,07:34:13,58,5G,-81,-8.0,15.0,12,-71,44,23,D
235,235,2019.11.28,Day1,07:34:14,58,5G,-84,-9.0,6.0,12,-71,2654,35,D
236,236,2019.11.28,Day1,07:34:17,58,5G,-79,-9.0,12.0,14,-61,281,8,D
237,237,2019.11.28,Day1,07:34:18,58,5G,-79,-9.0,12.0,15,-69,277,9,D
238,238,2019.11.28,Day1,07:34:19,58,5G,-89,-9.0,9.0,10,-74,1970,33,D
239,239,2019.11.28,Day1,07:34:20,59,5G,-89,-9.0,9.0,10,-74,1970,33,D
240,240,2019.11.28,Day1,07:34:20,59,5G,-89,-9.0,9.0,10,-74,276,9,D
241,241,2019.11.28,Day1,07:34:22,59,5G,-89,-9.0,2.0,9,-74,1623,30,D
242,242,2019.11.28,Day1,07:34:23,59,5G,-93,-10.0,13.0,9,-74,279,9,D
243,243,2019.11.28,Day1,07:34:26,59,5G,-77,-9.0,26.0,12,-67,1338,22,D
244,244,2019.11.28,Day1,07:34:28,56,5G,-76,-8.0,16.0,13,-57,274,9,D
245,245,2019.11.28,Day1,07:34:30,56,5G,-76,-7.0,19.0,15,-62,947,14,D
246,246,2019.11.28,Day1,07:34:31,56,5G,-76,-7.0,19.0,15,-62,280,8,D
247,247,2019.11.28,Day1,07:34:32,56,5G,-72,-7.0,24.0,15,-62,361,11,D
248,248,2019.11.28,Day1,07:34:34,56,5G,-72,-7.0,24.0,15,-58,278,10,D
249,249,2019.11.28,Day1,07:34:36,47,5G,-77,-9.0,18.0,15,-60,886,19,D
250,250,2019.11.28,Day1,07:34:38,47,5G,-79,-9.0,10.0,12,-62,1751,23,D
251,251,2019.11.28,Day1,07:34:39,47,5G,-81,-8.0,14.0,15,-53,281,9,D
252,252,2019.11.28,Day1,07:34:41,47,5G,-89,-8.0,14.0,15,-66,280,10,D
253,253,2019.11.28,Day1,07:34:43,47,5G,-89,-8.0,14.0,15,-68,2315,35,D
254,254,2019.11.28,Day1,07:34:43,58,5G,-89,-8.0,14.0,15,-68,2315,35,D
255,255,2019.11.28,Day1,07:34:44,58,5G,-89,-9.0,9.0,12,-72,277,10,D
256,256,2019.11.28,Day1,07:34:46,58,5G,-95,-9.0,13.0,12,-72,279,8,D
257,257,2019.11.28,Day1,07:34:47,58,5G,-95,-9.0,13.0,15,-69,2416,37,D
258,258,2019.11.28,Day1,07:34:48,58,5G,-91,-9.0,9.0,15,-69,284,10,D
259,259,2019.11.28,Day1,07:34:51,47,5G,-89,-11.0,8.0,15,-73,2336,35,D
260,260,2019.11.28,Day1,07:34:52,47,5G,-89,-11.0,8.0,15,-73,278,8,D
261,261,2019.11.28,Day1,07:34:54,47,5G,-78,-9.0,12.0,15,-62,1483,27,D
262,262,2019.11.28,Day1,07:34:56,47,5G,-86,-11.0,7.0,15,-61,139,2,D
263,263,2019.11.28,Day1,07:34:57,47,5G,-80,-9.0,11.0,12,-74,1788,889,D
264,264,2019.11.28,Day1,07:35:00,48,5G,-102,-9.0,5.0,12,-81,276,9,D
265,265,2019.11.28,Day1,07:35:01,48,5G,-102,-9.0,5.0,12,-79,967,19,D
266,266,2019.11.28,Day1,07:35:02,48,5G,-93,-8.0,19.0,12,-67,280,8,D
267,267,2019.11.28,Day1,07:35:04,48,5G,-92,-9.0,12.0,12,-77,1290,26,D
268,268,2019.11.28,Day1,07:35:06,48,5G,-99,-8.0,1.0,13,-72,1888,27,D
269,269,2019.11.28,Day1,07:35:07,52,5G,-99,-8.0,1.0,13,-72,1888,27,D
270,270,2019.11.28,Day1,07:35:08,52,5G,-99,-8.0,1.0,12,-74,276,9,D
271,271,2019.11.28,Day1,07:35:10,52,5G,-92,-7.0,17.0,15,-75,279,9,D
272,272,2019.11.28,Day1,07:35:11,52,5G,-91,-6.0,14.0,15,-72,735,15,D
273,273,2019.11.28,Day1,07:35:13,52,5G,-94,-6.0,15.0,15,-73,1493,28,D
274,274,2019.11.28,Day1,07:35:16,48,5G,-92,-6.0,10.0,13,-73,275,9,D
275,275,2019.11.28,Day1,07:35:17,48,5G,-92,-6.0,10.0,15,-71,1888,28,D
276,276,2019.11.28,Day1,07:35:18,48,5G,-95,-7.0,22.0,15,-74,278,8,D
277,277,2019.11.28,Day1,07:35:20,48,5G,-89,-7.0,3.0,10,-61,973,22,D
278,278,2019.11.28,Day1,07:35:21,48,5G,-89,-7.0,3.0,11,-64,44,5,D
279,279,2019.11.28,Day1,07:35:23,47,5G,-95,-6.0,10.0,14,-75,613,3,D
280,280,2019.11.28,Day1,07:35:26,47,5G,-95,-7.0,10.0,15,-78,281,10,D
