,Date,Day,Day_Timeframe,Timestamp,Timeframe,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,2019.12.03,,,13.58.03,,0,LTE,-110,-15,1.0,14,-90,38,13,D
1,2019.12.03,,,13.58.04,,0,LTE,-110,-15,1.0,14,-90,61,11,D
2,2019.12.03,,,13.58.05,,5,LTE,-110,-15,1.0,14,-90,61,11,D
4,2019.12.03,,,13.58.06,,5,LTE,-106,-13,-1.0,14,-90,916,122,D
5,2019.12.03,,,13.58.07,,5,LTE,-108,-14,-1.0,14,-90,3927,274,D
6,2019.12.03,,,13.58.09,,5,LTE,-108,-14,-1.0,14,-90,544,84,D
7,2019.12.03,,,13.58.10,,5,LTE,-107,-14,-3.0,14,-90,301,58,D
9,2019.12.03,,,13.58.12,,5,LTE,-107,-13,-5.0,14,-90,2445,167,D
10,2019.12.03,,,13.58.13,,5,LTE,-107,-13,-5.0,8,-88,4384,212,D
11,2019.12.03,,,13.58.14,,5,LTE,-105,-14,-2.0,8,-88,5174,148,D
12,2019.12.03,,,13.58.15,,5,LTE,-105,-14,-2.0,5,-92,3347,114,D
13,2019.12.03,,,13.58.16,,5,LTE,-107,-15,-2.0,5,-90,4269,118,D
14,2019.12.03,,,13.58.17,,5,LTE,-107,-15,-2.0,5,-90,3996,108,D
15,2019.12.03,,,13.58.19,,5,LTE,-106,-13,-6.0,5,-90,910,43,D
16,2019.12.03,,,13.58.20,,5,LTE,-106,-13,-6.0,5,-90,4994,152,D
17,2019.12.03,,,13.58.21,,5,LTE,-107,-14,-5.0,5,-92,16419,301,D
18,2019.12.03,,,13.58.22,,5,LTE,-107,-14,-5.0,0,-94,290,21,D
19,2019.12.03,,,13.58.23,,5,5G,-108,-15,-3.0,4,-92,306,10,D
20,2019.12.03,,,13.58.24,,5,5G,-108,-15,-3.0,4,-92,20980,481,D
21,2019.12.03,,,13.58.25,,5,5G,-104,-14,1.0,12,-86,9083,952,D
22,2019.12.03,,,13.58.27,,5,5G,-104,-14,1.0,6,-82,3329,84,D
23,2019.12.03,,,13.58.28,,5,5G,-105,-12,5.0,6,-88,2017,39,D
24,2019.12.03,,,13.58.29,,5,5G,-105,-12,5.0,6,-88,3636,87,D
25,2019.12.03,,,13.58.30,,5,5G,-97,-4,12.0,6,-85,4218,103,D
26,2019.12.03,,,13.58.31,,5,5G,-97,-4,12.0,6,-85,21442,363,D
27,2019.12.03,,,13.58.32,,5,5G,-103,-11,11.0,12,-91,880,12,D
28,2019.12.03,,,13.58.33,,5,5G,-103,-11,11.0,12,-91,285,5,D
29,2019.12.03,,,13.58.34,,5,5G,-104,-6,7.0,12,-89,1654,35,D
30,2019.12.03,,,13.58.35,,35,5G,-104,-6,7.0,12,-87,1654,35,D
32,2019.12.03,,,13.58.37,,35,5G,-107,-9,-3.0,11,-90,1112,35,D
34,2019.12.03,,,13.58.39,,35,5G,-102,-6,2.0,6,-85,287,10,D
35,2019.12.03,,,13.58.40,,35,5G,-102,-6,2.0,6,-85,3359,31,D
36,2019.12.03,,,13.58.41,,35,5G,-103,-7,3.0,6,-85,279,10,D
38,2019.12.03,,,13.58.43,,35,5G,-107,-9,-4.0,12,-89,280,10,D
41,2019.12.03,,,13.58.46,,39,5G,-104,-9,-2.0,14,-87,2604,51,D
43,2019.12.03,,,13.58.48,,39,5G,-101,-6,9.0,14,-85,285,8,D
44,2019.12.03,,,13.58.49,,39,5G,-101,-6,9.0,14,-92,2880,55,D
46,2019.12.03,,,13.58.51,,39,5G,-108,-9,0.0,11,-89,282,10,D
47,2019.12.03,,,13.58.53,,39,5G,-109,-8,2.0,11,-89,277,9,D
48,2019.12.03,,,13.58.54,,39,5G,-109,-8,2.0,9,-92,1669,31,D
49,2019.12.03,,,13.58.55,,39,5G,-104,-8,13.0,12,-86,283,6,D
50,2019.12.03,,,13.58.55,,39,5G,-104,-8,13.0,12,-86,283,6,D
52,2019.12.03,,,13.58.57,,39,5G,-105,-8,-2.0,8,-94,284,10,D
53,2019.12.03,,,13.58.58,,39,5G,-105,-8,-2.0,8,-94,1552,32,D
55,2019.12.03,,,13.59.01,,39,5G,-112,-12,-5.0,6,-92,272,14,D
56,2019.12.03,,,13.59.02,,39,5G,-109,-9,0.0,6,-92,1624,31,D
58,2019.12.03,,,13.59.04,,39,5G,-107,-9,-1.0,6,-94,282,11,D
59,2019.12.03,,,13.59.05,,36,5G,-107,-9,-1.0,10,-94,282,11,D
60,2019.12.03,,,13.59.05,,36,5G,-107,-9,-1.0,10,-94,1634,34,D
62,2019.12.03,,,13.59.07,,36,5G,-100,-9,4.0,11,-92,281,10,D
64,2019.12.03,,,13.59.10,,36,5G,-109,-13,0.0,6,-82,1921,45,D
65,2019.12.03,,,13.59.11,,36,5G,-102,-8,11.0,9,-84,1100,16,D
67,2019.12.03,,,13.59.13,,36,5G,-105,-7,-2.0,6,-94,237,12,D
68,2019.12.03,,,13.59.14,,36,5G,-105,-7,-2.0,6,-92,1779,35,D
72,2019.12.03,,,13.59.19,,36,5G,-115,-12,-2.0,6,-94,1152,36,D
73,2019.12.03,,,13.59.20,,36,5G,-113,-14,-8.0,6,-94,230,4,D
77,2019.12.03,,,13.59.23,,35,5G,-109,-9,1.0,12,-94,346,1733,D
78,2019.12.03,,,13.59.24,,35,5G,-108,-9,1.0,15,-92,283,6,D
80,2019.12.03,,,13.59.27,,35,5G,-113,-11,-3.0,6,-94,759,18,D
83,2019.12.03,,,13.59.30,,35,5G,-117,-14,-2.0,6,-92,824,28,D
84,2019.12.03,,,13.59.31,,35,5G,-109,-12,0.0,6,-92,282,6,D
85,2019.12.03,,,13.59.32,,38,5G,-109,-12,0.0,15,-86,282,6,D
86,2019.12.03,,,13.59.32,,38,5G,-109,-12,0.0,15,-86,1665,34,D
87,2019.12.03,,,13.59.33,,38,5G,-112,-12,-3.0,9,-94,278,7,D
89,2019.12.03,,,13.59.36,,38,5G,-109,-11,-2.0,12,-93,283,11,D
90,2019.12.03,,,13.59.37,,38,5G,-109,-11,-2.0,12,-93,1569,27,D
92,2019.12.03,,,13.59.39,,38,LTE,-105,-12,-1.0,7,-85,283,8,D
94,2019.12.03,,,13.59.41,,38,LTE,-102,-12,1.0,8,-83,282,8,D
95,2019.12.03,,,13.59.42,,38,LTE,-102,-12,1.0,8,-83,282,8,D
96,2019.12.03,,,13.59.42,,38,LTE,-99,-11,-2.0,8,-83,1365,27,D
97,2019.12.03,,,13.59.44,,38,LTE,-99,-11,-2.0,4,-88,283,8,D
98,2019.12.03,,,13.59.45,,38,LTE,-104,-15,-8.0,4,-88,100,5,D
99,2019.12.03,,,13.59.46,,38,LTE,-104,-15,-8.0,4,-88,72,6,D
100,2019.12.03,,,13.59.47,,38,LTE,-106,-16,-7.0,4,-88,1390,26,D
101,2019.12.03,,,13.59.48,,38,LTE,-106,-16,-7.0,4,-88,285,11,D
103,2019.12.03,,,13.59.50,,38,LTE,-97,-9,-6.0,4,-93,1738,31,D
104,2019.12.03,,,13.59.51,,49,LTE,-97,-9,-6.0,4,-93,1738,31,D
105,2019.12.03,,,13.59.52,,49,LTE,-112,-16,-5.0,4,-94,285,12,D
106,2019.12.03,,,13.59.53,,49,LTE,-112,-16,-5.0,4,-94,866,28,D
108,2019.12.03,,,13.59.55,,49,LTE,-106,-14,5.0,9,-87,1958,46,D
110,2019.12.03,,,13.59.57,,49,LTE,-105,-12,6.0,9,-87,282,11,D
113,2019.12.03,,,13.59.59,,48,LTE,-104,-12,5.0,10,-89,283,11,D
114,2019.12.03,,,14.00.01,,48,LTE,-108,-12,0.0,10,-89,1981,46,D
116,2019.12.03,,,14.00.03,,48,LTE,-108,-13,-1.0,7,-91,280,11,D
117,2019.12.03,,,14.00.04,,48,LTE,-108,-13,-1.0,7,-91,1162,28,D
118,2019.12.03,,,14.00.05,,48,LTE,-95,-8,-2.0,11,-84,1263,40,D
121,2019.12.03,,,14.00.07,,46,LTE,-103,-10,-4.0,5,-91,283,4,D
123,2019.12.03,,,14.00.10,,46,LTE,-108,-15,-5.0,4,-93,2409,38,D
125,2019.12.03,,,14.00.12,,46,LTE,-110,-16,-3.0,4,-93,285,8,D
127,2019.12.03,,,14.00.14,,46,LTE,-108,-12,8.0,7,-87,2452,50,D
128,2019.12.03,,,14.00.15,,46,LTE,-108,-12,8.0,7,-89,282,11,D
130,2019.12.03,,,14.00.17,,46,LTE,-106,-8,8.0,10,-91,285,11,D
131,2019.12.03,,,14.00.19,,46,LTE,-107,-9,2.0,10,-91,1244,30,D
133,2019.12.03,,,14.00.21,,46,LTE,-108,-8,7.0,11,-88,1108,26,D
134,2019.12.03,,,14.00.22,,46,LTE,-108,-8,7.0,12,-81,281,11,D
135,2019.12.03,,,14.00.23,,46,LTE,-97,-10,13.0,12,-81,118,875,D
136,2019.12.03,,,14.00.24,,46,LTE,-97,-10,13.0,12,-81,675,16,D
137,2019.12.03,,,14.00.25,,29,LTE,-97,-10,13.0,12,-81,675,16,D
138,2019.12.03,,,14.00.25,,29,LTE,-103,-9,7.0,8,-87,140,22,D
140,2019.12.03,,,14.00.28,,29,LTE,-102,-10,4.0,5,-85,281,10,D
141,2019.12.03,,,14.00.29,,29,LTE,-102,-10,4.0,5,-85,1034,30,D
143,2019.12.03,,,14.00.31,,29,LTE,-100,-9,6.0,9,-,1885,45,D
145,2019.12.03,,,14.00.33,,29,LTE,-101,-11,4.0,6,-84,283,11,D
146,2019.12.03,,,14.00.34,,40,LTE,-101,-11,4.0,6,-84,283,11,D
147,2019.12.03,,,14.00.34,,40,LTE,-102,-13,4.0,6,-84,1872,36,D
148,2019.12.03,,,14.00.35,,40,LTE,-102,-13,4.0,6,-84,284,11,D
150,2019.12.03,,,14.00.38,,40,LTE,-102,-11,3.0,9,-82,1161,32,D
152,2019.12.03,,,14.00.40,,40,LTE,-104,-9,1.0,8,-84,283,11,D
153,2019.12.03,,,14.00.41,,40,LTE,-102,-9,4.0,8,-84,3157,63,D
156,2019.12.03,,,14.00.43,,39,LTE,-103,-9,3.0,5,-86,283,10,D
158,2019.12.03,,,14.00.45,,39,LTE,-104,-11,1.0,5,-88,2388,47,D
161,2019.12.03,,,14.00.49,,39,LTE,-106,-12,-2.0,6,-87,1643,32,D
162,2019.12.03,,,14.00.50,,39,LTE,-105,-13,-3.0,6,-87,283,11,D
163,2019.12.03,,,14.00.51,,39,LTE,-105,-13,-3.0,6,-87,167,12,D
164,2019.12.03,,,14.00.52,,39,LTE,-102,-12,0.0,4,-83,2148,35,D
165,2019.12.03,,,14.00.53,,26,LTE,-102,-12,0.0,7,-86,2148,35,D
166,2019.12.03,,,14.00.53,,26,LTE,-102,-12,0.0,7,-86,280,11,D
169,2019.12.03,,,14.00.57,,26,LTE,-106,-13,-4.0,5,-88,1220,31,D
171,2019.12.03,,,14.00.59,,26,LTE,-106,-13,-3.0,5,-88,286,11,D
172,2019.12.03,,,14.01.00,,26,LTE,-106,-13,-3.0,4,-90,1583,34,D
173,2019.12.03,,,14.01.01,,26,LTE,-106,-13,-4.0,4,-90,283,12,D
174,2019.12.03,,,14.01.02,,26,LTE,-106,-13,-4.0,4,-90,1627,32,D
175,2019.12.03,,,14.01.03,,26,LTE,-106,-13,-4.0,4,-90,283,11,D
177,2019.12.03,,,14.01.06,,26,LTE,-106,-15,-4.0,4,-90,284,11,D
178,2019.12.03,,,14.01.07,,26,LTE,-106,-15,-4.0,4,-90,1139,32,D
180,2019.12.03,,,14.01.09,,26,LTE,-106,-13,-4.0,4,-90,281,11,D
181,2019.12.03,,,14.01.10,,26,LTE,-106,-13,-4.0,4,-90,1146,19,D
182,2019.12.03,,,14.01.11,,26,LTE,-106,-13,-4.0,4,-90,283,11,D
184,2019.12.03,,,14.01.14,,26,LTE,-106,-13,-5.0,4,-90,1092,29,D
185,2019.12.03,,,14.01.15,,26,LTE,-104,-15,-3.0,4,-87,658,24,D
187,2019.12.03,,,14.01.17,,26,LTE,-104,-16,-5.0,4,-87,322,18,D
188,2019.12.03,,,14.01.18,,26,LTE,-104,-16,-5.0,4,-87,23,1571,D
189,2019.12.03,,,14.01.19,,26,LTE,-105,-16,-6.0,4,-87,2037,726,D
190,2019.12.03,,,14.01.20,,26,LTE,-105,-16,-6.0,4,-85,392,1675,D
191,2019.12.03,,,14.01.21,,26,LTE,-102,-17,-7.0,3,-87,310,1674,D
192,2019.12.03,,,14.01.23,,26,LTE,-102,-17,-7.0,3,-87,33,1443,D
193,2019.12.03,,,14.01.24,,26,5G,-100,-13,1.0,4,-85,67,5,D
194,2019.12.03,,,14.01.25,,26,5G,-100,-13,1.0,6,-79,2613,59,D
196,2019.12.03,,,14.01.27,,26,5G,-103,-17,-7.0,6,-78,268,12,D
198,2019.12.03,,,14.01.29,,26,LTE,-97,-16,-3.0,7,-79,1674,40,D
199,2019.12.03,,,14.01.31,,26,LTE,-93,-14,0.0,12,-74,112,8,D
201,2019.12.03,,,14.01.33,,26,LTE,-86,-13,13.0,11,-71,1590,27,D
202,2019.12.03,,,14.01.34,,26,LTE,-86,-13,13.0,12,-68,280,11,D
204,2019.12.03,,,14.01.36,,26,LTE,-83,-12,14.0,15,-,284,11,D
205,2019.12.03,,,14.01.37,,26,LTE,-83,-12,14.0,15,-,284,11,D
206,2019.12.03,,,14.01.37,,26,LTE,-76,-12,5.0,11,-59,1396,25,D
208,2019.12.03,,,14.01.40,,26,LTE,-78,-13,3.0,5,-59,161,6,D
209,2019.12.03,,,14.01.41,,26,LTE,-78,-13,3.0,5,-59,1552,28,D
211,2019.12.03,,,14.01.43,,26,LTE,-90,-15,7.0,15,-67,283,8,D
212,2019.12.03,,,14.01.44,,26,LTE,-73,-10,-5.0,10,-69,622,15,D
213,2019.12.03,,,14.01.45,,26,LTE,-73,-10,-5.0,10,-69,854,14,D
215,2019.12.03,,,14.01.47,,26,LTE,-90,-12,2.0,8,-71,279,6,D
216,2019.12.03,,,14.01.49,,26,LTE,-87,-11,13.0,15,-66,662,25,D
217,2019.12.03,,,14.01.49,,41,LTE,-87,-11,13.0,15,-66,662,25,D
218,2019.12.03,,,14.01.50,,41,LTE,-87,-11,13.0,15,-55,690,9,D
219,2019.12.03,,,14.01.51,,41,LTE,-76,-11,14.0,15,-55,283,11,D
221,2019.12.03,,,14.01.53,,41,LTE,-84,-10,12.0,15,-66,1369,34,D
223,2019.12.03,,,14.01.55,,41,LTE,-79,-12,6.0,13,-69,284,11,D
224,2019.12.03,,,14.01.56,,41,LTE,-79,-12,6.0,13,-69,2334,44,D
225,2019.12.03,,,14.01.58,,41,LTE,-80,-11,12.0,13,-62,277,9,D
226,2019.12.03,,,14.01.58,,37,LTE,-80,-11,12.0,12,-68,277,9,D
