,Date,Day,Day_Timeframe,Timestamp,Timeframe,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,2019.12.06,,,09.32.38,,0,5G,-95,-9,16.0,14,-87,37,8,D
1,2019.12.06,,,09.32.38,,1,5G,-95,-9,16.0,14,-87,37,8,D
4,2019.12.06,,,09.32.41,,1,5G,-97,-13,11.0,14,-87,33,11,D
5,2019.12.06,,,09.32.42,,1,5G,-98,-9,14.0,14,-87,2434,219,D
6,2019.12.06,,,09.32.43,,1,5G,-98,-9,14.0,14,-87,1346,89,D
8,2019.12.06,,,09.32.45,,1,5G,-99,-12,12.0,14,-87,11,1,D
10,2019.12.06,,,09.32.47,,1,5G,-98,-9,15.0,14,-87,16994,398,D
13,2019.12.06,,,09.32.50,,1,5G,-99,-11,10.0,14,-87,40016,1116,D
14,2019.12.06,,,09.32.51,,1,5G,-99,-11,10.0,14,-87,64616,1241,D
15,2019.12.06,,,09.32.52,,1,5G,-101,-10,12.0,14,-87,16493,269,D
16,2019.12.06,,,09.32.54,,1,5G,-101,-10,12.0,14,-87,1902,39,D
17,2019.12.06,,,09.32.55,,1,5G,-97,-10,12.0,14,-87,1874,18,D
18,2019.12.06,,,09.32.56,,1,5G,-97,-10,12.0,14,-87,273,6,D
19,2019.12.06,,,09.32.57,,1,5G,-97,-9,14.0,14,-87,308,18,D
21,2019.12.06,,,09.32.59,,1,5G,-97,-9,13.0,14,-87,966,10,D
23,2019.12.06,,,09.33.01,,1,5G,-98,-10,12.0,12,-85,274,5,D
25,2019.12.06,,,09.33.04,,1,5G,-98,-9,16.0,13,-87,710,10,D
27,2019.12.06,,,09.33.06,,1,5G,-98,-10,13.0,13,-91,269,5,D
28,2019.12.06,,,09.33.07,,1,5G,-98,-10,13.0,14,-89,639,2,D
30,2019.12.06,,,09.33.09,,1,5G,-98,-8,1.0,14,-83,1751,18,D
32,2019.12.06,,,09.33.12,,1,5G,-95,-8,22.0,14,-83,275,9,D
34,2019.12.06,,,09.33.14,,1,5G,-93,-7,22.0,14,-81,1850,47,D
36,2019.12.06,,,09.33.16,,1,5G,-93,-8,15.0,14,-68,274,5,D
37,2019.12.06,,,09.33.17,,1,5G,-84,-9,24.0,14,-68,276,9,D
38,2019.12.06,,,09.33.18,,1,5G,-84,-9,24.0,12,-,566,13,D
39,2019.12.06,,,09.33.20,,1,5G,-82,-10,22.0,15,-70,274,11,D
41,2019.12.06,,,09.33.22,,1,5G,-87,-8,24.0,15,-75,273,9,D
42,2019.12.06,,,09.33.23,,1,5G,-87,-8,24.0,15,-70,2135,20,D
44,2019.12.06,,,09.33.25,,1,5G,-87,-7,23.0,15,-70,275,9,D
46,2019.12.06,,,09.33.28,,1,5G,-85,-8,24.0,15,-68,278,10,D
47,2019.12.06,,,09.33.28,,35,5G,-85,-8,24.0,15,-68,278,10,D
48,2019.12.06,,,09.33.29,,35,5G,-84,-8,24.0,15,-68,270,10,D
50,2019.12.06,,,09.33.31,,35,5G,-80,-9,4.0,15,-71,276,10,D
52,2019.12.06,,,09.33.33,,35,5G,-73,-9,19.0,15,-72,1374,46,D
54,2019.12.06,,,09.33.36,,35,5G,-83,-8,27.0,15,-71,275,10,D
56,2019.12.06,,,09.33.38,,35,5G,-81,-10,30.0,15,-69,272,10,D
57,2019.12.06,,,09.33.39,,35,5G,-81,-10,30.0,11,-72,289,3,D
58,2019.12.06,,,09.33.40,,35,5G,-80,-9,18.0,15,-65,178,4,D
59,2019.12.06,,,09.33.41,,35,5G,-80,-9,18.0,15,-68,274,10,D
60,2019.12.06,,,09.33.42,,35,5G,-83,-10,14.0,15,-68,749,14,D
61,2019.12.06,,,09.33.43,,35,5G,-83,-10,14.0,14,-66,310,20,D
62,2019.12.06,,,09.33.44,,41,5G,-83,-10,14.0,12,-68,310,20,D
64,2019.12.06,,,09.33.46,,41,5G,-84,-8,20.0,12,-68,273,10,D
66,2019.12.06,,,09.33.48,,41,5G,-81,-8,11.0,14,-66,1332,34,D
69,2019.12.06,,,09.33.51,,41,5G,-87,-7,5.0,15,-75,320,1433,D
70,2019.12.06,,,09.33.53,,41,5G,-87,-7,5.0,14,-72,699,14,D
71,2019.12.06,,,09.33.53,,41,5G,-87,-7,5.0,14,-70,699,14,D
72,2019.12.06,,,09.33.54,,41,5G,-86,-10,10.0,14,-70,272,10,D
73,2019.12.06,,,09.33.55,,41,5G,-86,-10,10.0,14,-70,274,10,D
74,2019.12.06,,,09.33.56,,41,5G,-89,-8,10.0,14,-74,3560,37,D
76,2019.12.06,,,09.33.58,,41,5G,-94,-8,2.0,12,-77,274,7,D
77,2019.12.06,,,09.33.59,,41,5G,-94,-8,2.0,12,-77,2657,30,D
79,2019.12.06,,,09.34.02,,41,5G,-91,-9,11.0,13,-82,270,9,D
82,2019.12.06,,,09.34.04,,43,5G,-96,-10,5.0,14,-78,274,9,D
83,2019.12.06,,,09.34.05,,43,5G,-89,-9,16.0,10,-76,2745,39,D
85,2019.12.06,,,09.34.07,,43,5G,-90,-8,9.0,11,-74,274,9,D
87,2019.12.06,,,09.34.10,,43,5G,-89,-11,5.0,13,-73,272,9,D
90,2019.12.06,,,09.34.13,,43,5G,-92,-11,7.0,13,-78,2115,27,D
91,2019.12.06,,,09.34.13,,39,5G,-92,-11,7.0,13,-78,2115,27,D
93,2019.12.06,,,09.34.15,,39,5G,-95,-12,0.0,13,-75,276,10,D
94,2019.12.06,,,09.34.16,,39,5G,-87,-13,4.0,13,-75,4599,31,D
95,2019.12.06,,,09.34.18,,39,5G,-87,-13,4.0,13,-75,269,9,D
97,2019.12.06,,,09.34.20,,39,5G,-90,-10,7.0,13,-75,278,9,D
99,2019.12.06,,,09.34.22,,39,5G,-91,-9,7.0,13,-75,2897,34,D
102,2019.12.06,,,09.34.26,,39,5G,-88,-9,10.0,13,-75,274,9,D
103,2019.12.06,,,09.34.27,,39,5G,-88,-9,10.0,14,-77,2215,35,D
106,2019.12.06,,,09.34.30,,39,5G,-94,-12,8.0,14,-77,276,10,D
107,2019.12.06,,,09.34.30,,45,5G,-94,-12,8.0,14,-77,276,10,D
108,2019.12.06,,,09.34.31,,45,5G,-94,-12,8.0,14,-73,276,15,D
110,2019.12.06,,,09.34.33,,45,5G,-96,-12,6.0,15,-79,274,10,D
112,2019.12.06,,,09.34.36,,45,5G,-95,-11,18.0,14,-,1653,26,D
113,2019.12.06,,,09.34.37,,45,5G,-95,-10,9.0,14,-,275,9,D
116,2019.12.06,,,09.34.39,,47,5G,-98,-12,-3.0,12,-79,278,10,D
118,2019.12.06,,,09.34.41,,47,5G,-96,-13,-2.0,15,-74,1410,24,D
120,2019.12.06,,,09.34.44,,47,5G,-99,-11,-1.0,10,-85,274,6,D
121,2019.12.06,,,09.34.45,,47,5G,-99,-11,-1.0,10,-85,1111,25,D
124,2019.12.06,,,09.34.47,,50,5G,-97,-10,10.0,13,-78,273,9,D
126,2019.12.06,,,09.34.49,,50,5G,-97,-9,4.0,15,-76,1687,29,D
128,2019.12.06,,,09.34.52,,50,5G,-90,-12,7.0,13,-72,300,841,D
130,2019.12.06,,,09.34.54,,50,5G,-95,-10,12.0,14,-75,2070,26,D
131,2019.12.06,,,09.34.54,,45,5G,-95,-10,12.0,14,-77,2070,26,D
134,2019.12.06,,,09.34.57,,45,5G,-92,-9,9.0,15,-,272,10,D
135,2019.12.06,,,09.34.59,,45,5G,-92,-9,9.0,14,-79,1623,20,D
136,2019.12.06,,,09.35.00,,45,5G,-88,-9,12.0,14,-77,275,9,D
138,2019.12.06,,,09.35.02,,45,5G,-96,-9,18.0,14,-79,274,8,D
141,2019.12.06,,,09.35.04,,38,5G,-93,-11,14.0,14,-79,2015,52,D
143,2019.12.06,,,09.35.06,,38,5G,-90,-10,17.0,14,-79,65,5,D
145,2019.12.06,,,09.35.09,,38,5G,-92,-9,2.0,12,-,273,9,D
147,2019.12.06,,,09.35.11,,38,5G,-92,-9,3.0,9,-78,274,10,D
148,2019.12.06,,,09.35.12,,38,5G,-92,-9,3.0,15,-76,1030,14,D
151,2019.12.06,,,09.35.16,,38,5G,-90,-11,4.0,10,-76,279,10,D
152,2019.12.06,,,09.35.17,,38,5G,-90,-11,4.0,15,-72,1871,25,D
154,2019.12.06,,,09.35.19,,38,5G,-88,-9,-4.0,15,-,273,5,D
156,2019.12.06,,,09.35.21,,38,5G,-82,-11,13.0,14,-70,272,8,D
157,2019.12.06,,,09.35.22,,38,5G,-84,-8,26.0,15,-72,537,1,D
158,2019.12.06,,,09.35.23,,38,5G,-84,-8,26.0,15,-72,274,9,D
160,2019.12.06,,,09.35.26,,38,5G,-83,-10,5.0,15,-69,275,9,D
161,2019.12.06,,,09.35.26,,41,5G,-83,-10,5.0,15,-69,275,9,D
162,2019.12.06,,,09.35.27,,41,5G,-86,-9,17.0,12,-71,2310,48,D
164,2019.12.06,,,09.35.29,,41,5G,-80,-8,12.0,12,-72,271,5,D
166,2019.12.06,,,09.35.31,,41,5G,-78,-10,7.0,14,-69,1717,37,D
168,2019.12.06,,,09.35.34,,41,5G,-77,-8,25.0,15,-65,274,5,D
169,2019.12.06,,,09.35.34,,48,5G,-77,-8,25.0,15,-65,274,5,D
171,2019.12.06,,,09.35.36,,48,5G,-86,-9,3.0,15,-77,2238,19,D
174,2019.12.06,,,09.35.39,,48,5G,-89,-8,9.0,15,-69,274,5,D
175,2019.12.06,,,09.35.41,,48,5G,-92,-12,9.0,14,-76,4147,74,D
176,2019.12.06,,,09.35.42,,48,5G,-92,-12,9.0,14,-74,275,9,D
177,2019.12.06,,,09.35.42,,42,5G,-92,-12,9.0,15,-71,275,9,D
179,2019.12.06,,,09.35.44,,42,5G,-83,-8,15.0,15,-67,274,9,D
181,2019.12.06,,,09.35.46,,42,5G,-86,-9,21.0,15,-62,1578,21,D
182,2019.12.06,,,09.35.47,,42,5G,-82,-8,21.0,15,-68,273,9,D
184,2019.12.06,,,09.35.50,,42,5G,-95,-10,20.0,15,-72,275,9,D
185,2019.12.06,,,09.35.51,,42,5G,-95,-10,20.0,14,-77,2770,34,D
186,2019.12.06,,,09.35.52,,42,5G,-97,-9,4.0,9,-80,67,813,D
187,2019.12.06,,,09.35.53,,42,5G,-97,-9,4.0,9,-80,271,4,D
189,2019.12.06,,,09.35.55,,42,5G,-96,-9,9.0,9,-80,2872,28,D
192,2019.12.06,,,09.35.59,,42,5G,-98,-13,4.0,14,-,275,6,D
193,2019.12.06,,,09.36.00,,42,5G,-98,-13,4.0,14,-78,3554,26,D
194,2019.12.06,,,09.36.01,,42,5G,-97,-10,14.0,14,-78,271,5,D
196,2019.12.06,,,09.36.03,,42,5G,-93,-11,-2.0,14,-78,275,9,D
197,2019.12.06,,,09.36.03,,23,5G,-93,-11,-2.0,14,-78,275,9,D
199,2019.12.06,,,09.36.06,,23,5G,-94,-10,2.0,14,-76,3362,77,D
201,2019.12.06,,,09.36.08,,23,5G,-91,-10,10.0,13,-74,274,9,D
204,2019.12.06,,,09.36.11,,23,5G,-75,-9,19.0,14,-69,274,9,D
206,2019.12.06,,,09.36.14,,23,5G,-87,-9,3.0,13,-79,275,9,D
207,2019.12.06,,,09.36.14,,46,5G,-87,-9,3.0,13,-79,275,9,D
208,2019.12.06,,,09.36.15,,46,5G,-93,-12,10.0,10,-77,2445,31,D
209,2019.12.06,,,09.36.16,,46,5G,-93,-12,10.0,10,-77,274,10,D
211,2019.12.06,,,09.36.18,,46,5G,-90,-11,5.0,11,-81,279,10,D
212,2019.12.06,,,09.36.19,,46,5G,-96,-11,3.0,14,-,1951,42,D
214,2019.12.06,,,09.36.21,,58,5G,-96,-11,3.0,14,-86,76,0,D
215,2019.12.06,,,09.36.22,,58,5G,-91,-10,3.0,14,-86,76,0,D
216,2019.12.06,,,09.36.23,,58,5G,-91,-10,3.0,14,-84,306,21,D
217,2019.12.06,,,09.36.24,,58,5G,-87,-9,15.0,14,-84,1909,36,D
219,2019.12.06,,,09.36.26,,58,5G,-93,-9,6.0,14,-88,271,9,D
220,2019.12.06,,,09.36.27,,58,5G,-93,-9,6.0,13,-90,176,10,D
221,2019.12.06,,,09.36.28,,58,5G,-103,-9,7.0,12,-,2405,41,D
222,2019.12.06,,,09.36.28,,57,5G,-103,-9,7.0,12,-,2405,41,D
223,2019.12.06,,,09.36.30,,57,5G,-103,-9,7.0,12,-,277,9,D
226,2019.12.06,,,09.36.33,,57,5G,-98,-12,3.0,12,-,2511,32,D
229,2019.12.06,,,09.36.35,,62,5G,-97,-10,-3.0,13,-93,278,9,D
230,2019.12.06,,,09.36.36,,62,5G,-97,-10,-3.0,13,-93,1659,21,D
231,2019.12.06,,,09.36.38,,62,5G,-106,-11,2.0,12,-,272,9,D
233,2019.12.06,,,09.36.40,,62,5G,-105,-11,3.0,12,-,2085,30,D
234,2019.12.06,,,09.36.40,,57,5G,-105,-11,3.0,11,-94,2085,30,D
236,2019.12.06,,,09.36.42,,57,5G,-106,-10,0.0,11,-94,273,10,D
237,2019.12.06,,,09.36.43,,57,5G,-106,-10,0.0,9,-93,186,6,D
238,2019.12.06,,,09.36.44,,57,5G,-107,-11,5.0,9,-93,2773,32,D
239,2019.12.06,,,09.36.45,,57,5G,-107,-11,5.0,9,-93,273,9,D
242,2019.12.06,,,09.36.48,,55,5G,-106,-11,-2.0,11,-91,275,9,D
244,2019.12.06,,,09.36.50,,55,5G,-101,-12,-2.0,11,-87,3695,38,D
245,2019.12.06,,,09.36.51,,55,5G,-99,-10,-1.0,12,-85,276,9,D
246,2019.12.06,,,09.36.52,,55,5G,-99,-10,-1.0,14,-88,30,799,D
247,2019.12.06,,,09.36.53,,55,5G,-103,-13,-2.0,11,-91,275,11,D
248,2019.12.06,,,09.36.54,,55,5G,-103,-13,-2.0,11,-91,143,10,D
249,2019.12.06,,,09.36.55,,48,5G,-103,-13,-2.0,12,-93,143,10,D
251,2019.12.06,,,09.36.57,,48,5G,-105,-13,-3.0,11,-91,272,10,D
253,2019.12.06,,,09.36.59,,48,5G,-104,-12,2.0,14,-93,1452,32,D
255,2019.12.06,,,09.37.01,,48,5G,-110,-15,-6.0,8,-94,276,9,D
256,2019.12.06,,,09.37.02,,48,5G,-110,-14,1.0,9,-94,2116,57,D
257,2019.12.06,,,09.37.03,,54,5G,-110,-14,1.0,9,-94,2116,57,D
258,2019.12.06,,,09.37.04,,54,5G,-110,-14,1.0,9,-94,11,6,D
259,2019.12.06,,,09.37.05,,54,5G,-111,-12,-8.0,9,-94,11,3,D
261,2019.12.06,,,09.37.07,,54,5G,-113,-15,-4.0,11,-94,4215,98,D
262,2019.12.06,,,09.37.08,,54,5G,-113,-15,-4.0,11,-94,277,14,D
263,2019.12.06,,,09.37.09,,54,5G,-112,-16,-4.0,11,-94,276,10,D
265,2019.12.06,,,09.37.11,,49,5G,-113,-16,-6.0,8,-94,277,11,D
266,2019.12.06,,,09.37.11,,49,5G,-113,-16,-6.0,8,-94,277,11,D
267,2019.12.06,,,09.37.13,,49,5G,-113,-16,-6.0,12,-,1093,24,D
268,2019.12.06,,,09.37.14,,49,LTE,-104,-10,2.0,12,-93,277,11,D
270,2019.12.06,,,09.37.16,,49,LTE,-101,-10,7.0,9,-84,1048,15,D
