,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
0,2019.12.03,,10.42.14,0,5G,-84,-11,6.0,11,-71,59,19,D,
5,2019.12.03,,10.42.17,0,5G,-79,-9,2.0,11,-71,5461,332,D,
6,2019.12.03,,10.42.18,0,5G,-78,-11,-1.0,11,-71,672,24,D,
7,2019.12.03,,10.42.19,0,5G,-78,-11,-1.0,11,-71,164,31,D,
8,2019.12.03,,10.42.20,0,5G,-79,-10,0.0,11,-71,128,35,D,
10,2019.12.03,,10.42.22,0,5G,-77,-10,1.0,11,-71,63,24,D,
17,2019.12.03,,10.42.30,0,5G,-78,-9,4.0,9,-71,3793,103,D,
18,2019.12.03,,10.42.31,0,5G,-78,-9,2.0,11,-69,32242,599,D,
19,2019.12.03,,10.42.32,0,5G,-78,-9,2.0,11,-69,45774,1075,D,
20,2019.12.03,,10.42.33,0,5G,-78,-12,4.0,11,-69,20828,1233,D,
21,2019.12.03,,10.42.34,0,5G,-78,-12,4.0,11,-69,11111,216,D,
22,2019.12.03,,10.42.36,0,5G,-77,-10,2.0,11,-69,5713,102,D,
23,2019.12.03,,10.42.37,0,5G,-77,-10,2.0,11,-65,2319,28,D,
24,2019.12.03,,10.42.38,0,5G,-81,-11,3.0,11,-67,1735,20,D,
26,2019.12.03,,10.42.40,0,5G,-84,-16,-3.0,11,-65,1616,22,D,
27,2019.12.03,,10.42.41,0,5G,-84,-16,-3.0,11,-67,283,16,D,
29,2019.12.03,,10.42.44,0,5G,-81,-13,-7.0,11,-64,1857,35,D,
30,2019.12.03,,10.42.45,0,5G,-82,-16,4.0,11,-67,61,1504,D,
31,2019.12.03,,10.42.46,0,5G,-82,-16,4.0,14,-64,321,1666,D,
32,2019.12.03,,10.42.47,0,5G,-86,-15,-1.0,11,-68,1878,582,D,
33,2019.12.03,,10.42.48,0,5G,-86,-15,-1.0,9,-65,285,10,D,
35,2019.12.03,,10.42.50,0,5G,-84,-13,-4.0,10,-59,275,9,D,
36,2019.12.03,,10.42.51,0,5G,-78,-10,5.0,14,-63,1106,29,D,
38,2019.12.03,,10.42.54,0,5G,-83,-10,6.0,13,-56,280,7,D,
39,2019.12.03,,10.42.55,0,5G,-83,-10,6.0,11,-66,3475,57,D,
40,2019.12.03,,10.42.56,0,5G,-84,-16,-6.0,11,-66,279,7,D,
41,2019.12.03,,10.42.57,0,5G,-84,-16,-6.0,11,-66,288,16,D,
44,2019.12.03,,10.43.00,0,5G,-87,-15,-4.0,6,-70,1444,22,D,
46,2019.12.03,,10.43.03,0,5G,-82,-15,-6.0,9,-69,1593,21,D,
47,2019.12.03,,10.43.04,0,5G,-82,-15,-6.0,6,-65,284,8,D,
49,2019.12.03,,10.43.06,0,5G,-84,-11,-4.0,11,-67,281,11,D,
50,2019.12.03,,10.43.07,0,5G,-81,-12,-1.0,15,-59,3391,52,D,
52,2019.12.03,,10.43.10,0,5G,-84,-17,-8.0,11,-64,284,10,D,
54,2019.12.03,,10.43.12,0,5G,-85,-16,0.0,6,-68,2802,57,D,
56,2019.12.03,,10.43.14,0,5G,-84,-13,-8.0,6,-68,279,10,D,
58,2019.12.03,,10.43.16,0,5G,-80,-18,0.0,11,-70,1144,21,D,
60,2019.12.03,,10.43.19,0,5G,-81,-12,2.0,7,-73,281,10,D,
61,2019.12.03,,10.43.20,0,5G,-81,-12,2.0,9,-66,1265,23,D,
63,2019.12.03,,10.43.22,0,5G,-87,-17,-5.0,10,-68,1592,16,D,
66,2019.12.03,,10.43.25,0,5G,-85,-12,-2.0,9,-63,282,6,D,
67,2019.12.03,,10.43.27,0,5G,-85,-12,-2.0,10,-61,2556,24,D,
69,2019.12.03,,10.43.30,20,5G,-82,-10,0.0,10,-61,280,7,D,
71,2019.12.03,,10.43.32,20,5G,-82,-12,3.0,10,-61,50,1699,D,
72,2019.12.03,,10.43.33,20,5G,-82,-12,3.0,10,-61,280,10,D,
74,2019.12.03,,10.43.36,20,5G,-83,-12,1.0,10,-61,282,10,D,
75,2019.12.03,,10.43.37,20,5G,-82,-11,2.0,10,-61,2549,26,D,
76,2019.12.03,,10.43.38,20,5G,-82,-11,2.0,10,-61,279,9,D,
78,2019.12.03,,10.43.40,20,5G,-82,-11,1.0,10,-61,279,6,D,
79,2019.12.03,,10.43.41,20,5G,-82,-12,1.0,10,-61,2988,33,D,
81,2019.12.03,,10.43.43,20,5G,-82,-10,7.0,10,-61,279,8,D,
83,2019.12.03,,10.43.46,20,5G,-82,-10,2.0,10,-61,277,9,D,
84,2019.12.03,,10.43.47,20,5G,-82,-10,2.0,10,-61,1684,22,D,
85,2019.12.03,,10.43.48,20,5G,-82,-13,-1.0,10,-61,278,8,D,
88,2019.12.03,,10.43.51,20,5G,-81,-10,4.0,10,-61,281,10,D,
89,2019.12.03,,10.43.53,20,5G,-82,-11,0.0,10,-61,2451,24,D,
90,2019.12.03,,10.43.54,20,5G,-82,-11,0.0,10,-61,275,8,D,
92,2019.12.03,,10.43.56,20,5G,-82,-10,5.0,10,-61,281,10,D,
95,2019.12.03,,10.43.59,20,5G,-81,-10,3.0,10,-61,275,9,D,
97,2019.12.03,,10.44.02,20,5G,-81,-11,0.0,10,-61,1028,21,D,
99,2019.12.03,,10.44.04,20,5G,-81,-10,-1.0,10,-61,278,8,D,
102,2019.12.03,,10.44.07,20,5G,-83,-12,2.0,10,-61,280,8,D,
104,2019.12.03,,10.44.10,20,5G,-83,-11,2.0,10,-61,274,9,D,
105,2019.12.03,,10.44.11,20,5G,-83,-12,3.0,10,-61,2515,22,D,
106,2019.12.03,,10.44.12,20,5G,-83,-12,3.0,10,-61,280,9,D,
108,2019.12.03,,10.44.14,20,5G,-83,-11,0.0,10,-61,36,1,D,
109,2019.12.03,,10.44.15,20,5G,-84,-12,2.0,10,-61,278,8,D,
110,2019.12.03,,10.44.16,20,5G,-84,-12,2.0,10,-61,340,9,D,
111,2019.12.03,,10.44.18,20,5G,-83,-11,2.0,10,-61,277,8,D,
112,2019.12.03,,10.44.19,20,5G,-83,-11,2.0,10,-61,2153,19,D,
113,2019.12.03,,10.44.20,20,5G,-83,-12,-1.0,10,-61,280,8,D,
115,2019.12.03,,10.44.22,20,5G,-83,-11,1.0,10,-61,281,9,D,
117,2019.12.03,,10.44.24,20,5G,-84,-13,2.0,10,-61,1023,20,D,
119,2019.12.03,,10.44.27,20,5G,-78,-10,0.0,9,-59,277,8,D,
120,2019.12.03,,10.44.28,20,5G,-78,-10,0.0,9,-59,1251,12,D,
122,2019.12.03,,10.44.30,20,5G,-79,-11,4.0,11,-61,277,8,D,
124,2019.12.03,,10.44.32,20,5G,-82,-9,2.0,10,-61,973,813,D,
126,2019.12.03,,10.44.34,20,5G,-79,-9,4.0,12,-60,981,18,D,
127,2019.12.03,,10.44.36,20,5G,-82,-9,5.0,14,-62,277,7,D,
129,2019.12.03,,10.44.38,20,5G,-82,-11,5.0,13,-58,1066,18,D,
132,2019.12.03,,10.44.41,20,5G,-81,-9,3.0,8,-63,276,8,D,
133,2019.12.03,,10.44.43,20,5G,-82,-9,3.0,8,-63,2105,17,D,
134,2019.12.03,,10.44.44,20,5G,-82,-9,3.0,10,-65,280,9,D,
136,2019.12.03,,10.44.46,20,5G,-82,-10,-2.0,10,-65,282,9,D,
139,2019.12.03,,10.44.49,20,5G,-83,-10,3.0,10,-65,278,6,D,
141,2019.12.03,,10.44.52,20,5G,-83,-8,1.0,10,-65,283,11,D,
143,2019.12.03,,10.44.54,20,5G,-82,-9,3.0,10,-65,1857,20,D,
145,2019.12.03,,10.44.56,20,5G,-82,-9,-2.0,10,-65,115,2,D,
146,2019.12.03,,10.44.57,20,5G,-82,-9,-2.0,10,-65,1471,20,D,
148,2019.12.03,,10.45.00,20,5G,-82,-9,-2.0,10,-65,280,10,D,
150,2019.12.03,,10.45.02,20,5G,-81,-10,0.0,10,-65,1232,19,D,
153,2019.12.03,,10.45.05,20,5G,-83,-11,-4.0,10,-65,2607,31,D,
155,2019.12.03,,10.45.08,20,5G,-82,-10,0.0,10,-65,1893,23,D,
157,2019.12.03,,10.45.10,20,5G,-82,-10,-3.0,10,-65,280,10,D,
158,2019.12.03,,10.45.11,20,5G,-82,-10,-3.0,10,-65,1899,21,D,
160,2019.12.03,,10.45.13,20,5G,-82,-9,8.0,10,-65,277,9,D,
162,2019.12.03,,10.45.16,20,5G,-82,-9,1.0,10,-65,2179,23,D,
164,2019.12.03,,10.45.18,20,5G,-82,-9,4.0,10,-65,278,8,D,
167,2019.12.03,,10.45.21,20,5G,-82,-9,0.0,10,-65,276,8,D,
169,2019.12.03,,10.45.24,20,5G,-82,-8,3.0,10,-65,283,10,D,
170,2019.12.03,,10.45.25,20,5G,-82,-8,3.0,10,-65,2791,22,D,
171,2019.12.03,,10.45.26,20,5G,-82,-10,-1.0,10,-65,278,8,D,
173,2019.12.03,,10.45.28,20,5G,-81,-9,0.0,12,-67,280,8,D,
175,2019.12.03,,10.45.30,20,5G,-81,-9,0.0,12,-67,3063,26,D,
176,2019.12.03,,10.45.32,20,5G,-81,-9,0.0,12,-64,69,884,D,
177,2019.12.03,,10.45.33,20,5G,-82,-10,7.0,12,-64,1093,14,D,
178,2019.12.03,,10.45.34,20,5G,-82,-10,7.0,12,-64,279,7,D,
180,2019.12.03,,10.45.36,20,5G,-82,-10,-2.0,12,-64,281,8,D,
181,2019.12.03,,10.45.37,20,5G,-82,-9,-1.0,12,-64,2408,22,D,
183,2019.12.03,,10.45.40,20,5G,-82,-9,1.0,12,-64,278,4,D,
185,2019.12.03,,10.45.42,20,5G,-82,-9,0.0,12,-64,1644,17,D,
187,2019.12.03,,10.45.44,20,5G,-82,-9,0.0,12,-64,275,2,D,
188,2019.12.03,,10.45.45,20,5G,-82,-9,0.0,12,-64,2062,11,D,
190,2019.12.03,,10.45.47,20,5G,-82,-11,-1.0,15,-66,280,4,D,
192,2019.12.03,,10.45.50,20,5G,-82,-9,0.0,15,-66,2367,16,D,
194,2019.12.03,,10.45.52,20,5G,-82,-8,-1.0,15,-66,280,3,D,
196,2019.12.03,,10.45.54,20,5G,-82,-8,1.0,15,-66,492,6,D,
197,2019.12.03,,10.45.55,20,5G,-82,-8,2.0,15,-66,280,5,D,
199,2019.12.03,,10.45.58,20,5G,-82,-9,6.0,15,-66,278,4,D,
200,2019.12.03,,10.45.59,20,5G,-82,-9,6.0,15,-66,3330,18,D,
201,2019.12.03,,10.46.00,20,5G,-82,-9,-3.0,15,-66,281,7,D,
202,2019.12.03,,10.46.01,20,5G,-82,-9,-3.0,15,-66,278,7,D,
204,2019.12.03,,10.46.03,20,5G,-83,-8,-1.0,10,-64,281,8,D,
205,2019.12.03,,10.46.05,20,5G,-82,-9,5.0,10,-64,2694,20,D,
206,2019.12.03,,10.46.06,20,5G,-82,-9,5.0,10,-64,279,8,D,
208,2019.12.03,,10.46.08,20,5G,-82,-10,4.0,10,-62,281,9,D,
209,2019.12.03,,10.46.09,20,5G,-79,-10,7.0,10,-60,2575,12,D,
210,2019.12.03,,10.46.10,20,5G,-79,-10,7.0,10,-60,279,7,D,
212,2019.12.03,,10.46.12,20,5G,-80,-9,0.0,10,-63,277,8,D,
214,2019.12.03,,10.46.15,20,5G,-79,-8,6.0,9,-60,2845,22,D,
215,2019.12.03,,10.46.16,20,5G,-77,-9,8.0,9,-60,281,5,D,
216,2019.12.03,,10.46.17,20,5G,-77,-9,8.0,9,-60,281,10,D,
218,2019.12.03,,10.46.19,20,5G,-74,-10,1.0,9,-60,2848,28,D,
220,2019.12.03,,10.46.22,20,5G,-75,-8,7.0,9,-60,277,7,D,
222,2019.12.03,,10.46.24,20,5G,-70,-8,10.0,9,-60,281,8,D,
223,2019.12.03,,10.46.25,20,5G,-70,-8,6.0,14,-56,1396,6,D,
225,2019.12.03,,10.46.27,20,5G,-70,-9,1.0,14,-56,279,8,D,
226,2019.12.03,,10.46.28,20,5G,-70,-9,1.0,14,-56,1372,16,D,
227,2019.12.03,,10.46.30,20,5G,-70,-8,6.0,14,-56,280,7,D,
229,2019.12.03,,10.46.32,20,5G,-70,-9,0.0,15,-54,1682,872,D,
232,2019.12.03,,10.46.35,20,5G,-69,-9,1.0,15,-54,281,8,D,
234,2019.12.03,,10.46.38,20,5G,-69,-9,3.0,15,-54,99,33,D,
235,2019.12.03,,10.46.39,20,5G,-69,-9,6.0,15,-54,38,21,D,
236,2019.12.03,,10.46.40,20,5G,-69,-9,6.0,15,-54,31,34,D,
237,2019.12.03,,10.46.41,20,5G,-69,-9,7.0,15,-54,470,164,D,
238,2019.12.03,,10.46.42,20,5G,-69,-9,7.0,15,-54,135,85,D,
239,2019.12.03,,10.46.43,20,5G,-69,-9,3.0,15,-54,18,35,D,
240,2019.12.03,,10.46.44,20,5G,-69,-9,3.0,15,-54,129,179,D,
241,2019.12.03,,10.46.45,20,5G,-69,-10,4.0,15,-54,54,43,D,
242,2019.12.03,,10.46.46,20,5G,-69,-10,4.0,15,-54,49,52,D,
243,2019.12.03,,10.46.48,20,5G,-69,-10,8.0,15,-54,50,52,D,
244,2019.12.03,,10.46.49,20,5G,-69,-10,8.0,15,-54,49,46,D,
245,2019.12.03,,10.46.50,20,5G,-69,-8,6.0,12,-56,53,53,D,
246,2019.12.03,,10.46.51,20,5G,-69,-8,6.0,12,-56,53,52,D,
248,2019.12.03,,10.46.53,20,5G,-72,-9,3.0,12,-56,57,278,D,
249,2019.12.03,,10.46.54,20,5G,-71,-9,0.0,11,-54,28172,379,D,
250,2019.12.03,,10.46.55,20,5G,-71,-9,0.0,8,-57,66979,2334,D,
251,2019.12.03,,10.46.57,20,5G,-71,-10,2.0,8,-57,9747,120,D,
253,2019.12.03,,10.46.59,20,5G,-68,-9,4.0,9,-55,2402,16,D,
255,2019.12.03,,10.47.01,20,5G,-70,-9,2.0,9,-55,277,4,D,
256,2019.12.03,,10.47.02,20,5G,-70,-9,2.0,9,-55,58,11,D,
257,2019.12.03,,10.47.03,20,5G,-70,-11,4.0,9,-55,1958,12,D,
260,2019.12.03,,10.47.07,20,5G,-69,-12,3.0,9,-55,1300,20,D,
262,2019.12.03,,10.47.09,20,5G,-70,-10,1.0,9,-55,277,8,D,
264,2019.12.03,,10.47.11,20,5G,-70,-9,2.0,9,-55,2225,27,D,
267,2019.12.03,,10.47.15,20,5G,-69,-11,2.0,9,-55,278,8,D,
268,2019.12.03,,10.47.16,20,5G,-69,-11,2.0,9,-55,1285,13,D,
269,2019.12.03,,10.47.17,20,5G,-69,-10,1.0,9,-55,275,7,D,
271,2019.12.03,,10.47.19,20,5G,-69,-11,2.0,9,-55,278,7,D,
272,2019.12.03,,10.47.20,20,5G,-69,-11,2.0,9,-55,1161,13,D,
273,2019.12.03,,10.47.22,20,5G,-69,-9,4.0,9,-55,281,9,D,
274,2019.12.03,,10.47.23,20,5G,-69,-9,4.0,9,-55,3425,22,D,
275,2019.12.03,,10.47.24,20,5G,-69,-10,3.0,9,-55,283,8,D,
277,2019.12.03,,10.47.26,20,5G,-69,-9,3.0,9,-55,273,8,D,
278,2019.12.03,,10.47.27,20,5G,-69,-9,3.0,9,-55,279,9,D,
280,2019.12.03,,10.47.29,20,5G,-69,-9,8.0,9,-55,2169,19,D,
282,2019.12.03,,10.47.32,20,5G,-69,-9,9.0,9,-55,289,9,D,
283,2019.12.03,,10.47.33,20,5G,-69,-9,2.0,9,-55,2352,20,D,
285,2019.12.03,,10.47.35,20,5G,-69,-9,4.0,9,-55,280,8,D,
287,2019.12.03,,10.47.37,20,5G,-69,-9,5.0,9,-55,283,29,D,
288,2019.12.03,,10.47.39,20,5G,-69,-9,5.0,9,-55,280,10,D,
290,2019.12.03,,10.47.41,20,5G,-69,-13,4.0,9,-55,276,8,D,
