,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,2019.12.01,,12.11.21,0,LTE,-92,-11,2.0,8,-76,29,13,D
1,2019.12.01,,12.11.21,0,LTE,-93,-10,2.0,8,-76,29,13,D
2,2019.12.01,,12.11.22,1,LTE,-93,-10,2.0,9,-78,29,13,D
5,2019.12.01,,12.11.24,1,LTE,-93,-14,-1.0,10,-75,304,95,D
6,2019.12.01,,12.11.25,1,5G,-103,-14,1.0,10,-75,2342,157,D
8,2019.12.01,,12.11.27,1,5G,-103,-16,-2.0,8,-84,489,124,D
9,2019.12.01,,12.11.28,1,5G,-103,-16,-2.0,8,-84,34,16,D
10,2019.12.01,,12.11.30,1,5G,-101,-14,-6.0,8,-84,3599,191,D
11,2019.12.01,,12.11.31,1,5G,-101,-14,-6.0,8,-84,3424,246,D
12,2019.12.01,,12.11.32,1,5G,-102,-14,0.0,8,-84,7257,192,D
14,2019.12.01,,12.11.34,1,5G,-101,-15,4.0,8,-84,1231,100,D
15,2019.12.01,,12.11.35,1,5G,-101,-15,4.0,8,-84,16389,592,D
27,2019.12.01,,12.11.48,1,5G,-102,-11,8.0,12,-86,52,13,D
46,2019.12.01,,12.12.09,1,5G,-98,-15,4.0,13,-87,12226,399,D
47,2019.12.01,,12.12.10,1,5G,-98,-15,4.0,10,-84,42741,934,D
48,2019.12.01,,12.12.11,1,5G,-98,-13,4.0,10,-84,35773,2156,D
49,2019.12.01,,12.12.13,1,5G,-98,-13,4.0,10,-84,28744,421,D
50,2019.12.01,,12.12.14,1,5G,-99,-12,11.0,14,-82,283,10,D
51,2019.12.01,,12.12.15,1,5G,-99,-12,11.0,14,-110,635,14,D
52,2019.12.01,,12.12.16,1,5G,-100,-15,-9.0,14,-110,280,12,D
54,2019.12.01,,12.12.18,1,5G,-100,-16,4.0,12,-84,280,10,D
55,2019.12.01,,12.12.19,1,5G,-100,-16,4.0,12,-84,1327,19,D
56,2019.12.01,,12.12.21,1,5G,-100,-16,2.0,14,-82,276,9,D
57,2019.12.01,,12.12.22,1,5G,-100,-16,2.0,14,-85,641,14,D
58,2019.12.01,,12.12.23,1,5G,-101,-16,2.0,14,-85,283,10,D
60,2019.12.01,,12.12.25,1,5G,-100,-12,3.0,14,-85,405,7,D
61,2019.12.01,,12.12.26,1,5G,-100,-12,3.0,14,-85,554,15,D
