,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,12.41.17,1,LTE,-105,-13,-1.0,9,-87,1,4,D
1,12.41.18,1,LTE,-105,-13,-1.0,9,-87,1,4,D
2,12.41.18,1,LTE,-104,-12,1.0,9,-87,0,0,D
3,12.41.19,1,LTE,-104,-12,1.0,9,-87,38,14,D
4,12.41.20,1,LTE,-103,-13,-4.0,9,-87,1231,161,D
5,12.41.21,1,LTE,-103,-13,-4.0,9,-87,1869,149,D
6,12.41.22,1,LTE,-106,-9,-1.0,13,-89,2,2,D
7,12.41.23,1,LTE,-106,-9,-1.0,13,-89,311,75,D
8,12.41.24,1,LTE,-105,-9,-2.0,9,-86,15397,255,D
9,12.41.25,1,LTE,-105,-9,-2.0,9,-86,16205,248,D
10,12.41.27,1,LTE,-103,-14,-1.0,9,-86,16686,264,D
11,12.41.28,1,LTE,-103,-14,-1.0,9,-86,15397,224,D
12,12.41.29,1,LTE,-105,-10,-2.0,15,-88,0,0,D
13,12.41.30,1,LTE,-105,-10,-2.0,15,-88,0,0,D
14,12.41.31,1,LTE,-102,-10,1.0,15,-84,52,81,D
15,12.41.32,1,LTE,-102,-10,1.0,13,-87,1724,67,D
16,12.41.33,1,LTE,-104,-10,2.0,13,-87,3974,120,D
17,12.41.34,1,LTE,-104,-10,2.0,13,-87,507,11,D
18,12.41.35,1,LTE,-104,-11,-7.0,13,-87,1293,100,D
19,12.41.36,1,LTE,-104,-11,-7.0,13,-87,12475,334,D
20,12.41.37,1,LTE,-103,-13,-1.0,13,-87,0,0,D
22,12.41.40,1,LTE,-107,-11,-5.0,13,-91,3475,157,D
23,12.41.41,1,LTE,-107,-11,-5.0,7,-84,15717,411,D
24,12.41.42,1,LTE,-100,-14,-2.0,7,-84,22351,515,D
25,12.41.43,1,LTE,-100,-14,-2.0,7,-84,35149,550,D
26,12.41.44,1,LTE,-102,-13,1.0,9,-82,23318,1966,D
27,12.41.45,1,LTE,-102,-13,1.0,15,-,33812,517,D
28,12.41.46,1,LTE,-91,-12,6.0,11,-78,28221,396,D
29,12.41.47,1,LTE,-91,-12,6.0,10,-82,6008,104,D
30,12.41.48,1,LTE,-103,-10,4.0,11,-77,1930,41,D
31,12.41.50,1,LTE,-103,-10,4.0,11,-77,1660,31,D
32,12.41.51,1,LTE,-95,-6,10.0,11,-77,4366,73,D
33,12.41.52,1,LTE,-95,-6,10.0,10,-81,2546,53,D
34,12.41.53,1,LTE,-96,-8,11.0,15,-79,3005,37,D
35,12.41.54,1,LTE,-96,-8,11.0,15,-79,276,10,D
36,12.41.55,1,LTE,-98,-7,8.0,13,-81,0,0,D
38,12.41.56,39,LTE,-98,-7,8.0,8,-90,277,11,D
40,12.41.59,39,LTE,-106,-12,-1.0,9,-85,3539,66,D
42,12.42.01,39,LTE,-103,-8,8.0,7,-87,881,13,D
43,12.42.02,39,LTE,-106,-9,-1.0,7,-87,275,10,D
44,12.42.03,39,LTE,-106,-9,-1.0,8,-90,0,0,D
45,12.42.04,39,LTE,-108,-14,-2.0,8,-,2442,56,D
46,12.42.05,44,LTE,-108,-14,-2.0,6,-94,2442,56,D
47,12.42.05,44,LTE,-108,-14,-2.0,6,-94,15,0,D
48,12.42.06,44,LTE,-108,-14,0.0,4,-92,277,11,D
50,12.42.09,44,LTE,-115,-16,-3.0,5,-94,2154,52,D
51,12.42.10,44,LTE,-115,-16,-3.0,5,-94,935,23,D
52,12.42.11,44,LTE,-101,-11,-1.0,8,-84,0,1,D
53,12.42.12,44,LTE,-101,-11,-1.0,5,-88,278,12,D
54,12.42.13,44,LTE,-107,-14,-2.0,4,-93,11,183,D
55,12.42.15,42,LTE,-112,-17,-3.0,4,-94,1032,37,D
56,12.42.17,42,LTE,-112,-17,-3.0,2,-94,98,3,D
57,12.42.18,42,LTE,-107,-16,2.0,4,-92,0,6,D
58,12.42.19,42,LTE,-107,-16,2.0,6,-86,1953,37,D
59,12.42.20,42,LTE,-101,-10,1.0,6,-86,278,11,D
60,12.42.21,42,LTE,-101,-10,1.0,3,-93,0,0,D
61,12.42.22,42,LTE,-110,-15,-4.0,3,-93,714,27,D
62,12.42.23,42,LTE,-110,-15,-4.0,6,-86,561,10,D
63,12.42.24,28,LTE,-110,-15,-4.0,6,-86,561,10,D
64,12.42.24,28,LTE,-107,-13,0.0,4,-90,277,11,D
66,12.42.27,28,LTE,-111,-14,-8.0,5,-94,2180,48,D
67,12.42.28,28,LTE,-111,-14,-8.0,7,-92,0,3,D
68,12.42.29,28,LTE,-111,-17,-10.0,3,-94,280,12,D
69,12.42.30,28,LTE,-111,-17,-10.0,3,-94,33,7,D
70,12.42.31,28,LTE,-114,-19,-8.0,6,-92,2139,50,D
