,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,09.21.45,0,LTE,-88,-14,-3.0,8,-70,8,3,D
1,09.21.45,1,LTE,-88,-14,-3.0,8,-70,8,3,D
2,09.21.46,1,LTE,-88,-14,-3.0,8,-70,1,2,D
4,09.21.48,1,LTE,-89,-14,-1.0,5,-72,9,12,D
8,09.21.52,1,LTE,-87,-14,-4.0,4,-70,4,12,D
9,09.21.53,1,LTE,-88,-16,-4.0,4,-70,167,37,D
10,09.21.54,1,LTE,-88,-16,-4.0,4,-70,116,44,D
11,09.21.55,1,LTE,-87,-13,-2.0,4,-70,14,5,D
12,09.21.56,1,LTE,-87,-13,-2.0,4,-70,563,238,D
13,09.21.57,1,LTE,-87,-12,-2.0,4,-70,90,21,D
14,09.21.59,1,LTE,-87,-12,-2.0,4,-70,50,30,D
17,09.22.02,1,LTE,-89,-15,-5.0,5,-72,550,187,D
18,09.22.03,1,LTE,-89,-15,-5.0,5,-72,243,24,D
22,09.22.07,1,LTE,-88,-16,-4.0,5,-72,35,11,D
27,09.22.13,1,LTE,-88,-15,-2.0,5,-72,42,111,D
28,09.22.14,1,LTE,-88,-15,-2.0,5,-72,14,3,D
29,09.22.15,1,LTE,-89,-17,-1.0,5,-72,2,5,D
31,09.22.17,1,LTE,-88,-12,0.0,5,-72,2,4,D
33,09.22.20,1,LTE,-88,-14,-3.0,5,-72,2,4,D
36,09.22.23,1,LTE,-89,-13,-1.0,5,-72,1,1,D
38,09.22.25,1,LTE,-88,-13,-1.0,5,-72,108,77,D
39,09.22.26,1,LTE,-89,-13,-1.0,5,-72,2929,159,D
40,09.22.27,1,LTE,-89,-13,-1.0,5,-72,2784,98,D
41,09.22.28,1,LTE,-88,-17,-4.0,5,-72,3233,73,D
42,09.22.29,1,LTE,-88,-17,-4.0,5,-70,1176,21,D
43,09.22.30,1,LTE,-87,-17,-5.0,5,-70,1607,35,D
44,09.22.31,1,LTE,-87,-17,-5.0,5,-70,1075,37,D
45,09.22.32,1,LTE,-87,-16,-5.0,5,-70,2463,99,D
46,09.22.33,1,LTE,-87,-16,-5.0,5,-70,4426,150,D
47,09.22.35,1,LTE,-88,-17,-5.0,5,-70,3382,110,D
48,09.22.36,1,LTE,-88,-17,-5.0,5,-70,2712,169,D
49,09.22.37,1,LTE,-87,-17,-5.0,5,-70,2972,76,D
50,09.22.38,1,LTE,-87,-17,-5.0,5,-70,2232,58,D
51,09.22.39,1,LTE,-88,-16,-4.0,5,-70,1159,37,D
52,09.22.40,1,LTE,-88,-16,-4.0,5,-70,2668,135,D
53,09.22.41,1,LTE,-87,-14,-3.0,5,-70,1936,51,D
54,09.22.42,1,LTE,-87,-14,-3.0,5,-70,1018,20,D
55,09.22.43,1,LTE,-87,-16,-4.0,5,-70,936,26,D
56,09.22.44,1,LTE,-87,-16,-4.0,5,-70,1962,43,D
57,09.22.45,1,LTE,-88,-17,-5.0,5,-70,1526,65,D
58,09.22.46,1,LTE,-88,-17,-5.0,5,-70,2063,63,D
59,09.22.47,1,LTE,-87,-16,-4.0,5,-70,3066,71,D
60,09.22.48,1,LTE,-87,-16,-4.0,5,-70,3698,94,D
61,09.22.50,1,LTE,-88,-16,-3.0,5,-70,3357,83,D
62,09.22.51,1,LTE,-88,-16,-3.0,5,-70,2949,66,D
63,09.22.52,1,LTE,-88,-15,-2.0,5,-70,3676,88,D
64,09.22.53,1,LTE,-88,-15,-2.0,5,-70,3995,105,D
65,09.22.54,1,LTE,-88,-16,-4.0,5,-70,4079,154,D
66,09.22.55,1,LTE,-88,-16,-4.0,5,-70,2862,68,D
67,09.22.56,1,LTE,-88,-17,-6.0,5,-70,4115,107,D
68,09.22.57,1,LTE,-88,-17,-6.0,5,-70,4234,105,D
69,09.22.58,1,LTE,-88,-15,-5.0,5,-70,4170,100,D
70,09.22.59,1,LTE,-88,-15,-5.0,5,-70,4541,102,D
71,09.23.00,1,LTE,-88,-16,-5.0,5,-70,2474,67,D
72,09.23.01,1,LTE,-88,-16,-5.0,5,-70,3281,74,D
73,09.23.02,1,LTE,-87,-16,-3.0,5,-70,3648,95,D
74,09.23.04,1,LTE,-87,-16,-3.0,5,-70,3960,92,D
75,09.23.05,1,LTE,-88,-16,-4.0,5,-70,3938,82,D
76,09.23.06,1,LTE,-88,-16,-4.0,5,-70,5329,116,D
77,09.23.07,1,LTE,-87,-16,-5.0,5,-70,4325,127,D
78,09.23.08,1,LTE,-87,-16,-5.0,5,-70,5546,124,D
79,09.23.09,1,LTE,-88,-15,-4.0,5,-70,4033,88,D
80,09.23.10,1,LTE,-88,-15,-4.0,6,-72,4662,105,D
81,09.23.11,1,LTE,-89,-15,-3.0,6,-72,3179,69,D
82,09.23.12,1,LTE,-89,-15,-3.0,6,-72,3364,85,D
83,09.23.13,1,LTE,-88,-17,-5.0,6,-72,3338,71,D
84,09.23.14,1,LTE,-88,-17,-5.0,6,-72,3148,67,D
85,09.23.15,1,LTE,-88,-17,-6.0,6,-72,2791,76,D
86,09.23.16,1,LTE,-88,-17,-6.0,6,-72,2445,68,D
87,09.23.17,1,LTE,-89,-17,-5.0,6,-72,2045,45,D
88,09.23.18,1,LTE,-89,-17,-5.0,6,-72,2691,68,D
89,09.23.20,1,LTE,-89,-18,-6.0,6,-72,4171,114,D
90,09.23.21,1,LTE,-89,-18,-6.0,6,-72,2915,71,D
91,09.23.22,1,LTE,-89,-16,-4.0,6,-72,3305,87,D
92,09.23.23,1,LTE,-89,-16,-4.0,6,-72,4537,86,D
93,09.23.24,1,LTE,-88,-15,-4.0,6,-72,4750,102,D
94,09.23.25,1,LTE,-88,-15,-4.0,6,-72,3929,85,D
95,09.23.26,1,LTE,-89,-16,-4.0,6,-72,3441,113,D
96,09.23.27,1,LTE,-89,-16,-4.0,6,-72,4783,106,D
97,09.23.28,1,LTE,-88,-15,-3.0,6,-72,4953,122,D
98,09.23.29,1,LTE,-88,-15,-3.0,6,-72,4254,99,D
107,09.23.39,1,LTE,-87,-17,-5.0,6,-70,2,4,D
109,09.23.41,1,LTE,-87,-16,-4.0,6,-70,2,4,D
110,09.23.42,1,LTE,-87,-16,-4.0,6,-70,1,1,D
111,09.23.43,1,LTE,-87,-17,-2.0,6,-70,73,19,D
120,09.23.53,1,LTE,-88,-16,-6.0,8,-71,16,28,D
121,09.23.54,1,LTE,-86,-15,-5.0,7,-69,14,24,D
127,09.24.00,1,LTE,-87,-13,-3.0,7,-69,2,4,D
129,09.24.03,1,LTE,-87,-12,-3.0,7,-69,3,4,D
130,09.24.04,1,LTE,-87,-12,-3.0,7,-69,2,5,D
146,09.24.21,1,LTE,-88,-14,-4.0,8,-71,2,5,D
148,09.24.23,1,LTE,-87,-12,-2.0,8,-71,3,6,D
149,09.24.24,1,LTE,-87,-14,-3.0,8,-71,1,0,D
150,09.24.25,1,LTE,-87,-14,-3.0,8,-71,4,5,D
151,09.24.26,1,LTE,-87,-11,-1.0,8,-71,15,27,D
154,09.24.29,1,LTE,-86,-13,-3.0,8,-69,3,1,D
162,09.24.38,1,LTE,-87,-14,-4.0,8,-69,477,23,D
163,09.24.39,1,LTE,-87,-15,-4.0,8,-69,4692,114,D
