,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
3,2019.12.16,,13.03.49,0,5G,-100,-15,3.0,15,-84,11,1,D,
6,2019.12.16,,13.03.53,0,5G,-101,-11,6.0,15,-84,111,29,D,
7,2019.12.16,,13.03.54,0,5G,-101,-11,6.0,15,-84,1667,58,D,
8,2019.12.16,,13.03.55,0,5G,-103,-11,7.0,15,-110,33490,1013,D,
9,2019.12.16,,13.03.56,0,5G,-103,-11,7.0,15,-110,1544,50,D,
10,2019.12.16,,13.03.57,0,5G,-101,-14,8.0,15,-110,366,193,D,
11,2019.12.16,,13.03.58,0,5G,-101,-14,8.0,15,-110,15048,384,D,
12,2019.12.16,,13.03.59,0,5G,-101,-13,6.0,13,-86,77790,416,D,
13,2019.12.16,,13.04.00,0,5G,-101,-13,6.0,12,-84,107356,932,D,
16,2019.12.16,,13.04.03,0,5G,-100,-11,4.0,15,-84,24318,142,D,
55,2019.12.16,,13.04.46,0,5G,-98,-13,2.0,8,-110,23848,234,D,
62,2019.12.16,,13.04.53,0,5G,-98,-12,-1.0,12,-82,16,47,D,
67,2019.12.16,,13.04.59,0,5G,-99,-12,-4.0,12,-82,17,31,D,
97,2019.12.16,,13.05.31,0,5G,-98,-15,-1.0,11,-84,856,34,D,
98,2019.12.16,,13.05.32,0,5G,-97,-14,-2.0,11,-84,32098,355,D,
122,2019.12.16,,13.05.58,0,5G,-98,-11,-1.0,11,-82,24,27,D,
123,2019.12.16,,13.05.59,0,5G,-98,-11,-1.0,11,-84,65,38,D,
140,2019.12.16,,13.06.18,0,5G,-98,-13,-3.0,12,-84,31658,125,D,
173,2019.12.16,,13.06.53,0,5G,-109,-13,-1.0,10,-110,15,25,D,
178,2019.12.16,,13.06.59,0,5G,-100,-13,-2.0,7,-110,14,26,D,
182,2019.12.16,,13.07.03,0,5G,-99,-13,3.0,12,-110,27660,81,D,
184,2019.12.16,,13.07.05,0,5G,-98,-13,3.0,12,-110,77,14,D,
212,2019.12.16,,13.07.35,0,5G,-99,-17,-2.0,9,-83,11,1,D,
223,2019.12.16,,13.07.47,0,5G,-98,-12,7.0,9,-83,15466,79,D,
224,2019.12.16,,13.07.48,0,5G,-99,-13,-2.0,9,-83,16485,56,D,
233,2019.12.16,,13.07.58,0,5G,-99,-15,2.0,11,-110,15,27,D,
265,2019.12.16,,13.08.33,0,5G,-99,-15,-4.0,9,-84,34233,150,D,
