,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
1798,2019.11.26,,14.23.09,1,5G,-104,-13,3.0,11,-86,1586,85,D,
1799,2019.11.26,,14.23.10,1,5G,-104,-13,3.0,10,-110,18136,176,D,
1800,2019.11.26,,14.23.11,1,5G,-103,-14,3.0,10,-110,23177,159,D,
1842,2019.11.26,,14.23.56,1,LTE,-94,-12,10.0,9,-110,6137,63,D,
1843,2019.11.26,,14.23.58,1,LTE,-94,-12,10.0,9,-110,13358,179,D,
1844,2019.11.26,,14.23.59,1,LTE,-97,-12,9.0,10,-80,13586,207,D,
1849,2019.11.26,,14.24.04,1,LTE,-97,-12,10.0,10,-80,15,27,D,
1886,2019.11.26,,14.24.44,1,5G,-102,-13,-2.0,14,-84,9247,148,D,
1893,2019.11.26,,14.24.51,1,5G,-102,-11,0.0,14,-84,13,5,D,
1905,2019.11.26,,14.25.04,1,5G,-103,-10,3.0,11,-86,15,1,D,
1912,2019.11.26,,14.25.12,1,5G,-102,-12,2.0,12,-84,5860,147,D,
1913,2019.11.26,,14.25.13,1,5G,-102,-12,2.0,12,-84,7273,109,D,
1914,2019.11.26,,14.25.14,1,5G,-102,-15,4.0,15,-86,11,0,D,
1916,2019.11.26,,14.25.16,1,5G,-102,-12,3.0,15,-86,119,15,D,
1917,2019.11.26,,14.25.17,1,5G,-102,-12,3.0,15,-86,25,5,D,
1918,2019.11.26,,14.25.18,1,5G,-102,-12,4.0,15,-86,23,3,D,
1922,2019.11.26,,14.25.23,1,5G,-103,-13,2.0,15,-86,11,0,D,
1926,2019.11.26,,14.25.27,1,5G,-103,-12,1.0,12,-84,11,0,D,
1931,2019.11.26,,14.25.32,1,5G,-103,-11,1.0,11,-84,289,16,D,
1932,2019.11.26,,14.25.33,1,5G,-103,-10,2.0,11,-84,1929,40,D,
1933,2019.11.26,,14.25.34,1,5G,-103,-10,2.0,11,-84,12444,137,D,
1934,2019.11.26,,14.25.36,1,5G,-102,-12,2.0,11,-84,28238,234,D,
