,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State
0,2020.01.05,,14.55.57,0,5G,-97,-13,-3.0,6,-110,100,30,D
3,2020.01.05,,14.56.00,0,5G,-100,-12,4.0,12,-110,11,1,D
4,2020.01.05,,14.56.02,0,5G,-97,-15,-8.0,12,-110,904,92,D
5,2020.01.05,,14.56.03,0,5G,-97,-15,-8.0,12,-110,9718,515,D
8,2020.01.05,,14.56.06,0,5G,-96,-14,-8.0,14,-110,609,47,D
9,2020.01.05,,14.56.07,0,5G,-96,-14,-8.0,14,-110,44881,877,D
10,2020.01.05,,14.56.08,0,5G,-98,-10,2.0,15,-110,142,578,D
11,2020.01.05,,14.56.09,0,5G,-98,-10,2.0,15,-110,21966,409,D
12,2020.01.05,,14.56.10,0,5G,-100,-14,5.0,15,-110,79262,985,D
13,2020.01.05,,14.56.11,0,5G,-100,-14,5.0,15,-110,71278,674,D
14,2020.01.05,,14.56.12,0,5G,-101,-11,8.0,12,-110,67483,647,D
15,2020.01.05,,14.56.14,0,5G,-101,-11,8.0,12,-110,52191,2019,D
16,2020.01.05,,14.56.15,0,5G,-102,-15,-3.0,12,-110,27176,530,D
20,2020.01.05,,14.56.19,0,5G,-99,-14,9.0,11,-110,40131,627,D
21,2020.01.05,,14.56.20,0,5G,-99,-14,9.0,11,-110,74733,797,D
22,2020.01.05,,14.56.21,0,5G,-100,-14,0.0,9,-110,72459,639,D
23,2020.01.05,,14.56.23,0,5G,-100,-14,0.0,9,-110,64721,2120,D
24,2020.01.05,,14.56.24,0,5G,-102,-15,-4.0,14,-110,63413,567,D
25,2020.01.05,,14.56.25,0,5G,-102,-15,-4.0,14,-110,64753,530,D
26,2020.01.05,,14.56.26,0,5G,-102,-15,7.0,12,-110,64496,580,D
27,2020.01.05,,14.56.27,0,5G,-102,-15,7.0,12,-110,60885,549,D
28,2020.01.05,,14.56.28,0,5G,-100,-13,-1.0,10,-110,63987,495,D
29,2020.01.05,,14.56.29,0,5G,-100,-13,-1.0,10,-110,64576,515,D
30,2020.01.05,,14.56.30,0,5G,-100,-13,-1.0,10,-110,60998,442,D
31,2020.01.05,,14.56.31,0,5G,-100,-13,-1.0,10,-110,63135,502,D
32,2020.01.05,,14.56.32,0,5G,-100,-13,-1.0,10,-110,57485,2152,D
33,2020.01.05,,14.56.33,0,5G,-100,-13,-1.0,10,-110,61246,503,D
34,2020.01.05,,14.56.34,0,5G,-100,-13,-1.0,10,-110,17299,151,D
36,2020.01.05,,14.56.36,0,5G,-100,-13,-1.0,10,-110,12590,127,D
37,2020.01.05,,14.56.37,0,5G,-100,-13,-1.0,10,-110,11,0,D
38,2020.01.05,,14.56.39,0,5G,-100,-13,-1.0,10,-110,11351,96,D
40,2020.01.05,,14.56.41,0,5G,-100,-13,-1.0,10,-110,7543,69,D
42,2020.01.05,,14.56.43,0,5G,-100,-13,-1.0,10,-110,10855,126,D
44,2020.01.05,,14.56.45,0,5G,-100,-13,-1.0,10,-110,10094,100,D
46,2020.01.05,,14.56.47,0,5G,-100,-13,-1.0,10,-110,8352,78,D
47,2020.01.05,,14.56.48,0,5G,-100,-13,-1.0,10,-110,5913,63,D
48,2020.01.05,,14.56.49,0,5G,-100,-13,-1.0,10,-110,2310,20,D
49,2020.01.05,,14.56.50,0,5G,-100,-13,-1.0,10,-110,9325,92,D
51,2020.01.05,,14.56.52,0,5G,-100,-13,-1.0,10,-110,12583,125,D
53,2020.01.05,,14.56.55,0,5G,-100,-13,-1.0,10,-110,8732,96,D
55,2020.01.05,,14.56.57,0,5G,-100,-13,-1.0,10,-110,9962,100,D
