,Unnamed: 0,Date,Day,Timestamp,Speed,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,Rolling_avg
6659,6659,2020.01.03,Day3,09:01:07,0,5G,-100,-11,0.0,9,-110,7235,79,D,
6660,6660,2020.01.03,Day3,09:01:09,0,5G,-99,-11,2.0,14,-110,10736,90,D,
6661,6661,2020.01.03,Day3,09:01:11,0,5G,-100,-12,1.0,11,-110,11070,97,D,
6662,6662,2020.01.03,Day3,09:01:14,0,5G,-100,-11,3.0,14,-110,9320,98,D,
6663,6663,2020.01.03,Day3,09:01:16,0,5G,-100,-12,0.0,11,-110,11959,112,D,
6664,6664,2020.01.03,Day3,09:01:17,0,5G,-100,-14,4.0,14,-110,197,11,D,
6665,6665,2020.01.03,Day3,09:01:18,0,5G,-100,-14,4.0,14,-110,6279,56,D,
6666,6666,2020.01.03,Day3,09:01:19,0,5G,-100,-15,2.0,11,-110,3378,40,D,
6667,6667,2020.01.03,Day3,09:01:20,0,5G,-100,-15,2.0,11,-110,1587,13,D,
6668,6668,2020.01.03,Day3,09:01:21,0,5G,-100,-10,1.0,14,-110,10398,100,D,
6669,6669,2020.01.03,Day3,09:01:23,0,5G,-100,-10,-4.0,14,-110,9601,102,D,
6670,6670,2020.01.03,Day3,09:01:26,0,5G,-99,-10,3.0,12,-110,10131,89,D,
6671,6671,2020.01.03,Day3,09:01:28,0,5G,-99,-10,8.0,14,-110,10762,105,D,
6672,6672,2020.01.03,Day3,09:01:30,0,5G,-99,-12,7.0,14,-110,10847,97,D,
6673,6673,2020.01.03,Day3,09:01:31,0,5G,-99,-12,7.0,14,-110,8562,87,D,
6674,6674,2020.01.03,Day3,09:01:33,0,5G,-100,-12,7.0,14,-110,10410,97,D,
6675,6675,2020.01.03,Day3,09:01:35,0,5G,-100,-15,1.0,14,-110,10228,95,D,
6676,6676,2020.01.03,Day3,09:01:38,0,5G,-100,-10,2.0,12,-110,10350,89,D,
6677,6677,2020.01.03,Day3,09:01:40,0,5G,-99,-11,5.0,14,-110,11201,102,D,
6678,6678,2020.01.03,Day3,09:01:41,0,5G,-99,-11,1.0,4,-110,418,15,D,
6679,6679,2020.01.03,Day3,09:01:42,0,5G,-99,-11,1.0,4,-110,7112,60,D,
6680,6680,2020.01.03,Day3,09:01:43,0,5G,-99,-9,8.0,13,-110,4199,42,D,
6681,6681,2020.01.03,Day3,09:01:44,0,5G,-99,-9,8.0,13,-110,6825,1707,D,
6682,6682,2020.01.03,Day3,09:01:45,0,5G,-99,-9,8.0,14,-110,8983,80,D,
6683,6683,2020.01.03,Day3,09:01:47,0,5G,-100,-10,0.0,11,-110,9816,90,D,
6684,6684,2020.01.03,Day3,09:01:50,0,5G,-99,-11,-1.0,13,-110,9922,97,D,
6685,6685,2020.01.03,Day3,09:01:52,0,5G,-99,-10,0.0,10,-110,10849,99,D,
6686,6686,2020.01.03,Day3,09:01:54,0,5G,-100,-11,4.0,13,-110,7246,62,D,
6687,6687,2020.01.03,Day3,09:01:55,0,5G,-100,-11,4.0,13,-110,6938,70,D,
6688,6688,2020.01.03,Day3,09:01:57,0,5G,-100,-10,1.0,14,-110,10394,97,D,
6689,6689,2020.01.03,Day3,09:01:59,0,5G,-100,-10,8.0,14,-110,9851,88,D,
6690,6690,2020.01.03,Day3,09:02:02,0,5G,-101,-11,3.0,14,-110,10407,94,D,
6691,6691,2020.01.03,Day3,09:02:04,0,5G,-99,-11,1.0,11,-110,9488,88,D,
6692,6692,2020.01.03,Day3,09:02:06,0,5G,-99,-10,11.0,13,-110,10953,99,D,
6693,6693,2020.01.03,Day3,09:02:07,0,5G,-100,-10,0.0,13,-110,6522,63,D,
6694,6694,2020.01.03,Day3,09:02:08,0,5G,-100,-10,0.0,13,-110,545,4,D,
6695,6695,2020.01.03,Day3,09:02:09,0,5G,-99,-10,6.0,13,-110,9825,83,D,
6696,6696,2020.01.03,Day3,09:02:11,0,5G,-99,-11,3.0,10,-110,10087,100,D,
6697,6697,2020.01.03,Day3,09:02:14,0,5G,-100,-16,0.0,8,-110,10376,94,D,
6698,6698,2020.01.03,Day3,09:02:16,0,5G,-100,-15,1.0,13,-110,11699,107,D,
6699,6699,2020.01.03,Day3,09:02:17,0,5G,-100,-15,1.0,13,-110,601,19,D,
6700,6700,2020.01.03,Day3,09:02:18,0,5G,-100,-13,-7.0,10,-110,6785,60,D,
6701,6701,2020.01.03,Day3,09:02:19,0,5G,-100,-13,-7.0,10,-110,6050,57,D,
6702,6702,2020.01.03,Day3,09:02:20,0,5G,-100,-10,7.0,13,-110,1548,11,D,
6703,6703,2020.01.03,Day3,09:02:21,0,5G,-100,-10,7.0,13,-110,12643,110,D,
6704,6704,2020.01.03,Day3,09:02:23,0,5G,-100,-12,6.0,12,-110,10463,91,D,
6705,6705,2020.01.03,Day3,09:02:26,0,5G,-99,-10,8.0,11,-110,9300,91,D,
6706,6706,2020.01.03,Day3,09:02:28,0,5G,-100,-9,5.0,12,-110,11259,104,D,
6707,6707,2020.01.03,Day3,09:02:29,0,5G,-99,-13,4.0,9,-110,1927,34,D,
6708,6708,2020.01.03,Day3,09:02:30,0,5G,-99,-13,4.0,9,-110,5409,42,D,
6709,6709,2020.01.03,Day3,09:02:31,0,5G,-100,-10,7.0,12,-110,8840,89,D,
6710,6710,2020.01.03,Day3,09:02:33,0,5G,-100,-10,4.0,10,-110,11655,111,D,
6711,6711,2020.01.03,Day3,09:02:35,0,5G,-100,-14,3.0,15,-110,11299,102,D,
6712,6712,2020.01.03,Day3,09:02:38,0,5G,-100,-10,-1.0,13,-110,10491,100,D,
6713,6713,2020.01.03,Day3,09:02:40,0,5G,-100,-11,5.0,12,-110,8217,85,D,
6714,6714,2020.01.03,Day3,09:02:41,0,5G,-100,-11,5.0,12,-110,1633,31,D,
6715,6715,2020.01.03,Day3,09:02:42,0,5G,-100,-11,7.0,13,-110,5050,41,D,
6716,6716,2020.01.03,Day3,09:02:43,0,5G,-100,-11,7.0,13,-110,9745,97,D,
6717,6717,2020.01.03,Day3,09:02:44,0,5G,-99,-13,1.0,13,-110,34,1081,D,
6718,6718,2020.01.03,Day3,09:02:45,0,5G,-99,-13,1.0,13,-110,12122,115,D,
6719,6719,2020.01.03,Day3,09:02:47,0,5G,-99,-9,8.0,14,-110,9611,96,D,
6720,6720,2020.01.03,Day3,09:02:50,0,5G,-98,-9,13.0,12,-110,10439,104,D,
6721,6721,2020.01.03,Day3,09:02:52,0,5G,-99,-10,3.0,11,-110,13134,123,D,
6722,6722,2020.01.03,Day3,09:02:53,0,5G,-99,-9,8.0,11,-110,2639,33,D,
6723,6723,2020.01.03,Day3,09:02:54,0,5G,-99,-9,8.0,11,-110,4786,40,D,
6724,6724,2020.01.03,Day3,09:02:55,0,5G,-99,-9,1.0,10,-110,7505,74,D,
6725,6725,2020.01.03,Day3,09:02:57,0,5G,-100,-11,4.0,14,-110,11094,103,D,
6726,6726,2020.01.03,Day3,09:02:59,0,5G,-99,-10,2.0,14,-110,10600,92,D,
6727,6727,2020.01.03,Day3,09:03:02,0,5G,-100,-10,4.0,12,-110,8498,84,D,
6728,6728,2020.01.03,Day3,09:03:04,0,5G,-99,-11,0.0,14,-110,10823,104,D,
6729,6729,2020.01.03,Day3,09:03:06,0,5G,-98,-9,5.0,13,-110,9493,87,D,
6730,6730,2020.01.03,Day3,09:03:07,0,5G,-98,-9,5.0,13,-110,8388,87,D,
6731,6731,2020.01.03,Day3,09:03:09,0,5G,-99,-10,5.0,13,-110,10731,101,D,
6732,6732,2020.01.03,Day3,09:03:11,0,5G,-99,-12,3.0,10,-110,10436,98,D,
6733,6733,2020.01.03,Day3,09:03:13,0,5G,-99,-11,8.0,13,-110,12186,112,D,
6734,6734,2020.01.03,Day3,09:03:16,0,5G,-98,-10,10.0,14,-110,6785,72,D,
6735,6735,2020.01.03,Day3,09:03:18,0,5G,-98,-9,8.0,13,-110,11127,94,D,
6736,6736,2020.01.03,Day3,09:03:19,0,5G,-99,-10,0.0,15,-110,896,20,D,
6737,6737,2020.01.03,Day3,09:03:20,0,5G,-99,-10,0.0,15,-110,6459,56,D,
6738,6738,2020.01.03,Day3,09:03:21,0,5G,-98,-9,7.0,12,-110,8318,84,D,
6739,6739,2020.01.03,Day3,09:03:23,0,5G,-98,-10,7.0,14,-110,11619,107,D,
6740,6740,2020.01.03,Day3,09:03:25,0,5G,-99,-10,-8.0,11,-110,12079,118,D,
6741,6741,2020.01.03,Day3,09:03:28,0,5G,-98,-11,4.0,11,-110,13111,138,D,
6742,6742,2020.01.03,Day3,09:03:30,0,5G,-99,-12,0.0,3,-110,7611,69,D,
6743,6743,2020.01.03,Day3,09:03:31,0,5G,-99,-12,0.0,3,-110,4812,48,D,
6744,6744,2020.01.03,Day3,09:03:32,0,5G,-99,-11,1.0,3,-110,3413,30,D,
6745,6745,2020.01.03,Day3,09:03:33,0,5G,-99,-11,1.0,3,-110,9947,95,D,
6746,6746,2020.01.03,Day3,09:03:35,0,5G,-100,-11,-7.0,12,-110,7822,84,D,
6747,6747,2020.01.03,Day3,09:03:37,0,5G,-99,-11,7.0,14,-110,7860,81,D,
6748,6748,2020.01.03,Day3,09:03:40,0,5G,-99,-10,2.0,14,-110,10738,101,D,
6749,6749,2020.01.03,Day3,09:03:42,0,5G,-100,-11,4.0,12,-110,8866,74,D,
6750,6750,2020.01.03,Day3,09:03:43,0,5G,-100,-11,2.0,13,-110,222,11,D,
6751,6751,2020.01.03,Day3,09:03:44,0,5G,-100,-11,2.0,13,-110,6020,1138,D,
6752,6752,2020.01.03,Day3,09:03:45,0,5G,-99,-10,4.0,12,-110,9654,104,D,
6753,6753,2020.01.03,Day3,09:03:46,0,5G,-99,-10,4.0,12,-110,71,147,D,
6754,6754,2020.01.03,Day3,09:03:47,0,5G,-99,-10,0.0,12,-110,9978,93,D,
6755,6755,2020.01.03,Day3,09:03:50,0,5G,-100,-10,-5.0,6,-110,10528,86,D,
6756,6756,2020.01.03,Day3,09:03:52,0,5G,-99,-10,5.0,12,-110,10057,98,D,
6757,6757,2020.01.03,Day3,09:03:54,0,5G,-99,-10,10.0,13,-110,8409,222,D,
6758,6758,2020.01.03,Day3,09:03:55,0,5G,-99,-10,10.0,13,-110,4411,1712,D,
6759,6759,2020.01.03,Day3,09:03:56,0,5G,-99,-11,6.0,12,-110,3421,1697,D,
6760,6760,2020.01.03,Day3,09:03:57,0,5G,-99,-11,6.0,12,-110,10404,1773,D,
6761,6761,2020.01.03,Day3,09:03:58,0,5G,-100,-11,-1.0,8,-110,31,1675,D,
6762,6762,2020.01.03,Day3,09:03:59,0,5G,-100,-11,-1.0,8,-110,9273,645,D,
